WS_ID,Yahoo_Symbol,History_State,History_Source,Unique_Bars,Valid_Bars,First_Bar,Last_Bar,Future,Duplicates,Dup_Source,Pass_260,Pass_252,Bar_QA_Status,Eligibility_DryRun,Sqlite_Used
WS:XHKG:868,0868.HK,PASS_HISTORY_CURRENT,v0.38,489,489,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XHKG:883,0883.HK,PASS_HISTORY_CURRENT,v0.38,489,489,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XHKG:939,0939.HK,PASS_HISTORY_CURRENT,v0.38,489,489,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XHKG:941,0941.HK,PASS_HISTORY_CURRENT,v0.38,489,489,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XHKG:960,0960.HK,PASS_HISTORY_CURRENT,v0.38,489,489,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XHKG:9618,9618.HK,PASS_HISTORY_CURRENT,v0.38,489,489,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XHKG:9633,9633.HK,PASS_HISTORY_CURRENT,v0.38,489,489,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XHKG:968,0968.HK,PASS_HISTORY_CURRENT,v0.38,489,489,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XHKG:981,0981.HK,PASS_HISTORY_CURRENT,v0.38,489,489,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XHKG:9888,9888.HK,PASS_HISTORY_CURRENT,v0.38,489,489,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XHKG:9901,9901.HK,PASS_HISTORY_CURRENT,v0.38,489,489,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XHKG:992,0992.HK,PASS_HISTORY_CURRENT,v0.38,489,489,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XHKG:9961,9961.HK,PASS_HISTORY_CURRENT,v0.38,489,489,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XHKG:9988,9988.HK,PASS_HISTORY_CURRENT,v0.38,489,489,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XHKG:9992,9992.HK,PASS_HISTORY_CURRENT,v0.38,489,489,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XHKG:9999,9999.HK,PASS_HISTORY_CURRENT,v0.38,489,489,2024-09-02,2026-08-31,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLIS:BCP.LS,BCP.LS,PASS_HISTORY_CURRENT,v0.38,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLIS:EDP.LS,EDP.LS,PASS_HISTORY_CURRENT,v0.38,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLIS:EDPR.LS,EDPR.LS,PASS_HISTORY_CURRENT,v0.38,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLIS:GALP.LS,GALP.LS,PASS_HISTORY_CURRENT,v0.38,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLIS:JMT.LS,JMT.LS,PASS_HISTORY_CURRENT,v0.38,509,508,2024-09-02,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:AAF.L,AAF.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:AAL.L,AAL.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:ABDN.L,ABDN.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:ABF.L,ABF.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:ADML.L,ADM.L,PASS_HISTORY_CURRENT,v0.47,507,507,2024-09-04,2026-09-04,NO,NO,SQLITE,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,YES
WS:XLON:ANTO.L,ANTO.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:AUTOA.L,AUTO.L,PASS_HISTORY_CURRENT,v0.47,507,507,2024-09-04,2026-09-04,NO,NO,SQLITE,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,YES
WS:XLON:AV.L,AV.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:AZN.L,AZN.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:BAB.L,BAB.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:BAES.L,BA.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:BALF.L,BBY.L,PASS_HISTORY_CURRENT,v0.47,507,507,2024-09-04,2026-09-04,NO,NO,SQLITE,YES,YES,PASS_BAR_QA,LOW_LIQUIDITY_EXCEPTION,YES
WS:XLON:BARC.L,BARC.L,PASS_HISTORY_CURRENT,v0.38,507,507,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:BATS.L,BATS.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:BBOXT.L,BBOX.L,PASS_HISTORY_CURRENT,v0.47,507,507,2024-09-04,2026-09-04,NO,NO,SQLITE,YES,YES,PASS_BAR_QA,LOW_LIQUIDITY_EXCEPTION,YES
WS:XLON:BEZG.L,BEZ.L,PASS_HISTORY_CURRENT,v0.47,507,507,2024-09-04,2026-09-04,NO,NO,SQLITE,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,YES
WS:XLON:BGEO.L,BGEO.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:BKGH.L,BKG.L,PASS_HISTORY_CURRENT,v0.47,507,507,2024-09-04,2026-09-04,NO,NO,SQLITE,YES,YES,PASS_BAR_QA,LOW_LIQUIDITY_EXCEPTION,YES
WS:XLON:BLND.L,BLND.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:BNZL.L,BNZL.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:BP.L,BP.L,PASS_HISTORY_CURRENT,v0.38,507,507,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:BPTB.L,BPT.L,PASS_HISTORY_CURRENT,v0.47,507,507,2024-09-04,2026-09-04,NO,NO,SQLITE,YES,YES,PASS_BAR_QA,FAIL_LIQUIDITY,YES
WS:XLON:BRBY.L,BRBY.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:BT.L,BT-A.L,PASS_HISTORY_CURRENT,v0.47,507,507,2024-09-04,2026-09-04,NO,NO,SQLITE,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,YES
WS:XLON:BTRW.L,BTRW.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:BWY.L,BWY.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:CCC.L,CCC.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:CCH.L,CCH.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:CNA.L,CNA.L,PASS_HISTORY_CURRENT,v0.38,508,507,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:CPG.L,CPG.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:CRDA.L,CRDA.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:CTEC.L,CTEC.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:CWK.L,CWK.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:DCC.L,DCC.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:DGE.L,DGE.L,PASS_HISTORY_CURRENT,v0.38,507,507,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:DLN.L,DLN.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:DPLM.L,DPLM.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:DRX.L,DRX.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:EMG.L,EMG.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:ENT.L,ENT.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:EXPN.L,EXPN.L,PASS_HISTORY_CURRENT,v0.38,507,506,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:FRES.L,FRES.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:GAW.L,GAW.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:GLEN.L,GLEN.L,PASS_HISTORY_CURRENT,v0.38,505,504,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:GSK.L,GSK.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:HIK.L,HIK.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:HLMA.L,HLMA.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:HLN.L,HLN.L,PASS_HISTORY_CURRENT,v0.38,508,507,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:HOCM.L,HOC.L,PASS_HISTORY_CURRENT,v0.47,507,507,2024-09-04,2026-09-04,NO,NO,SQLITE,YES,YES,PASS_BAR_QA,LOW_LIQUIDITY_EXCEPTION,YES
WS:XLON:HSBA.L,HSBA.L,PASS_HISTORY_CURRENT,v0.38,507,507,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:HSX.L,HSX.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:HWDN.L,HWDN.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:ICAG.L,IAG.L,PASS_HISTORY_CURRENT,v0.47,502,502,2024-09-04,2026-09-04,NO,NO,SQLITE,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,YES
WS:XLON:ICGIN.L,ICG.L,PASS_HISTORY_CURRENT,v0.47,507,507,2024-09-04,2026-09-04,NO,NO,SQLITE,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,YES
WS:XLON:IGG.L,IGG.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:IHG.L,IHG.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:III.L,III.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:IMB.L,IMB.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:IMI.L,IMI.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:INCH.L,INCH.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:INF.L,INF.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:INVP.L,INVP.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:ITRK.L,ITRK.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:ITV.L,ITV.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:JD.L,JD.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:JMAT.L,JMAT.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:KGF.L,KGF.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:LAND.L,LAND.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:LGEN.L,LGEN.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:LLOY.L,LLOY.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:LMPL.L,LMP.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:LSEG.L,LSEG.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:MKS.L,MKS.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:MNDI.L,MNDI.L,PASS_HISTORY_CURRENT,v0.38,508,507,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:MNG.L,MNG.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:MRON.L,MRO.L,PASS_HISTORY_CURRENT,v0.47,507,507,2024-09-04,2026-09-04,NO,NO,SQLITE,YES,YES,PASS_BAR_QA,PASS_STRICT_CANDIDATE,YES
WS:XLON:MTO.L,MTO.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:NG.L,NG.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:NWG.L,NWG.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:NXT.L,NXT.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:PAFR.L,PAF.L,PASS_HISTORY_CURRENT,v0.47,507,507,2024-09-04,2026-09-04,NO,NO,SQLITE,YES,YES,PASS_BAR_QA,LOW_LIQUIDITY_EXCEPTION,YES
WS:XLON:PHP.L,PHP.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:PLUSP.L,PLUS.L,PASS_HISTORY_CURRENT,v0.47,507,507,2024-09-04,2026-09-04,NO,NO,SQLITE,YES,YES,PASS_BAR_QA,LOW_LIQUIDITY_EXCEPTION,YES
WS:XLON:PNN.L,PNN.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:PRU.L,PRU.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:PSN.L,PSN.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:PSON.L,PSON.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:QLT.L,QLT.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:QQ.L,QQ.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:REL.L,REL.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:RIO.L,RIO.L,PASS_HISTORY_CURRENT,v0.38,507,507,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:RKT.L,RKT.L,PASS_HISTORY_CURRENT,v0.38,508,507,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:RMV.L,RMV.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:ROR.L,ROR.L,DATA_QUALITY_FAIL,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,DATA_QUALITY_FAIL,NO
WS:XLON:RR.L,RR.L,PASS_HISTORY_CURRENT,v0.38,507,507,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:RS1R.L,RS1.L,PASS_HISTORY_CURRENT,v0.47,507,507,2024-09-04,2026-09-04,NO,NO,SQLITE,YES,YES,PASS_BAR_QA,LOW_LIQUIDITY_EXCEPTION,YES
WS:XLON:RTO.L,RTO.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:SBRY.L,SBRY.L,PASS_HISTORY_CURRENT,v0.38,508,507,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:SDLF.L,SDLF.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
WS:XLON:SDR.L,SDR.L,PASS_HISTORY_CURRENT,v0.38,508,508,2024-08-28,2026-08-28,NO,NO,CSV_UNIQUE_ONLY,YES,YES,PASS_BAR_QA,INSTRUMENT_REVIEW,NO
