WS_ID,Name,Country,Primary_Universe_Index,Primary_MIC,Primary_Ticker,Yahoo_Symbol,Primary_Currency,Currency_Normalized,Quote_Scale_To_Major_Currency,Instrument_Type,Instrument_Gate,Instrument_Gate_Reason,Scalable_Tradeability_Status,Cache_Status,Cache_Reason,Unique_Bars,Valid_Bars,FreeFloatMarketCap_EUR,FreeFloatMarketCap_Status,Usable20,Usable60,MedianTurnover20_EUR,MedianTurnover60_EUR,FX_Coverage20,FX_Coverage60,Liquidity_Data_Status,Liquidity_Last_Session,Liquidity_Gate,Liquidity_Bucket,Scalable_Gate,Strict_Eligibility,Blocking_Reasons,Instrument_Decision_v0_6,Instrument_Type_Resolved_v0_6,Instrument_Resolution_Method_v0_6,Instrument_Resolution_Reason_v0_6,Instrument_Evidence_URL_v0_6,Instrument_Evidence_Note_v0_6,Strict_Eligibility_v0_6,Instrument_Decision_v0_7,Instrument_Type_Resolved_v0_7,Instrument_Resolution_Method_v0_7,Instrument_Resolution_Reason_v0_7,Instrument_Evidence_URL_v0_7,Instrument_Evidence_Note_v0_7,Strict_Eligibility_v0_7
WS:XPAR:SOIT.PA,SOITEC,FR,EU_STOXX600,XPAR,SOIT.PA,SOI.PA,EUR,EUR,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,511,511,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,34758638.55116272,38795979.072784424,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED
WS:XPAR:TCFP.PA,THALES,FR,EU_STOXX600,XPAR,TCFP.PA,HO.PA,EUR,EUR,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,511,511,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,60340525.18344116,56375467.60493469,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED
WS:XPAR:TEPRF.PA,TELEPERFORMANCE,FR,EU_STOXX600,XPAR,TEPRF.PA,TEP.PA,EUR,EUR,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,511,511,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,19640630.265060425,14684657.292612076,20,60,OK,2026-08-21,PASS,STANDARD_15_TO_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED
WS:XPAR:TTEF.PA,TOTALENERGIES,FR,EU_STOXX600,XPAR,TTEF.PA,TTE.PA,EUR,EUR,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,511,511,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,222436440.65988922,257674090.01937866,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED
WS:XPAR:URW.PA,UNIBAIL-RODAMCO-WESTFIELD,FR,EU_STOXX600,XPAR,URW.PA,URW.PA,EUR,EUR,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,511,511,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,19015186.926109314,21617771.969787598,20,60,OK,2026-08-21,PASS,STANDARD_15_TO_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED
WS:XPAR:VIE.PA,VEOLIA ENVIRONNEMENT,FR,EU_STOXX600,XPAR,VIE.PA,VIE.PA,EUR,EUR,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,511,511,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,46067214.830581665,54760509.24483681,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED
WS:XPAR:VLLP.PA,VALLOUREC,FR,EU_STOXX600,XPAR,VLLP.PA,VK.PA,EUR,EUR,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,511,511,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,16510850.259327888,16064613.684369087,20,60,OK,2026-08-21,PASS,STANDARD_15_TO_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED
WS:XSTO:ALFA.ST,ALFA LAVAL,SE,EU_STOXX600,XSTO,ALFA.ST,ALFA.ST,SEK,SEK,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,17701688.26950472,22639307.314654283,20,60,OK,2026-08-21,PASS,STANDARD_15_TO_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED
WS:XSTO:ASSAB.ST,ASSA ABLOY,SE,EU_STOXX600,XSTO,ASSAb.ST,ASSA-B.ST,SEK,SEK,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,39165441.55091193,48870515.193305746,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED
WS:XSTO:ATCOA.ST,ATLAS COPCO A,SE,EU_STOXX600,XSTO,ATCOa.ST,ATCO-A.ST,SEK,SEK,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,61906184.71768161,67652759.99554771,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED
WS:XSTO:BOL.ST,BOLIDEN,SE,EU_STOXX600,XSTO,BOL.ST,BOL.ST,SEK,SEK,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,46026449.09692234,47457479.25088835,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED
WS:XSTO:EPIRA.ST,EPIROC A,SE,EU_STOXX600,XSTO,EPIRa.ST,EPI-A.ST,SEK,SEK,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,26527214.359892387,29679359.500622623,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED
WS:XSTO:EQTAB.ST,EQT,SE,EU_STOXX600,XSTO,EQTAB.ST,EQT.ST,SEK,SEK,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,40963142.02885066,36985274.83176088,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED
WS:XSTO:ERICB.ST,ERICSSON LM B,SE,EU_STOXX600,XSTO,ERICb.ST,ERIC-B.ST,SEK,SEK,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,66670184.82764999,78780806.5084312,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED
WS:XSTO:ESSITYB.ST,Essity B,SE,EU_STOXX600,XSTO,ESSITYb.ST,ESSITY-B.ST,SEK,SEK,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,24440157.493402265,26521966.652512603,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED
WS:XSTO:EVOG.ST,EVOLUTION,SE,EU_STOXX600,XSTO,EVOG.ST,EVO.ST,SEK,SEK,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,45788607.243360125,45675233.15113819,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED
WS:XSTO:HEXAB.ST,HEXAGON B,SE,EU_STOXX600,XSTO,HEXAb.ST,HEXA-B.ST,SEK,SEK,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,29485530.806851692,28281967.002041254,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED
WS:XSTO:HMB.ST,HENNES & MAURITZ B,SE,EU_STOXX600,XSTO,HMb.ST,HM-B.ST,SEK,SEK,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,25818624.83789596,29358504.75982503,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED
WS:XSTO:INDUC.ST,INDUSTRIVARDEN C,SE,EU_STOXX600,XSTO,INDUc.ST,INDU-C.ST,SEK,SEK,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,17155134.718191598,16875796.196223184,20,60,OK,2026-08-21,PASS,STANDARD_15_TO_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED
WS:XSTO:INVEB.ST,INVESTOR B,SE,EU_STOXX600,XSTO,INVEb.ST,INVE-B.ST,SEK,SEK,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,82951880.69600654,83715600.85750723,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED
WS:XSTO:NIBEB.ST,NIBE INDUSTRIER B,SE,EU_STOXX600,XSTO,NIBEb.ST,NIBE-B.ST,SEK,SEK,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,15670397.28402828,19256915.05098637,20,60,OK,2026-08-21,PASS,STANDARD_15_TO_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED
WS:XSTO:SAABB.ST,SAAB B,SE,EU_STOXX600,XSTO,SAABb.ST,SAAB-B.ST,SEK,SEK,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,500,500,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,101103975.32315727,78122640.16148892,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,CURRENT_OFFICIAL_EVIDENCE_NOT_YET_SECURITY_TYPE_SPECIFIC,https://www.stoxx.com/rulebook,"Current official rulebook access is retained as evidence, but v0.6 does not infer ordinary-share status for every constituent from index membership alone.",NOT_VERIFIED
