Provisional_Liquidity_Rank,WS_ID,Name,Country,Primary_Universe_Index,Primary_MIC,Primary_Ticker,Yahoo_Symbol,Primary_Currency,Currency_Normalized,Quote_Scale_To_Major_Currency,Instrument_Type,Instrument_Gate,Instrument_Gate_Reason,Scalable_Tradeability_Status,Cache_Status,Cache_Reason,Unique_Bars,Valid_Bars,FreeFloatMarketCap_EUR,FreeFloatMarketCap_Status,Usable20,Usable60,MedianTurnover20_EUR,MedianTurnover60_EUR,FX_Coverage20,FX_Coverage60,Liquidity_Data_Status,Liquidity_Last_Session,Liquidity_Gate,Liquidity_Bucket,Scalable_Gate,Strict_Eligibility,Blocking_Reasons
271,WS:US:FDX,FedEx,,US_SP1500,,FDX,FDX,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,411771867.2493632,470844576.880905,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
272,WS:US:CME,CME Group,,US_SP1500,,CME,CME,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,411372675.7350106,646500028.551642,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
273,WS:US:CTSH,Cognizant,,US_SP1500,,CTSH,CTSH,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,411084093.2071061,393018434.9449681,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
274,WS:US:PLD,Prologis,,US_SP1500,,PLD,PLD,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,405859713.0780084,453875282.1803802,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
275,WS:US:OXY,Occidental Petroleum,,US_SP1500,,OXY,OXY,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,405043410.5150114,417137543.7283907,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
276,WS:US:EBAY,eBay Inc.,,US_SP1500,,EBAY,EBAY,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,403193980.40777826,366671521.9343204,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
277,WS:US:AEP,American Electric Power,,US_SP1500,,AEP,AEP,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,401911520.5925725,496726513.6180329,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
278,WS:XHKG:3690,MEITUAN - W,Hong Kong,HK_HSI,XHKG,3690,3690.HK,HKD,HKD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,491,491,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,400872865.29704154,460819639.6434586,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
279,WS:ISIN:TW0001303006,NAN YA PLASTICS CORPORATION,Taiwan,TW_TW50,XTAI,1303,1303.TW,TWD,TWD,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,486,486,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,59,400707526.8592776,349859556.0925745,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,
280,WS:US:DVN,Devon Energy,,US_SP1500,,DVN,DVN,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,397042720.1627939,450514371.24376494,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
281,WS:US:CCL,Carnival Corporation,,US_SP1500,,CCL,CCL,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,395777495.4692726,448075315.8491665,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
282,WS:US:NTAP,NetApp,,US_SP1500,,NTAP,NTAP,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,395726645.0851981,413034273.7119585,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
283,WS:XTSE:TD,Toronto-Dominion Bank (The),Canada,CA_TSX,XTSE,TD,TD.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,391788106.14384615,385142744.93388695,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
284,WS:US:WM,Waste Management,,US_SP1500,,WM,WM,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,391598360.0423716,388681445.3810535,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
285,WS:US:WMB,Williams Companies,,US_SP1500,,WMB,WMB,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,390750732.9462745,398767850.79461765,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
286,WS:US:ORLY,O'Reilly Automotive,,US_SP1500,,ORLY,ORLY,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,390355007.85711133,515182939.1085818,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
287,WS:US:FERG,Ferguson Enterprises,,US_SP1500,,FERG,FERG,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,390203837.9023427,275832871.2736732,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
288,WS:US:ADSK,Autodesk,,US_SP1500,,ADSK,ADSK,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,390151775.5510347,412046556.20610684,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
289,WS:US:EXPE,Expedia Group,,US_SP1500,,EXPE,EXPE,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,389297315.59625137,341958122.0657072,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
290,WS:XSHG:600900,China Yangtze Power Co Ltd,China,CN_CSI300,XSHG,600900,600900.SS,CNY,CNY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,485,485,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,388774491.6653111,427285754.7104356,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,
291,WS:US:DXCM,Dexcom,,US_SP1500,,DXCM,DXCM,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,385478181.5181544,324375737.1094932,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
292,WS:XSHG:601398,Industrial and Commercial Bank of China Ltd,China,CN_CSI300,XSHG,601398,601398.SS,CNY,CNY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,485,485,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,383101278.7039753,384967087.1587225,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,
293,WS:US:MDLZ,Mondelez International,,US_SP1500,,MDLZ,MDLZ,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,382258006.7245114,447886321.270588,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
294,WS:XSHE:002353,Yantai Jereh Oilfield Services Group Co Ltd,China,CN_CSI300,XSHE,002353,002353.SZ,CNY,CNY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,485,485,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,379981632.083164,378397671.6337425,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,
295,WS:XSHG:600036,China Merchants Bank Co Ltd,China,CN_CSI300,XSHG,600036,600036.SS,CNY,CNY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,485,485,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,379433736.64185464,448459730.11692417,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,
296,WS:XSHG:600030,CITIC Securities Co Ltd,China,CN_CSI300,XSHG,600030,600030.SS,CNY,CNY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,485,485,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,378913255.96288025,578705474.3328928,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,
297,WS:US:DAL,Delta Air Lines,,US_SP1500,,DAL,DAL,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,378481008.3532653,489734407.45855725,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
298,WS:US:ALL,Allstate,,US_SP1500,,ALL,ALL,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,378351358.764492,329089146.29443276,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
299,WS:US:CRH,CRH plc,,US_SP1500,,CRH,CRH,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,377295317.975453,368035931.62131053,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
300,WS:US:IBKR,Interactive Brokers,,US_SP1500,,IBKR,IBKR,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,376928597.92043805,357611821.08869123,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
301,WS:US:PCG,PG&E Corporation,,US_SP1500,,PCG,PCG,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,375894060.0582273,265253415.43608618,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
302,WS:US:DLR,Digital Realty,,US_SP1500,,DLR,DLR,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,375534445.7448909,411071870.1591791,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
303,WS:US:EMR,Emerson Electric,,US_SP1500,,EMR,EMR,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,374395398.1916571,338081106.56345844,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
304,WS:US:COR,Cencora,,US_SP1500,,COR,COR,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,371804177.4611734,350784628.89618504,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
305,WS:XLON:RR.L,ROLLS ROYCE HLDG,GB,EU_STOXX600,XLON,RR.L,RR.L,GBP,GBP,0.01,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,506,506,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,370720564.7449609,353757399.6158299,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
306,WS:US:ROKU,"Roku, Inc.",,US_SP1500,,ROKU,ROKU,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,369720678.6157973,354113437.70585537,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
307,WS:XTKS:7011,"MITSUBISHI HEAVY IND., LTD.",Japan,JP_N225,XTKS,7011,7011.T,JPY,JPY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,488,488,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,369468827.44164747,401482159.401839,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,
308,WS:US:KVUE,Kenvue,,US_SP1500,,KVUE,KVUE,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,368594087.632408,305311604.2538403,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
309,WS:US:GM,General Motors,,US_SP1500,,GM,GM,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,368209977.36738706,510967325.7759191,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
310,WS:US:CAH,Cardinal Health,,US_SP1500,,CAH,CAH,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,368156689.45669186,427828989.496868,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
311,WS:ISIN:TW0003231007,WISTRON CORPORATION,Taiwan,TW_TW50,XTAI,3231,3231.TW,TWD,TWD,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,486,486,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,59,367405367.7226905,202078430.7476869,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,
312,WS:US:LHX,L3Harris,,US_SP1500,,LHX,LHX,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,367254453.8126606,321204125.15650475,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
313,WS:US:MTZ,MasTec,,US_SP1500,,MTZ,MTZ,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,367220412.7047132,329639492.17935324,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
314,WS:XLON:HSBA.L,HSBC,GB,EU_STOXX600,XLON,HSBA.L,HSBA.L,GBP,GBP,0.01,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,506,506,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,366789318.6131959,357450333.2670658,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
315,WS:US:MET,MetLife,,US_SP1500,,MET,MET,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,366020077.0742781,282622532.4806698,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
316,WS:US:MARA,"MARA Holdings, Inc.",,US_SP1500,,MARA,MARA,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,365834835.84393644,463522936.3692113,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
317,WS:US:MSI,Motorola Solutions,,US_SP1500,,MSI,MSI,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,364104266.28532016,355927642.49793327,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
318,WS:XSHE:300418,"Beijing Kunlun Tech Co., Ltd.",China,CN_CSI300,XSHE,300418,300418.SZ,CNY,CNY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,485,485,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,363200957.6999036,352434223.62077665,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,
319,WS:US:HIMS,Hims & Hers Health,,US_SP1500,,HIMS,HIMS,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,363032091.53667045,406601446.25866276,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
320,WS:XSHE:002202,"GOLDWIND SCIENCE & TECHNOLOGY CO.,LTD.",China,CN_CSI300,XSHE,002202,002202.SZ,CNY,CNY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,485,485,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,360273643.9848045,360273643.9848045,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,
321,WS:US:TTMI,TTM Technologies,,US_SP1500,,TTMI,TTMI,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,359550337.40100133,334978001.9998027,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
322,WS:US:PCAR,Paccar,,US_SP1500,,PCAR,PCAR,USD,USD,1.0,UNVERIFIED_EQUITY_SECURITY,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,501,501,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,358430737.1863158,332318290.98244834,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED
323,WS:XSHE:300033,"Hithink Royalflush Information Network Co.,Ltd.",China,CN_CSI300,XSHE,300033,300033.SZ,CNY,CNY,1.0,COMMON_STOCK,PASS,EXPLICIT_ALLOWED_INSTRUMENT_TYPE,NOT_VERIFIED,READY,,485,485,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,358009810.58644134,472272906.77767867,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,PASS,
