Security_Key,Source_WS_ID,Evidence_Cohort,Primary_MIC,Primary_Ticker,Provider_Symbol,Provider_Mapping_Status,Evidence_Artifact
WSSEC:WS:XNYS:POR,WS:XNYS:POR,US2,XNYS,POR,POR,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:POST,WS:XNYS:POST,US2,XNYS,POST,POST,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:PPG,WS:XNYS:PPG,US1,XNYS,PPG,PPG,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:PPL,WS:XNYS:PPL,US1,XNYS,PPL,PPL,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:PR,WS:XNYS:PR,US2,XNYS,PR,PR,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:PRI,WS:XNYS:PRI,US2,XNYS,PRI,PRI,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:PSN,WS:XNYS:PSN,US2,XNYS,PSN,PSN,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:PSX,WS:XNYS:PSX,US1,XNYS,PSX,PSX,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:PVH,WS:XNYS:PVH,US2,XNYS,PVH,PVH,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:PWR,WS:XNYS:PWR,US1,XNYS,PWR,PWR,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:R,WS:XNYS:R,US2,XNYS,R,R,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:RBA,WS:XNYS:RBA,US2,XNYS,RBA,RBA,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:RBC,WS:XNYS:RBC,US2,XNYS,RBC,RBC,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:RF,WS:XNYS:RF,US1,XNYS,RF,RF,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:RGA,WS:XNYS:RGA,US2,XNYS,RGA,RGA,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:RH,WS:XNYS:RH,US2,XNYS,RH,RH,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:RJF,WS:XNYS:RJF,US1,XNYS,RJF,RJF,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:RL,WS:XNYS:RL,US1,XNYS,RL,RL,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:RLI,WS:XNYS:RLI,US2,XNYS,RLI,RLI,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:RMD,WS:XNYS:RMD,US1,XNYS,RMD,RMD,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:RNR,WS:XNYS:RNR,US2,XNYS,RNR,RNR,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:ROK,WS:XNYS:ROK,US1,XNYS,ROK,ROK,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:ROL,WS:XNYS:ROL,US1,XNYS,ROL,ROL,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:ROP,WS:XNYS:ROP,US1,XNYS,ROP,ROP,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:RPM,WS:XNYS:RPM,US2,XNYS,RPM,RPM,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:RRC,WS:XNYS:RRC,US2,XNYS,RRC,RRC,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:RRX,WS:XNYS:RRX,US2,XNYS,RRX,RRX,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:RS,WS:XNYS:RS,US2,XNYS,RS,RS,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:RSG,WS:XNYS:RSG,US1,XNYS,RSG,RSG,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:RTX,WS:XNYS:RTX,US1,XNYS,RTX,RTX,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:RYAN,WS:XNYS:RYAN,US2,XNYS,RYAN,RYAN,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:SAM,WS:XNYS:SAM,US2,XNYS,SAM,SAM,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:SARO,WS:XNYS:SARO,US2,XNYS,SARO,SARO,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:SCHW,WS:XNYS:SCHW,US1,XNYS,SCHW,SCHW,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:SCI,WS:XNYS:SCI,US2,XNYS,SCI,SCI,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:SF,WS:XNYS:SF,US2,XNYS,SF,SF,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:SGI,WS:XNYS:SGI,US2,XNYS,SGI,SGI,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:SHW,WS:XNYS:SHW,US1,XNYS,SHW,SHW,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:SJM,WS:XNYS:SJM,US1,XNYS,SJM,SJM,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:SLGN,WS:XNYS:SLGN,US2,XNYS,SLGN,SLGN,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:SMG,WS:XNYS:SMG,US2,XNYS,SMG,SMG,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:SN,WS:XNYS:SN,US2,XNYS,SN,SN,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:SNA,WS:XNYS:SNA,US1,XNYS,SNA,SNA,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:SNX,WS:XNYS:SNX,US2,XNYS,SNX,SNX,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:SO,WS:XNYS:SO,US1,XNYS,SO,SO,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:SOLV,WS:XNYS:SOLV,US1,XNYS,SOLV,SOLV,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:SON,WS:XNYS:SON,US2,XNYS,SON,SON,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:SPGI,WS:XNYS:SPGI,US1,XNYS,SPGI,SPGI,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:SPXC,WS:XNYS:SPXC,US2,XNYS,SPXC,SPXC,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:SR,WS:XNYS:SR,US2,XNYS,SR,SR,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:SSB,WS:XNYS:SSB,US2,XNYS,SSB,SSB,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:SSD,WS:XNYS:SSD,US2,XNYS,SSD,SSD,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:ST,WS:XNYS:ST,US2,XNYS,ST,ST,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:STT,WS:XNYS:STT,US1,XNYS,STT,STT,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:STZ,WS:XNYS:STZ,US1,XNYS,STZ,STZ,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:SWK,WS:XNYS:SWK,US1,XNYS,SWK,SWK,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:SWX,WS:XNYS:SWX,US2,XNYS,SWX,SWX,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:SYF,WS:XNYS:SYF,US1,XNYS,SYF,SYF,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:SYK,WS:XNYS:SYK,US1,XNYS,SYK,SYK,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:SYY,WS:XNYS:SYY,US1,XNYS,SYY,SYY,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:T,WS:XNYS:T,US1,XNYS,T,T,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:TAP,WS:XNYS:TAP,US1,XNYS,TAP,TAP,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:TDG,WS:XNYS:TDG,US1,XNYS,TDG,TDG,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:TDY,WS:XNYS:TDY,US1,XNYS,TDY,TDY,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:TEX,WS:XNYS:TEX,US2,XNYS,TEX,TEX,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:TFC,WS:XNYS:TFC,US1,XNYS,TFC,TFC,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:TGT,WS:XNYS:TGT,US1,XNYS,TGT,TGT,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:THC,WS:XNYS:THC,US2,XNYS,THC,THC,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:THG,WS:XNYS:THG,US2,XNYS,THG,THG,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:THO,WS:XNYS:THO,US2,XNYS,THO,THO,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:TJX,WS:XNYS:TJX,US1,XNYS,TJX,TJX,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:TKO,WS:XNYS:TKO,US1,XNYS,TKO,TKO,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:TKR,WS:XNYS:TKR,US2,XNYS,TKR,TKR,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:TMO,WS:XNYS:TMO,US1,XNYS,TMO,TMO,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:TNL,WS:XNYS:TNL,US2,XNYS,TNL,TNL,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:TOL,WS:XNYS:TOL,US2,XNYS,TOL,TOL,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:TOST,WS:XNYS:TOST,US2,XNYS,TOST,TOST,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:TPL,WS:XNYS:TPL,US1,XNYS,TPL,TPL,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:TPR,WS:XNYS:TPR,US1,XNYS,TPR,TPR,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:TREX,WS:XNYS:TREX,US2,XNYS,TREX,TREX,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:TRGP,WS:XNYS:TRGP,US1,XNYS,TRGP,TRGP,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:TRU,WS:XNYS:TRU,US2,XNYS,TRU,TRU,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:TRV,WS:XNYS:TRV,US1,XNYS,TRV,TRV,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:TSN,WS:XNYS:TSN,US1,XNYS,TSN,TSN,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:TTC,WS:XNYS:TTC,US2,XNYS,TTC,TTC,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:TWLO,WS:XNYS:TWLO,US2,XNYS,TWLO,TWLO,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:TXNM,WS:XNYS:TXNM,US2,XNYS,TXNM,TXNM,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:TXT,WS:XNYS:TXT,US1,XNYS,TXT,TXT,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:TYL,WS:XNYS:TYL,US1,XNYS,TYL,TYL,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:UBER,WS:XNYS:UBER,US1,XNYS,UBER,UBER,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:UGI,WS:XNYS:UGI,US2,XNYS,UGI,UGI,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:UHS,WS:XNYS:UHS,US1,XNYS,UHS,UHS,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:ULS,WS:XNYS:ULS,US2,XNYS,ULS,ULS,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:UNH,WS:XNYS:UNH,US1,XNYS,UNH,UNH,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:UNM,WS:XNYS:UNM,US2,XNYS,UNM,UNM,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:UNP,WS:XNYS:UNP,US1,XNYS,UNP,UNP,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:UPS,WS:XNYS:UPS,US1,XNYS,UPS,UPS,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:URI,WS:XNYS:URI,US1,XNYS,URI,URI,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:USB,WS:XNYS:USB,US1,XNYS,USB,USB,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:USFD,WS:XNYS:USFD,US2,XNYS,USFD,USFD,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:V,WS:XNYS:V,US1,XNYS,V,V,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:VAL,WS:XNYS:VAL,US2,XNYS,VAL,VAL,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:VEEV,WS:XNYS:VEEV,US1,XNYS,VEEV,VEEV,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:VFC,WS:XNYS:VFC,US2,XNYS,VFC,VFC,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:VLO,WS:XNYS:VLO,US1,XNYS,VLO,VLO,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:VLTO,WS:XNYS:VLTO,US1,XNYS,VLTO,VLTO,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:VMC,WS:XNYS:VMC,US1,XNYS,VMC,VMC,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:VMI,WS:XNYS:VMI,US2,XNYS,VMI,VMI,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:VNT,WS:XNYS:VNT,US2,XNYS,VNT,VNT,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:VOYA,WS:XNYS:VOYA,US2,XNYS,VOYA,VOYA,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:VRT,WS:XNYS:VRT,US1,XNYS,VRT,VRT,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:VST,WS:XNYS:VST,US1,XNYS,VST,VST,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:VVV,WS:XNYS:VVV,US2,XNYS,VVV,VVV,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:WAB,WS:XNYS:WAB,US1,XNYS,WAB,WAB,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:WAL,WS:XNYS:WAL,US2,XNYS,WAL,WAL,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:WAT,WS:XNYS:WAT,US1,XNYS,WAT,WAT,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:WCC,WS:XNYS:WCC,US2,XNYS,WCC,WCC,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:WEC,WS:XNYS:WEC,US1,XNYS,WEC,WEC,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:WEX,WS:XNYS:WEX,US2,XNYS,WEX,WEX,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:WFC,WS:XNYS:WFC,US1,XNYS,WFC,WFC,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:WH,WS:XNYS:WH,US2,XNYS,WH,WH,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:WHR,WS:XNYS:WHR,US2,XNYS,WHR,WHR,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:WLK,WS:XNYS:WLK,US2,XNYS,WLK,WLK,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:WM,WS:XNYS:WM,US1,XNYS,WM,WM,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:WMB,WS:XNYS:WMB,US1,XNYS,WMB,WMB,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:WMS,WS:XNYS:WMS,US2,XNYS,WMS,WMS,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:WRB,WS:XNYS:WRB,US1,XNYS,WRB,WRB,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:WSM,WS:XNYS:WSM,US1,XNYS,WSM,WSM,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:WSO,WS:XNYS:WSO,US2,XNYS,WSO,WSO,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:WST,WS:XNYS:WST,US1,XNYS,WST,WST,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:WTRG,WS:XNYS:WTRG,US2,XNYS,WTRG,WTRG,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:WTS,WS:XNYS:WTS,US2,XNYS,WTS,WTS,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:XPO,WS:XNYS:XPO,US2,XNYS,XPO,XPO,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:XYL,WS:XNYS:XYL,US1,XNYS,XYL,XYL,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:XYZ,WS:XNYS:XYZ,US1,XNYS,XYZ,XYZ,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:YETI,WS:XNYS:YETI,US2,XNYS,YETI,YETI,PROVIDER_MAPPING_READY,market-evidence-522-35905876433
WSSEC:WS:XNYS:YUM,WS:XNYS:YUM,US1,XNYS,YUM,YUM,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:ZBH,WS:XNYS:ZBH,US1,XNYS,ZBH,ZBH,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XNYS:ZTS,WS:XNYS:ZTS,US1,XNYS,ZTS,ZTS,PROVIDER_MAPPING_READY,universe/research_partial_1633.csv + output_us1/history_qa_us1.csv
WSSEC:WS:XSHE:000001,WS:XSHE:000001,BASE_1633,XSHE,000001,000001.SZ,PROVIDER_MAPPING_READY,output_current_master_research_partial_1633_data_refresh_v0_38/mapping_revalidation_1633_v0.38.csv
WSSEC:WS:XSHE:000002,WS:XSHE:000002,BASE_1633,XSHE,000002,000002.SZ,PROVIDER_MAPPING_READY,output_current_master_research_partial_1633_data_refresh_v0_38/mapping_revalidation_1633_v0.38.csv
WSSEC:WS:XSHE:000063,WS:XSHE:000063,BASE_1633,XSHE,000063,000063.SZ,PROVIDER_MAPPING_READY,output_current_master_research_partial_1633_data_refresh_v0_38/mapping_revalidation_1633_v0.38.csv
WSSEC:WS:XSHE:000100,WS:XSHE:000100,BASE_1633,XSHE,000100,000100.SZ,PROVIDER_MAPPING_READY,output_current_master_research_partial_1633_data_refresh_v0_38/mapping_revalidation_1633_v0.38.csv
WSSEC:WS:XSHE:000157,WS:XSHE:000157,BASE_1633,XSHE,000157,000157.SZ,PROVIDER_MAPPING_READY,output_current_master_research_partial_1633_data_refresh_v0_38/mapping_revalidation_1633_v0.38.csv
WSSEC:WS:XSHE:000166,WS:XSHE:000166,BASE_1633,XSHE,000166,000166.SZ,PROVIDER_MAPPING_READY,output_current_master_research_partial_1633_data_refresh_v0_38/mapping_revalidation_1633_v0.38.csv
WSSEC:WS:XSHE:000301,WS:XSHE:000301,BASE_1633,XSHE,000301,000301.SZ,PROVIDER_MAPPING_READY,output_current_master_research_partial_1633_data_refresh_v0_38/mapping_revalidation_1633_v0.38.csv
WSSEC:WS:XSHE:000333,WS:XSHE:000333,BASE_1633,XSHE,000333,000333.SZ,PROVIDER_MAPPING_READY,output_current_master_research_partial_1633_data_refresh_v0_38/mapping_revalidation_1633_v0.38.csv
WSSEC:WS:XSHE:000338,WS:XSHE:000338,BASE_1633,XSHE,000338,000338.SZ,PROVIDER_MAPPING_READY,output_current_master_research_partial_1633_data_refresh_v0_38/mapping_revalidation_1633_v0.38.csv
WSSEC:WS:XSHE:000408,WS:XSHE:000408,BASE_1633,XSHE,000408,000408.SZ,PROVIDER_MAPPING_READY,output_current_master_research_partial_1633_data_refresh_v0_38/mapping_revalidation_1633_v0.38.csv
WSSEC:WS:XSHE:000425,WS:XSHE:000425,BASE_1633,XSHE,000425,000425.SZ,PROVIDER_MAPPING_READY,output_current_master_research_partial_1633_data_refresh_v0_38/mapping_revalidation_1633_v0.38.csv
WSSEC:WS:XSHE:000538,WS:XSHE:000538,BASE_1633,XSHE,000538,000538.SZ,PROVIDER_MAPPING_READY,output_current_master_research_partial_1633_data_refresh_v0_38/mapping_revalidation_1633_v0.38.csv
WSSEC:WS:XSHE:000568,WS:XSHE:000568,BASE_1633,XSHE,000568,000568.SZ,PROVIDER_MAPPING_READY,output_current_master_research_partial_1633_data_refresh_v0_38/mapping_revalidation_1633_v0.38.csv
WSSEC:WS:XSHE:000596,WS:XSHE:000596,BASE_1633,XSHE,000596,000596.SZ,PROVIDER_MAPPING_READY,output_current_master_research_partial_1633_data_refresh_v0_38/mapping_revalidation_1633_v0.38.csv
WSSEC:WS:XSHE:000617,WS:XSHE:000617,BASE_1633,XSHE,000617,000617.SZ,PROVIDER_MAPPING_READY,output_current_master_research_partial_1633_data_refresh_v0_38/mapping_revalidation_1633_v0.38.csv
WSSEC:WS:XSHE:000625,WS:XSHE:000625,BASE_1633,XSHE,000625,000625.SZ,PROVIDER_MAPPING_READY,output_current_master_research_partial_1633_data_refresh_v0_38/mapping_revalidation_1633_v0.38.csv
WSSEC:WS:XSHE:000630,WS:XSHE:000630,BASE_1633,XSHE,000630,000630.SZ,PROVIDER_MAPPING_READY,output_current_master_research_partial_1633_data_refresh_v0_38/mapping_revalidation_1633_v0.38.csv
WSSEC:WS:XSHE:000651,WS:XSHE:000651,BASE_1633,XSHE,000651,000651.SZ,PROVIDER_MAPPING_READY,output_current_master_research_partial_1633_data_refresh_v0_38/mapping_revalidation_1633_v0.38.csv
WSSEC:WS:XSHE:000657,WS:XSHE:000657,BASE_1633,XSHE,000657,000657.SZ,PROVIDER_MAPPING_READY,output_current_master_research_partial_1633_data_refresh_v0_38/mapping_revalidation_1633_v0.38.csv
WSSEC:WS:XSHE:000708,WS:XSHE:000708,BASE_1633,XSHE,000708,000708.SZ,PROVIDER_MAPPING_READY,output_current_master_research_partial_1633_data_refresh_v0_38/mapping_revalidation_1633_v0.38.csv
WSSEC:WS:XSHE:000725,WS:XSHE:000725,BASE_1633,XSHE,000725,000725.SZ,PROVIDER_MAPPING_READY,output_current_master_research_partial_1633_data_refresh_v0_38/mapping_revalidation_1633_v0.38.csv
