Projection_Order,Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,MedianTurnover20_EUR,Eligibility_DryRun,Prospective_Frozen_Status,Cap_Action,Freeze_Authorized,Universe_Write,Productive
1098,WSSEC:WS:XSHG:600588,WS:XSHG:600588,XSHG,600588,113388395.10172144,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1099,WSSEC:WS:XSHG:600600,WS:XSHG:600600,XSHG,600600,31706517.16157052,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1100,WSSEC:WS:XSHG:600660,WS:XSHG:600660,XSHG,600660,66999143.26550345,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1101,WSSEC:WS:XSHG:600674,WS:XSHG:600674,XSHG,600674,51827423.06568381,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1102,WSSEC:WS:XSHG:600690,WS:XSHG:600690,XSHG,600690,98205436.02511148,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1103,WSSEC:WS:XSHG:600741,WS:XSHG:600741,XSHG,600741,26374898.631224375,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1104,WSSEC:WS:XSHG:600760,WS:XSHG:600760,XSHG,600760,79609475.92137137,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1105,WSSEC:WS:XSHG:600795,WS:XSHG:600795,XSHG,600795,68327921.02556373,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1106,WSSEC:WS:XSHG:600809,WS:XSHG:600809,XSHG,600809,110207742.5120875,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1107,WSSEC:WS:XSHG:600845,WS:XSHG:600845,XSHG,600845,39438891.08100447,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1108,WSSEC:WS:XSHG:600875,WS:XSHG:600875,XSHG,600875,152570945.7234747,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1109,WSSEC:WS:XSHG:600886,WS:XSHG:600886,XSHG,600886,46961307.92791156,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1110,WSSEC:WS:XSHG:600887,WS:XSHG:600887,XSHG,600887,180270804.61997354,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1111,WSSEC:WS:XSHG:600893,WS:XSHG:600893,XSHG,600893,135652414.825481,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1112,WSSEC:WS:XSHG:600900,WS:XSHG:600900,XSHG,600900,329798036.0273843,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1113,WSSEC:WS:XSHG:600905,WS:XSHG:600905,XSHG,600905,33884855.884709924,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1114,WSSEC:WS:XSHG:600918,WS:XSHG:600918,XSHG,600918,24592085.50135787,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1115,WSSEC:WS:XSHG:600919,WS:XSHG:600919,XSHG,600919,140122515.0173863,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1116,WSSEC:WS:XSHG:600926,WS:XSHG:600926,XSHG,600926,73575366.87907922,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1117,WSSEC:WS:XSHG:600930,WS:XSHG:600930,XSHG,600930,66519456.05080566,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1118,WSSEC:WS:XSHG:600938,WS:XSHG:600938,XSHG,600938,185570017.22010666,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1119,WSSEC:WS:XSHG:600941,WS:XSHG:600941,XSHG,600941,121660999.15767218,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1120,WSSEC:WS:XSHG:600958,WS:XSHG:600958,XSHG,600958,51048912.72227353,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1121,WSSEC:WS:XSHG:600989,WS:XSHG:600989,XSHG,600989,218887764.8651513,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1122,WSSEC:WS:XSHG:600999,WS:XSHG:600999,XSHG,600999,119060712.5050779,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1123,WSSEC:WS:XSHG:601006,WS:XSHG:601006,XSHG,601006,65092007.09121655,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1124,WSSEC:WS:XSHG:601009,WS:XSHG:601009,XSHG,601009,77813105.37904957,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1125,WSSEC:WS:XSHG:601012,WS:XSHG:601012,XSHG,601012,129775961.73870689,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1126,WSSEC:WS:XSHG:601018,WS:XSHG:601018,XSHG,601018,24707535.21614386,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1127,WSSEC:WS:XSHG:601021,WS:XSHG:601021,XSHG,601021,24023119.63274985,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1128,WSSEC:WS:XSHG:601058,WS:XSHG:601058,XSHG,601058,45731315.72771451,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1129,WSSEC:WS:XSHG:601066,WS:XSHG:601066,XSHG,601066,72378923.91443154,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1130,WSSEC:WS:XSHG:601077,WS:XSHG:601077,XSHG,601077,50023441.146079734,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1131,WSSEC:WS:XSHG:601088,WS:XSHG:601088,XSHG,601088,151438685.3933193,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1132,WSSEC:WS:XSHG:601100,WS:XSHG:601100,XSHG,601100,84302815.72493702,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1133,WSSEC:WS:XSHG:601111,WS:XSHG:601111,XSHG,601111,42906442.27915546,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1134,WSSEC:WS:XSHG:601117,WS:XSHG:601117,XSHG,601117,52808875.259448975,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1135,WSSEC:WS:XSHG:601127,WS:XSHG:601127,XSHG,601127,142021589.57104778,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1136,WSSEC:WS:XSHG:601136,WS:XSHG:601136,XSHG,601136,16098956.51710618,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1137,WSSEC:WS:XSHG:601138,WS:XSHG:601138,XSHG,601138,1133226879.6229076,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1138,WSSEC:WS:XSHG:601166,WS:XSHG:601166,XSHG,601166,219813327.04170614,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1139,WSSEC:WS:XSHG:601169,WS:XSHG:601169,XSHG,601169,69192803.99379733,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1140,WSSEC:WS:XSHG:601186,WS:XSHG:601186,XSHG,601186,23565978.430929877,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1141,WSSEC:WS:XSHG:601211,WS:XSHG:601211,XSHG,601211,166017174.6529947,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1142,WSSEC:WS:XSHG:601225,WS:XSHG:601225,XSHG,601225,130663156.7159304,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1143,WSSEC:WS:XSHG:601229,WS:XSHG:601229,XSHG,601229,78311142.77309093,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1144,WSSEC:WS:XSHG:601238,WS:XSHG:601238,XSHG,601238,18565562.501578365,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1145,WSSEC:WS:XSHG:601288,WS:XSHG:601288,XSHG,601288,334140509.49323344,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1146,WSSEC:WS:XSHG:601318,WS:XSHG:601318,XSHG,601318,431991305.81626964,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1147,WSSEC:WS:XSHG:601319,WS:XSHG:601319,XSHG,601319,54125387.62973711,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1148,WSSEC:WS:XSHG:601328,WS:XSHG:601328,XSHG,601328,122947112.87497851,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1149,WSSEC:WS:XSHG:601336,WS:XSHG:601336,XSHG,601336,125584490.13627306,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1150,WSSEC:WS:XSHG:601360,WS:XSHG:601360,XSHG,601360,111225646.17384689,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1151,WSSEC:WS:XSHG:601377,WS:XSHG:601377,XSHG,601377,39939327.19324978,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1152,WSSEC:WS:XSHG:601390,WS:XSHG:601390,XSHG,601390,48623673.92022073,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1153,WSSEC:WS:XSHG:601398,WS:XSHG:601398,XSHG,601398,356548648.7046775,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1154,WSSEC:WS:XSHG:601456,WS:XSHG:601456,XSHG,601456,17965074.457385037,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1155,WSSEC:WS:XSHG:601600,WS:XSHG:601600,XSHG,601600,222782890.4562357,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1156,WSSEC:WS:XSHG:601601,WS:XSHG:601601,XSHG,601601,157578813.2810253,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1157,WSSEC:WS:XSHG:601607,WS:XSHG:601607,XSHG,601607,24849566.808664806,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1158,WSSEC:WS:XSHG:601618,WS:XSHG:601618,XSHG,601618,24044115.353154913,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1159,WSSEC:WS:XSHG:601628,WS:XSHG:601628,XSHG,601628,146804452.81363904,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1160,WSSEC:WS:XSHG:601633,WS:XSHG:601633,XSHG,601633,22301757.970435634,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1161,WSSEC:WS:XSHG:601658,WS:XSHG:601658,XSHG,601658,82808870.0920992,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1162,WSSEC:WS:XSHG:601668,WS:XSHG:601668,XSHG,601668,110670754.30357912,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1163,WSSEC:WS:XSHG:601669,WS:XSHG:601669,XSHG,601669,44693038.900893,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1164,WSSEC:WS:XSHG:601688,WS:XSHG:601688,XSHG,601688,144745540.58613148,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1165,WSSEC:WS:XSHG:601689,WS:XSHG:601689,XSHG,601689,126121044.53557281,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1166,WSSEC:WS:XSHG:601698,WS:XSHG:601698,XSHG,601698,71603486.30123033,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1167,WSSEC:WS:XSHG:601727,WS:XSHG:601727,XSHG,601727,40578077.19279954,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1168,WSSEC:WS:XSHG:601728,WS:XSHG:601728,XSHG,601728,98851369.43259817,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1169,WSSEC:WS:XSHG:601766,WS:XSHG:601766,XSHG,601766,107054188.7821994,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1170,WSSEC:WS:XSHG:601788,WS:XSHG:601788,XSHG,601788,35342592.44447266,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1171,WSSEC:WS:XSHG:601800,WS:XSHG:601800,XSHG,601800,20279306.666358937,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1172,WSSEC:WS:XSHG:601816,WS:XSHG:601816,XSHG,601816,80322886.42160913,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1173,WSSEC:WS:XSHG:601818,WS:XSHG:601818,XSHG,601818,65281921.50675767,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1174,WSSEC:WS:XSHG:601825,WS:XSHG:601825,XSHG,601825,28461277.74994643,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1175,WSSEC:WS:XSHG:601838,WS:XSHG:601838,XSHG,601838,41858160.34363705,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1176,WSSEC:WS:XSHG:601857,WS:XSHG:601857,XSHG,601857,167120427.28988668,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1177,WSSEC:WS:XSHG:601868,WS:XSHG:601868,XSHG,601868,68968601.0901093,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1178,WSSEC:WS:XSHG:601872,WS:XSHG:601872,XSHG,601872,227654867.3428313,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1179,WSSEC:WS:XSHG:601877,WS:XSHG:601877,XSHG,601877,59727352.79109564,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1180,WSSEC:WS:XSHG:601878,WS:XSHG:601878,XSHG,601878,24906154.684582643,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1181,WSSEC:WS:XSHG:601881,WS:XSHG:601881,XSHG,601881,37335786.385821715,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1182,WSSEC:WS:XSHG:601888,WS:XSHG:601888,XSHG,601888,156429189.66097414,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1183,WSSEC:WS:XSHG:601898,WS:XSHG:601898,XSHG,601898,77071829.8799448,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1184,WSSEC:WS:XSHG:601899,WS:XSHG:601899,XSHG,601899,1242806022.2323806,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1185,WSSEC:WS:XSHG:601901,WS:XSHG:601901,XSHG,601901,36126522.52630407,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1186,WSSEC:WS:XSHG:601916,WS:XSHG:601916,XSHG,601916,44453715.49161904,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1187,WSSEC:WS:XSHG:601919,WS:XSHG:601919,XSHG,601919,199557500.98907328,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1188,WSSEC:WS:XSHG:601939,WS:XSHG:601939,XSHG,601939,173733224.71950096,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1189,WSSEC:WS:XSHG:601985,WS:XSHG:601985,XSHG,601985,85336307.47268046,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1190,WSSEC:WS:XSHG:601988,WS:XSHG:601988,XSHG,601988,198895415.14852118,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1191,WSSEC:WS:XSHG:601995,WS:XSHG:601995,XSHG,601995,84960075.4727062,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1192,WSSEC:WS:XSHG:601998,WS:XSHG:601998,XSHG,601998,58012418.21152471,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1193,WSSEC:WS:XSHG:603019,WS:XSHG:603019,XSHG,603019,477790190.3621055,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1194,WSSEC:WS:XSHG:603259,WS:XSHG:603259,XSHG,603259,1359814470.550754,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1195,WSSEC:WS:XSHG:603260,WS:XSHG:603260,XSHG,603260,42740910.974389076,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1196,WSSEC:WS:XSHG:603288,WS:XSHG:603288,XSHG,603288,72130710.1449134,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1197,WSSEC:WS:XSHG:603296,WS:XSHG:603296,XSHG,603296,245156511.31773305,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1198,WSSEC:WS:XSHG:603369,WS:XSHG:603369,XSHG,603369,49599925.90782043,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1199,WSSEC:WS:XSHG:603392,WS:XSHG:603392,XSHG,603392,28789027.883931056,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1200,WSSEC:WS:XSHG:603501,WS:XSHG:603501,XSHG,603501,204503599.31140637,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1201,WSSEC:WS:XSHG:603799,WS:XSHG:603799,XSHG,603799,323349668.8629496,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1202,WSSEC:WS:XSHG:603893,WS:XSHG:603893,XSHG,603893,330274218.92440987,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1203,WSSEC:WS:XSHG:603986,WS:XSHG:603986,XSHG,603986,2484737571.1551933,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1204,WSSEC:WS:XSHG:603993,WS:XSHG:603993,XSHG,603993,580832790.515638,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1205,WSSEC:WS:XSHG:605117,WS:XSHG:605117,XSHG,605117,170267256.6280049,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1206,WSSEC:WS:XSHG:605499,WS:XSHG:605499,XSHG,605499,110806079.7842125,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1207,WSSEC:WS:XSHG:688008,WS:XSHG:688008,XSHG,688008,1200855583.3172288,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1208,WSSEC:WS:XSHG:688012,WS:XSHG:688012,XSHG,688012,1080831890.9066296,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1209,WSSEC:WS:XSHG:688036,WS:XSHG:688036,XSHG,688036,109780382.9698098,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1210,WSSEC:WS:XSHG:688041,WS:XSHG:688041,XSHG,688041,701936623.481843,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1211,WSSEC:WS:XSHG:688047,WS:XSHG:688047,XSHG,688047,54710494.25682704,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1212,WSSEC:WS:XSHG:688072,WS:XSHG:688072,XSHG,688072,563367249.050509,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1213,WSSEC:WS:XSHG:688082,WS:XSHG:688082,XSHG,688082,263177744.57098246,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1214,WSSEC:WS:XSHG:688111,WS:XSHG:688111,XSHG,688111,329247655.540604,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1215,WSSEC:WS:XSHG:688126,WS:XSHG:688126,XSHG,688126,263829492.15063268,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1216,WSSEC:WS:XSHG:688183,WS:XSHG:688183,XSHG,688183,226498621.25160754,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
1217,WSSEC:WS:XSHG:688223,WS:XSHG:688223,XSHG,688223,46116043.8467533,PASS_STRICT_CANDIDATE,PROSPECTIVE_FROZEN_MEMBER,NO_CAP_REQUIRED_LT_3000,NO,NO,NO
