WS_ID,Name,Primary_Ticker,Old_Yahoo_Symbol,New_Yahoo_Symbol,Old_Mapping_Status,New_Mapping_Status
WS:XSTO:ESSITYB.ST,Essity B,ESSITYb.ST,,ESSITY-B.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:EVOG.ST,EVOLUTION,EVOG.ST,,EVO.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:GETIB.ST,GETINGE B,GETIb.ST,,GETI-B.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:HEXAB.ST,HEXAGON B,HEXAb.ST,,HEXA-B.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:HMB.ST,HENNES & MAURITZ B,HMb.ST,,HM-B.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:HOLMB.ST,HOLMEN B,HOLMb.ST,,HOLM-B.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:INDUC.ST,INDUSTRIVARDEN C,INDUc.ST,,INDU-C.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:INVEB.ST,INVESTOR B,INVEb.ST,,INVE-B.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:LAGRB.ST,LAGERCRANTZ GROUP 'B',LAGRb.ST,,LAGR-B.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:LATOB.ST,LATOUR INVESTMENT B,LATOb.ST,,LATO-B.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:LIFCOB.ST,LIFCO B,LIFCOb.ST,,LIFCO-B.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:LUNDB.ST,LUNDBERGFORETAGEN B,LUNDb.ST,,LUND-B.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:NIBEB.ST,NIBE INDUSTRIER B,NIBEb.ST,,NIBE-B.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:OCTVSDB.ST,OCTAVE INTELLIGENCE SDR,OCTVsdb.ST,,OCTV-SDB.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:SAABB.ST,SAAB B,SAABb.ST,,SAAB-B.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:SAGAB.ST,SAGAX 'B',SAGAb.ST,,SAGA-B.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:SCAB.ST,SVENSKA CELLULOSA AKTIE. SCA B,SCAb.ST,,SCA-B.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:SEBA.ST,SKANDINAVISKA ENSKILDA BK A,SEBa.ST,,SEB-A.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:SECTB.ST,SECTRA 'B',SECTb.ST,,SECT-B.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:SECUB.ST,SECURITAS B,SECUb.ST,,SECU-B.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:SHBA.ST,SVENSKA HANDELSBANKEN A,SHBa.ST,,SHB-A.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:SKAB.ST,SKANSKA B,SKAb.ST,,SKA-B.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:SKFB.ST,SKF B,SKFb.ST,,SKF-B.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:SOBIV.ST,SWEDISH ORPHAN BIOVITRUM,SOBIV.ST,,SOBI.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:SSABB.ST,SSAB B,SSABb.ST,,SSAB-B.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:SWECB.ST,SWECO 'B',SWECb.ST,,SWEC-B.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:SWEDA.ST,SWEDBANK,SWEDa.ST,,SWED-A.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:TEL2B.ST,TELE2 B,TEL2b.ST,,TEL2-B.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:TRELB.ST,TRELLEBORG B,TRELb.ST,,TREL-B.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSTO:VOLVB.ST,VOLVO B,VOLVb.ST,,VOLV-B.ST,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSWX:ALCC.S,ALCON,ALCC.S,,ALC.SW,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSWX:BKWB.S,BKW,BKWB.S,,BKW.SW,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSWX:COTNE.S,COMET HOLDINGS 'R',COTNE.S,,COTN.SW,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSWX:HBANC.S,HELVETIA BALOISE HLDG,HBANC.S,,HBAN.SW,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSWX:ROPC.S,ROCHE PS,ROPC.S,,ROP.SW,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSWX:SIGNC.S,SIG GROUP AG,SIGNC.S,,SIGN.SW,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XSWX:SRENH.S,SWISS REINSURANCE COMPANY,SRENH.S,,SREN.SW,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XWAR:ACPP.WA,ASSECO POLAND,ACPP.WA,,ACP.WA,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XWAR:ALEP.WA,ALLEGRO.EU,ALEP.WA,,ALE.WA,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XWAR:LPPP.WA,LPP,LPPP.WA,,LPP.WA,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XWAR:MILP.WA,BANK MILLENNIUM,MILP.WA,,MIL.WA,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XWBO:ATSV.VI,AT&S AUSTRIA TECH.&SYSTEMTECH,ATSV.VI,,ATS.VI,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XWBO:BAWG.VI,BAWAG GROUP AG,BAWG.VI,,BG.VI,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XWBO:ERST.VI,ERSTE GROUP BANK,ERST.VI,,EBS.VI,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XWBO:OMVV.VI,OMV,OMVV.VI,,OMV.VI,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XWBO:RBIV.VI,RAIFFEISEN BANK INTERNATIONAL,RBIV.VI,,RBI.VI,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XWBO:VERB.VI,VERBUND,VERB.VI,,VER.VI,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XWBO:VOES.VI,VOESTALPINE,VOES.VI,,VOE.VI,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
WS:XWBO:WBSV.VI,WIENERBERGER,WBSV.VI,,WIE.VI,UNMAPPED,EVIDENCE_CANDIDATE_APPLIED
