WS_ID,Gap_Family,Segment_ID,Primary_MIC,Primary_Ticker,Primary_Currency,Source_State,Source_Reason,Prior_Yahoo_Symbol,Candidate_Yahoo_Symbol,Static_Symbol_Relation,Diagnostic_Classification,Disposition,Recommended_Action,Auto_Fix_Safe,Candidate_Override,Terminal_Blocked,Network_Required_For_Next_Step
WS:XSTO:SKAB.ST,MAPPING,EU_STOXX600,XSTO,SKAb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SKAb.ST,SKAB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:SKFB.ST,MAPPING,EU_STOXX600,XSTO,SKFb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SKFb.ST,SKFB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:SOBIV.ST,MAPPING,EU_STOXX600,XSTO,SOBIV.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SOBIV.ST,SOBIV.ST,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XSTO:SSABB.ST,MAPPING,EU_STOXX600,XSTO,SSABb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SSABb.ST,SSABB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:SWECB.ST,MAPPING,EU_STOXX600,XSTO,SWECb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SWECb.ST,SWECB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:SWEDA.ST,MAPPING,EU_STOXX600,XSTO,SWEDa.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SWEDa.ST,SWEDA.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:TEL2B.ST,MAPPING,EU_STOXX600,XSTO,TEL2b.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,TEL2b.ST,TEL2B.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:TRELB.ST,MAPPING,EU_STOXX600,XSTO,TRELb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,TRELb.ST,TRELB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSTO:VOLVB.ST,MAPPING,EU_STOXX600,XSTO,VOLVb.ST,SEK,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,VOLVb.ST,VOLVB.ST,CASE_ONLY,CASE_NORMALIZATION_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_CASE_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSWX:ALCC.S,MAPPING,EU_STOXX600,XSWX,ALCC.S,CHF,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,ALCC.S,ALCC.SW,SUFFIX_CHANGED,SUFFIX_MAPPING_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_SUFFIX_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSWX:BKWB.S,MAPPING,EU_STOXX600,XSWX,BKWB.S,CHF,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,BKWB.S,BKWB.SW,SUFFIX_CHANGED,SUFFIX_MAPPING_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_SUFFIX_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSWX:COTNE.S,MAPPING,EU_STOXX600,XSWX,COTNE.S,CHF,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,COTNE.S,COTNE.SW,SUFFIX_CHANGED,SUFFIX_MAPPING_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_SUFFIX_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSWX:HBANC.S,MAPPING,EU_STOXX600,XSWX,HBANC.S,CHF,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,HBANC.S,HBANC.SW,SUFFIX_CHANGED,SUFFIX_MAPPING_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_SUFFIX_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSWX:ROPC.S,MAPPING,EU_STOXX600,XSWX,ROPC.S,CHF,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,ROPC.S,ROPC.SW,SUFFIX_CHANGED,SUFFIX_MAPPING_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_SUFFIX_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSWX:SIGNC.S,MAPPING,EU_STOXX600,XSWX,SIGNC.S,CHF,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SIGNC.S,SIGNC.SW,SUFFIX_CHANGED,SUFFIX_MAPPING_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_SUFFIX_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XSWX:SRENH.S,MAPPING,EU_STOXX600,XSWX,SRENH.S,CHF,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,SRENH.S,SRENH.SW,SUFFIX_CHANGED,SUFFIX_MAPPING_SUSPECT,MANUAL_REVIEW,VERIFY_PRIMARY_LISTING_AND_PROVIDER_SUFFIX_BEFORE_EXPLICIT_OVERRIDE,False,,False,True
WS:XWAR:ACPP.WA,MAPPING,EU_STOXX600,XWAR,ACPP.WA,PLN,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,ACPP.WA,ACPP.WA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XWAR:ALEP.WA,MAPPING,EU_STOXX600,XWAR,ALEP.WA,PLN,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,ALEP.WA,ALEP.WA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XWAR:LPPP.WA,MAPPING,EU_STOXX600,XWAR,LPPP.WA,PLN,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,LPPP.WA,LPPP.WA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XWAR:MILP.WA,MAPPING,EU_STOXX600,XWAR,MILP.WA,PLN,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,MILP.WA,MILP.WA,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XWBO:ATSV.VI,MAPPING,EU_STOXX600,XWBO,ATSV.VI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,ATSV.VI,ATSV.VI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XWBO:BAWG.VI,MAPPING,EU_STOXX600,XWBO,BAWG.VI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,BAWG.VI,BAWG.VI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XWBO:ERST.VI,MAPPING,EU_STOXX600,XWBO,ERST.VI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,ERST.VI,ERST.VI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XWBO:OMVV.VI,MAPPING,EU_STOXX600,XWBO,OMVV.VI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,OMVV.VI,OMVV.VI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XWBO:RBIV.VI,MAPPING,EU_STOXX600,XWBO,RBIV.VI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,RBIV.VI,RBIV.VI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XWBO:VERB.VI,MAPPING,EU_STOXX600,XWBO,VERB.VI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,VERB.VI,VERB.VI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XWBO:VOES.VI,MAPPING,EU_STOXX600,XWBO,VOES.VI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,VOES.VI,VOES.VI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
WS:XWBO:WBSV.VI,MAPPING,EU_STOXX600,XWBO,WBSV.VI,EUR,MAPPING_DOWNLOAD_NO_DATA,NO_DATA_IN_BATCH,WBSV.VI,WBSV.VI,EXACT,EXACT_PROVIDER_SYMBOL_NO_DATA,RETRY_DATA,CONTROLLED_RETRY_SAME_PROVIDER_SYMBOL_ONLY,False,,False,True
