WS_ID,Name,Country,Primary_Universe_Index,Primary_MIC,Primary_Ticker,Yahoo_Symbol,Cache_Status,Cache_Reason,Liquidity_Data_Status,Liquidity_Gate,Liquidity_Bucket,MedianTurnover20_EUR,MedianTurnover60_EUR,Scalable_Tradeability_Status,Scalable_Gate,Instrument_Decision_v0_14,Instrument_Type_Resolved_v0_14,Instrument_Resolution_Method_v0_14,Instrument_Resolution_Reason_v0_14,Strict_Eligibility_v0_14,Primary_Root_Cause_v0_23,Primary_Root_Cause_Detail_v0_23,Remediation_Class_v0_23,All_Blockers_v0_23
WS:XHEL:KCRA.HE,KONECRANES,FI,EU_STOXX600,XHEL,KCRA.HE,KCR.HE,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,7891512.684329987,6928091.153986931,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XHEL:KESKOB.HE,KESKO,FI,EU_STOXX600,XHEL,KESKOB.HE,KESKOB.HE,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,7886615.178151131,8521777.8309412,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XHEL:MANTA.HE,Mandatum,FI,EU_STOXX600,XHEL,MANTA.HE,MANTA.HE,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,6257884.44401741,4710075.254299402,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XHEL:METSO.HE,METSO,FI,EU_STOXX600,XHEL,METSO.HE,METSO.HE,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,14648086.319714546,14885182.852481842,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XHEL:ORNBV.HE,ORION B,FI,EU_STOXX600,XHEL,ORNBV.HE,ORNBV.HE,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,11354606.148246765,9728999.112457275,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XHEL:STERV.HE,STORA ENSO R,FI,EU_STOXX600,XHEL,STERV.HE,STERV.HE,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,13375164.058256626,12348269.62948513,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XHEL:VALMT.HE,Valmet,FI,EU_STOXX600,XHEL,VALMT.HE,VALMT.HE,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,9175069.746997833,8301521.915885925,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLIS:EDPR.LS,EDP RENEWABLES,PT,EU_STOXX600,XLIS,EDPR.LS,EDPR.LS,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,9511257.732814789,10347495.971143723,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:AAF.L,AIRTEL AFRICA PLC,GB,EU_STOXX600,XLON,AAF.L,AAF.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,11418098.884257514,13216115.346034773,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:ABDN.L,ABERDEEN GROUP,GB,EU_STOXX600,XLON,ABDN.L,ABDN.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,11035820.95605465,11176089.223449625,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:BALF.L,BALFOUR BEATTY,GB,EU_STOXX600,XLON,BALF.L,BBY.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,10612161.062358325,10136223.925867014,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:BBOXT.L,TRITAX BIG BOX REIT,GB,EU_STOXX600,XLON,BBOXT.L,BBOX.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,13431169.264063912,13347268.181064807,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:BGEO.L,LION FINANCE GROUP,GB,EU_STOXX600,XLON,BGEO.L,BGEO.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,10189874.124776263,8480177.447231304,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:BKGH.L,BERKELEY GRP HLDG,GB,EU_STOXX600,XLON,BKGH.L,BKG.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,6939819.1292206235,8874880.629967995,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:BLND.L,BRITISH LAND COMPANY,GB,EU_STOXX600,XLON,BLND.L,BLND.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,12656347.345230695,13486740.886302345,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:BWY.L,BELLWAY,GB,EU_STOXX600,XLON,BWY.L,BWY.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,8639768.460182205,10608340.868245376,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:CCC.L,COMPUTACENTER,GB,EU_STOXX600,XLON,CCC.L,CCC.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,12834405.69849721,12068358.045423534,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:CRDA.L,CRODA INTERNATIONAL,GB,EU_STOXX600,XLON,CRDA.L,CRDA.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,14743517.967542753,11161473.472581446,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:CWK.L,CRANSWICK,GB,EU_STOXX600,XLON,CWK.L,CWK.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,6721910.945554591,7749431.321369935,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:DLN.L,DERWENT LONDON,GB,EU_STOXX600,XLON,DLN.L,DLN.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,5205230.1846524235,5768195.117471516,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:DRX.L,DRAX GRP,GB,EU_STOXX600,XLON,DRX.L,DRX.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,6290594.927093828,6503461.3148136735,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:EMG.L,MAN GRP,GB,EU_STOXX600,XLON,EMG.L,EMG.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,10674809.694498159,9338584.033540752,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:HIK.L,HIKMA PHARMACEUTICALS,GB,EU_STOXX600,XLON,HIK.L,HIK.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,12239876.640642885,12309597.806871401,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:HOCM.L,HOCHSCHILD MINING,GB,EU_STOXX600,XLON,HOCM.L,HOC.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,8660801.78681846,7006552.825026227,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:HWDN.L,HOWDEN JOINERY GRP,GB,EU_STOXX600,XLON,HWDN.L,HWDN.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,11007330.960063819,14861147.954024691,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:INCH.L,INCHCAPE,GB,EU_STOXX600,XLON,INCH.L,INCH.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,6414146.124005185,5972161.025243178,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:ITV.L,ITV,GB,EU_STOXX600,XLON,ITV.L,ITV.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,9301266.94110646,7822770.294345888,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:JMAT.L,JOHNSON MATTHEY,GB,EU_STOXX600,XLON,JMAT.L,JMAT.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,13874016.04884884,13923281.418413015,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:LMPL.L,LONDONMETRIC PROPERTY PLC,GB,EU_STOXX600,XLON,LMPL.L,LMP.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,11775819.335663497,13351916.345693754,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:MNDI.L,MONDI,GB,EU_STOXX600,XLON,MNDI.L,MNDI.L,READY,ISOLATED_INVALID_BAR_EXCLUDED,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,10319767.607036177,9863162.709402937,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:PAFR.L,PAN AFRICAN RESOURCES,GB,EU_STOXX600,XLON,PAFR.L,PAF.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,7100687.364828467,6990789.692814155,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:PHP.L,PRIMARY HEALTH PROPS.,GB,EU_STOXX600,XLON,PHP.L,PHP.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,12334485.407048479,10733937.829501739,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:PLUSP.L,PLUS500,GB,EU_STOXX600,XLON,PLUSP.L,PLUS.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,5692616.173408842,5419588.374839885,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:PNN.L,PENNON GRP,GB,EU_STOXX600,XLON,PNN.L,PNN.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,5979016.253394848,6827657.891978735,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:QQ.L,QINETIQ GRP,GB,EU_STOXX600,XLON,QQ.L,QQ.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,10379936.213479653,8434634.654407535,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:RS1R.L,RS Group,GB,EU_STOXX600,XLON,RS1R.L,RS1.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,6425699.3180121705,6970984.803317947,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:SDR.L,SCHRODERS,GB,EU_STOXX600,XLON,SDR.L,SDR.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,13368555.284633085,12398348.755047303,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:SHCS.L,SHAFTESBURY CAPITAL,GB,EU_STOXX600,XLON,SHCS.L,SHC.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,7649915.520112646,4721554.206043602,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:SRP.L,SERCO GRP,GB,EU_STOXX600,XLON,SRP.L,SRP.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,6298038.067735277,6702817.575460008,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:UTG.L,UNITE GROUP PLC,GB,EU_STOXX600,XLON,UTG.L,UTG.L,READY,ISOLATED_INVALID_BAR_EXCLUDED,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,9858608.898168908,9806797.15622834,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:WISEA.L,WISE GROUP A,GB,EU_STOXX600,XLON,WISEa.L,WISE.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,11912898.442058027,15749216.362997428,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:WTB.L,WHITBREAD,GB,EU_STOXX600,XLON,WTB.L,WTB.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,11217994.338943768,17066369.34748271,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
WS:XLON:ZEG.L,ZEGONA COMMUNICATIONS,GB,EU_STOXX600,XLON,ZEG.L,ZEG.L,READY,,OK,FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,6027449.674795622,8199682.664940927,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,LIQUIDITY_FAIL_STRICT,LOW_LIQUIDITY_EXCEPTION_5_TO_15M,VALID_STRICT_LIQUIDITY_EXCLUSION,LIQUIDITY:FAIL_STRICT:LOW_LIQUIDITY_EXCEPTION_5_TO_15M;INSTRUMENT:NOT_VERIFIED:NO_REASON
