Projection_Order,Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,Provider_Symbol,raw_bar_count,valid_bar_count,invalid_bar_count,invalid_share,affected_dates,defect_reasons,stale_status,suspicious_return_count,suspicious_return_status,higher_priority_blocker_status,canonical_qa_status,canonical_qa_reason,filtered_policy_result,old_cache_state,old_reason,proposed_cache_state,proposed_reason,state_change_reason
726,WSSEC:WS:XNYS:MRK,WS:XNYS:MRK,XNYS,MRK,MRK,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
727,WSSEC:WS:XNYS:MS,WS:XNYS:MS,XNYS,MS,MS,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
728,WSSEC:WS:XNYS:MSA,WS:XNYS:MSA,XNYS,MSA,MSA,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
729,WSSEC:WS:XNYS:MSCI,WS:XNYS:MSCI,XNYS,MSCI,MSCI,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
730,WSSEC:WS:XNYS:MSI,WS:XNYS:MSI,XNYS,MSI,MSI,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
731,WSSEC:WS:XNYS:MSM,WS:XNYS:MSM,XNYS,MSM,MSM,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
732,WSSEC:WS:XNYS:MTB,WS:XNYS:MTB,XNYS,MTB,MTB,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
733,WSSEC:WS:XNYS:MTD,WS:XNYS:MTD,XNYS,MTD,MTD,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
734,WSSEC:WS:XNYS:MTDR,WS:XNYS:MTDR,XNYS,MTDR,MTDR,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
735,WSSEC:WS:XNYS:MTG,WS:XNYS:MTG,XNYS,MTG,MTG,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
736,WSSEC:WS:XNYS:MTN,WS:XNYS:MTN,XNYS,MTN,MTN,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
737,WSSEC:WS:XNYS:MTZ,WS:XNYS:MTZ,XNYS,MTZ,MTZ,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
738,WSSEC:WS:XNYS:MUR,WS:XNYS:MUR,XNYS,MUR,MUR,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
739,WSSEC:WS:XNYS:MUSA,WS:XNYS:MUSA,XNYS,MUSA,MUSA,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
740,WSSEC:WS:XNYS:NEM,WS:XNYS:NEM,XNYS,NEM,NEM,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
741,WSSEC:WS:XNYS:NEU,WS:XNYS:NEU,XNYS,NEU,NEU,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
742,WSSEC:WS:XNYS:NFG,WS:XNYS:NFG,XNYS,NFG,NFG,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
743,WSSEC:WS:XNYS:NI,WS:XNYS:NI,XNYS,NI,NI,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
744,WSSEC:WS:XNYS:NJR,WS:XNYS:NJR,XNYS,NJR,NJR,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
745,WSSEC:WS:XNYS:NKE,WS:XNYS:NKE,XNYS,NKE,NKE,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
746,WSSEC:WS:XNYS:NOC,WS:XNYS:NOC,XNYS,NOC,NOC,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
747,WSSEC:WS:XNYS:NOV,WS:XNYS:NOV,XNYS,NOV,NOV,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
748,WSSEC:WS:XNYS:NOW,WS:XNYS:NOW,XNYS,NOW,NOW,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
749,WSSEC:WS:XNYS:NRG,WS:XNYS:NRG,XNYS,NRG,NRG,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
750,WSSEC:WS:XNYS:NSC,WS:XNYS:NSC,XNYS,NSC,NSC,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
751,WSSEC:WS:XNYS:NUE,WS:XNYS:NUE,XNYS,NUE,NUE,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
752,WSSEC:WS:XNYS:NVR,WS:XNYS:NVR,XNYS,NVR,NVR,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
753,WSSEC:WS:XNYS:NVST,WS:XNYS:NVST,XNYS,NVST,NVST,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
754,WSSEC:WS:XNYS:NVT,WS:XNYS:NVT,XNYS,NVT,NVT,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
755,WSSEC:WS:XNYS:NYT,WS:XNYS:NYT,XNYS,NYT,NYT,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
756,WSSEC:WS:XNYS:OC,WS:XNYS:OC,XNYS,OC,OC,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
757,WSSEC:WS:XNYS:OGE,WS:XNYS:OGE,XNYS,OGE,OGE,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
758,WSSEC:WS:XNYS:OGS,WS:XNYS:OGS,XNYS,OGS,OGS,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
759,WSSEC:WS:XNYS:OKE,WS:XNYS:OKE,XNYS,OKE,OKE,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
760,WSSEC:WS:XNYS:OLN,WS:XNYS:OLN,XNYS,OLN,OLN,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
761,WSSEC:WS:XNYS:OMC,WS:XNYS:OMC,XNYS,OMC,OMC,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
762,WSSEC:WS:XNYS:ONTO,WS:XNYS:ONTO,XNYS,ONTO,ONTO,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
763,WSSEC:WS:XNYS:ORA,WS:XNYS:ORA,XNYS,ORA,ORA,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
764,WSSEC:WS:XNYS:ORI,WS:XNYS:ORI,XNYS,ORI,ORI,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
765,WSSEC:WS:XNYS:OSK,WS:XNYS:OSK,XNYS,OSK,OSK,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
766,WSSEC:WS:XNYS:OTIS,WS:XNYS:OTIS,XNYS,OTIS,OTIS,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
767,WSSEC:WS:XNYS:OVV,WS:XNYS:OVV,XNYS,OVV,OVV,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
768,WSSEC:WS:XNYS:OXY,WS:XNYS:OXY,XNYS,OXY,OXY,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
769,WSSEC:WS:XNYS:P,WS:XNYS:P,XNYS,P,P,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
770,WSSEC:WS:XNYS:PAG,WS:XNYS:PAG,XNYS,PAG,PAG,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
771,WSSEC:WS:XNYS:PATH,WS:XNYS:PATH,XNYS,PATH,PATH,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
772,WSSEC:WS:XNYS:PB,WS:XNYS:PB,XNYS,PB,PB,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
773,WSSEC:WS:XNYS:PBF,WS:XNYS:PBF,XNYS,PBF,PBF,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
774,WSSEC:WS:XNYS:PCG,WS:XNYS:PCG,XNYS,PCG,PCG,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
775,WSSEC:WS:XNYS:PEG,WS:XNYS:PEG,XNYS,PEG,PEG,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
776,WSSEC:WS:XNYS:PEN,WS:XNYS:PEN,XNYS,PEN,PEN,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
777,WSSEC:WS:XNYS:PEP,WS:XNYS:PEP,XNYS,PEP,PEP,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
778,WSSEC:WS:XNYS:PFE,WS:XNYS:PFE,XNYS,PFE,PFE,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
779,WSSEC:WS:XNYS:PFGC,WS:XNYS:PFGC,XNYS,PFGC,PFGC,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
780,WSSEC:WS:XNYS:PG,WS:XNYS:PG,XNYS,PG,PG,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
781,WSSEC:WS:XNYS:PGR,WS:XNYS:PGR,XNYS,PGR,PGR,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
782,WSSEC:WS:XNYS:PH,WS:XNYS:PH,XNYS,PH,PH,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
783,WSSEC:WS:XNYS:PHM,WS:XNYS:PHM,XNYS,PHM,PHM,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
784,WSSEC:WS:XNYS:PII,WS:XNYS:PII,XNYS,PII,PII,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
785,WSSEC:WS:XNYS:PINS,WS:XNYS:PINS,XNYS,PINS,PINS,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
786,WSSEC:WS:XNYS:PKG,WS:XNYS:PKG,XNYS,PKG,PKG,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
787,WSSEC:WS:XNYS:PLNT,WS:XNYS:PLNT,XNYS,PLNT,PLNT,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
788,WSSEC:WS:XNYS:PLTR,WS:XNYS:PLTR,XNYS,PLTR,PLTR,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
789,WSSEC:WS:XNYS:PM,WS:XNYS:PM,XNYS,PM,PM,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
790,WSSEC:WS:XNYS:PNC,WS:XNYS:PNC,XNYS,PNC,PNC,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
791,WSSEC:WS:XNYS:PNFP,WS:XNYS:PNFP,XNYS,PNFP,PNFP,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
792,WSSEC:WS:XNYS:PNW,WS:XNYS:PNW,XNYS,PNW,PNW,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
793,WSSEC:WS:XNYS:POR,WS:XNYS:POR,XNYS,POR,POR,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
794,WSSEC:WS:XNYS:POST,WS:XNYS:POST,XNYS,POST,POST,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
795,WSSEC:WS:XNYS:PPG,WS:XNYS:PPG,XNYS,PPG,PPG,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
796,WSSEC:WS:XNYS:PPL,WS:XNYS:PPL,XNYS,PPL,PPL,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
797,WSSEC:WS:XNYS:PR,WS:XNYS:PR,XNYS,PR,PR,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
798,WSSEC:WS:XNYS:PRI,WS:XNYS:PRI,XNYS,PRI,PRI,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
799,WSSEC:WS:XNYS:PSN,WS:XNYS:PSN,XNYS,PSN,PSN,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
800,WSSEC:WS:XNYS:PSX,WS:XNYS:PSX,XNYS,PSX,PSX,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
801,WSSEC:WS:XNYS:PVH,WS:XNYS:PVH,XNYS,PVH,PVH,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
802,WSSEC:WS:XNYS:PWR,WS:XNYS:PWR,XNYS,PWR,PWR,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
803,WSSEC:WS:XNYS:R,WS:XNYS:R,XNYS,R,R,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
804,WSSEC:WS:XNYS:RBA,WS:XNYS:RBA,XNYS,RBA,RBA,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
805,WSSEC:WS:XNYS:RBC,WS:XNYS:RBC,XNYS,RBC,RBC,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
806,WSSEC:WS:XNYS:RF,WS:XNYS:RF,XNYS,RF,RF,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
807,WSSEC:WS:XNYS:RGA,WS:XNYS:RGA,XNYS,RGA,RGA,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
808,WSSEC:WS:XNYS:RH,WS:XNYS:RH,XNYS,RH,RH,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
809,WSSEC:WS:XNYS:RJF,WS:XNYS:RJF,XNYS,RJF,RJF,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
810,WSSEC:WS:XNYS:RL,WS:XNYS:RL,XNYS,RL,RL,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
811,WSSEC:WS:XNYS:RLI,WS:XNYS:RLI,XNYS,RLI,RLI,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
812,WSSEC:WS:XNYS:RMD,WS:XNYS:RMD,XNYS,RMD,RMD,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
813,WSSEC:WS:XNYS:RNR,WS:XNYS:RNR,XNYS,RNR,RNR,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
814,WSSEC:WS:XNYS:ROK,WS:XNYS:ROK,XNYS,ROK,ROK,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
815,WSSEC:WS:XNYS:ROL,WS:XNYS:ROL,XNYS,ROL,ROL,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
816,WSSEC:WS:XNYS:ROP,WS:XNYS:ROP,XNYS,ROP,ROP,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
817,WSSEC:WS:XNYS:RPM,WS:XNYS:RPM,XNYS,RPM,RPM,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
818,WSSEC:WS:XNYS:RRC,WS:XNYS:RRC,XNYS,RRC,RRC,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
819,WSSEC:WS:XNYS:RRX,WS:XNYS:RRX,XNYS,RRX,RRX,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
820,WSSEC:WS:XNYS:RS,WS:XNYS:RS,XNYS,RS,RS,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
821,WSSEC:WS:XNYS:RSG,WS:XNYS:RSG,XNYS,RSG,RSG,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
822,WSSEC:WS:XNYS:RTX,WS:XNYS:RTX,XNYS,RTX,RTX,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
823,WSSEC:WS:XNYS:RYAN,WS:XNYS:RYAN,XNYS,RYAN,RYAN,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
824,WSSEC:WS:XNYS:SAM,WS:XNYS:SAM,XNYS,SAM,SAM,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
825,WSSEC:WS:XNYS:SARO,WS:XNYS:SARO,XNYS,SARO,SARO,493,493,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
826,WSSEC:WS:XNYS:SCHW,WS:XNYS:SCHW,XNYS,SCHW,SCHW,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
827,WSSEC:WS:XNYS:SCI,WS:XNYS:SCI,XNYS,SCI,SCI,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
828,WSSEC:WS:XNYS:SF,WS:XNYS:SF,XNYS,SF,SF,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
829,WSSEC:WS:XNYS:SGI,WS:XNYS:SGI,XNYS,SGI,SGI,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
830,WSSEC:WS:XNYS:SHW,WS:XNYS:SHW,XNYS,SHW,SHW,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
831,WSSEC:WS:XNYS:SJM,WS:XNYS:SJM,XNYS,SJM,SJM,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
832,WSSEC:WS:XNYS:SLGN,WS:XNYS:SLGN,XNYS,SLGN,SLGN,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
833,WSSEC:WS:XNYS:SMG,WS:XNYS:SMG,XNYS,SMG,SMG,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
834,WSSEC:WS:XNYS:SN,WS:XNYS:SN,XNYS,SN,SN,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
835,WSSEC:WS:XNYS:SNA,WS:XNYS:SNA,XNYS,SNA,SNA,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
836,WSSEC:WS:XNYS:SNX,WS:XNYS:SNX,XNYS,SNX,SNX,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
837,WSSEC:WS:XNYS:SO,WS:XNYS:SO,XNYS,SO,SO,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
838,WSSEC:WS:XNYS:SOLV,WS:XNYS:SOLV,XNYS,SOLV,SOLV,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
839,WSSEC:WS:XNYS:SON,WS:XNYS:SON,XNYS,SON,SON,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
840,WSSEC:WS:XNYS:SPGI,WS:XNYS:SPGI,XNYS,SPGI,SPGI,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
841,WSSEC:WS:XNYS:SPXC,WS:XNYS:SPXC,XNYS,SPXC,SPXC,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
842,WSSEC:WS:XNYS:SR,WS:XNYS:SR,XNYS,SR,SR,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
843,WSSEC:WS:XNYS:SSB,WS:XNYS:SSB,XNYS,SSB,SSB,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
844,WSSEC:WS:XNYS:SSD,WS:XNYS:SSD,XNYS,SSD,SSD,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
845,WSSEC:WS:XNYS:ST,WS:XNYS:ST,XNYS,ST,ST,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
846,WSSEC:WS:XNYS:STT,WS:XNYS:STT,XNYS,STT,STT,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
847,WSSEC:WS:XNYS:STZ,WS:XNYS:STZ,XNYS,STZ,STZ,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
848,WSSEC:WS:XNYS:SWK,WS:XNYS:SWK,XNYS,SWK,SWK,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
849,WSSEC:WS:XNYS:SWX,WS:XNYS:SWX,XNYS,SWX,SWX,500,500,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
850,WSSEC:WS:XNYS:SYF,WS:XNYS:SYF,XNYS,SYF,SYF,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
851,WSSEC:WS:XNYS:SYK,WS:XNYS:SYK,XNYS,SYK,SYK,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
852,WSSEC:WS:XNYS:SYY,WS:XNYS:SYY,XNYS,SYY,SYY,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
853,WSSEC:WS:XNYS:T,WS:XNYS:T,XNYS,T,T,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
854,WSSEC:WS:XNYS:TAP,WS:XNYS:TAP,XNYS,TAP,TAP,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
855,WSSEC:WS:XNYS:TDG,WS:XNYS:TDG,XNYS,TDG,TDG,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
856,WSSEC:WS:XNYS:TDY,WS:XNYS:TDY,XNYS,TDY,TDY,508,508,0,0.0,,,NOT_STALE,0,NONE,NONE,READY,,PASS_CLEAN,READY,,READY,,UNCHANGED
