WS_ID,Name,Country,Primary_Universe_Index,Primary_MIC,Primary_Ticker,Yahoo_Symbol,Cache_Status,Cache_Reason,Liquidity_Data_Status,Liquidity_Gate,Liquidity_Bucket,MedianTurnover20_EUR,MedianTurnover60_EUR,Scalable_Tradeability_Status,Scalable_Gate,Instrument_Decision_v0_14,Instrument_Type_Resolved_v0_14,Instrument_Resolution_Method_v0_14,Instrument_Resolution_Reason_v0_14,Strict_Eligibility_v0_14,Primary_Root_Cause_v0_23,Primary_Root_Cause_Detail_v0_23,Remediation_Class_v0_23,All_Blockers_v0_23,status,reason_code,unique_bars,valid_bars,suspicious_returns,first_bar_date,last_bar_date,Current_Evidence_State_v0_24,Recommended_Next_Action_v0_24,Automatic_Eligibility_Promotion_v0_24,Recheck_Mode_v0_25,Data_Gap_State_v0_25,Automatic_Eligibility_Promotion_v0_25
WS:US:ADIG,ADI Global Distribution,,US_SP1500,,ADIG,ADIG,WARMUP,INSUFFICIENT_HISTORY,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:WARMUP,INSUFFICIENT_HISTORY,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:WARMUP:INSUFFICIENT_HISTORY;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,WARMUP,INSUFFICIENT_HISTORY,17,17,0,2026-07-30,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:FDXF,FedEx Freight,,US_SP1500,,FDXF,FDXF,WARMUP,INSUFFICIENT_HISTORY,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:WARMUP,INSUFFICIENT_HISTORY,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:WARMUP:INSUFFICIENT_HISTORY;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,WARMUP,INSUFFICIENT_HISTORY,61,61,0,2026-05-27,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:HONA,Honeywell Aerospace,,US_SP1500,,HONA,HONA,WARMUP,INSUFFICIENT_HISTORY,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:WARMUP,INSUFFICIENT_HISTORY,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:WARMUP:INSUFFICIENT_HISTORY;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,WARMUP,INSUFFICIENT_HISTORY,48,48,0,2026-06-15,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:MBGL,"Mobility Global, Inc.",,US_SP1500,,MBGL,MBGL,WARMUP,INSUFFICIENT_HISTORY,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:WARMUP,INSUFFICIENT_HISTORY,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:WARMUP:INSUFFICIENT_HISTORY;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,WARMUP,INSUFFICIENT_HISTORY,40,40,0,2026-06-26,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:Q,Qnity Electronics,,US_SP1500,,Q,Q,WARMUP,INSUFFICIENT_HISTORY,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:WARMUP,INSUFFICIENT_HISTORY,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:WARMUP:INSUFFICIENT_HISTORY;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,WARMUP,INSUFFICIENT_HISTORY,206,206,0,2025-10-27,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:SOLS,Solstice Advanced Materials,,US_SP1500,,SOLS,SOLS,WARMUP,INSUFFICIENT_HISTORY,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:WARMUP,INSUFFICIENT_HISTORY,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:WARMUP:INSUFFICIENT_HISTORY;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,WARMUP,INSUFFICIENT_HISTORY,211,211,0,2025-10-20,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:VGNT,Versigent PLC,,US_SP1500,,VGNT,VGNT,WARMUP,INSUFFICIENT_HISTORY,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:WARMUP,INSUFFICIENT_HISTORY,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:WARMUP:INSUFFICIENT_HISTORY;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,WARMUP,INSUFFICIENT_HISTORY,102,102,0,2026-03-27,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:US:VSNT,"Versant Media Group, Inc.",,US_SP1500,,VSNT,VSNT,WARMUP,INSUFFICIENT_HISTORY,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:WARMUP,INSUFFICIENT_HISTORY,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:WARMUP:INSUFFICIENT_HISTORY;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,WARMUP,INSUFFICIENT_HISTORY,172,172,0,2025-12-15,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:SRC:ZA_TOP40:2DF0FDC7A9EB6AF3,AB InBev,South Africa,ZA_TOP40,XJSE,,ANH.JO,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:SUSPICIOUS_RETURN_NEEDS_REPAIR;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,501,499,2,2024-08-21,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:SRC:ZA_TOP40:3598A879F2EA6E99,Sanlam,South Africa,ZA_TOP40,XJSE,,SLM.JO,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:SUSPICIOUS_RETURN_NEEDS_REPAIR;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,501,499,2,2024-08-21,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:SRC:ZA_TOP40:5F247CB49B9B155E,Vodacom,South Africa,ZA_TOP40,XJSE,,VOD.JO,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:SUSPICIOUS_RETURN_NEEDS_REPAIR;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,501,499,2,2024-08-21,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:SRC:ZA_TOP40:670585B513E60D68,Woolworths Holdings,South Africa,ZA_TOP40,XJSE,,WHL.JO,QUARANTINE,INVALID_OHLC_OR_VOLUME,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,INVALID_OHLC_OR_VOLUME,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:INVALID_OHLC_OR_VOLUME;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,INVALID_OHLC_OR_VOLUME,501,498,0,2024-08-21,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:SRC:ZA_TOP40:72B40FB15EDACCA3,Clicks,South Africa,ZA_TOP40,XJSE,,CLS.JO,QUARANTINE,INVALID_OHLC_OR_VOLUME,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,INVALID_OHLC_OR_VOLUME,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:INVALID_OHLC_OR_VOLUME;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,INVALID_OHLC_OR_VOLUME,501,498,0,2024-08-21,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:SRC:ZA_TOP40:92DB8C1EE0FA61A7,Exxaro,South Africa,ZA_TOP40,XJSE,,EXX.JO,QUARANTINE,INVALID_OHLC_OR_VOLUME,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,INVALID_OHLC_OR_VOLUME,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:INVALID_OHLC_OR_VOLUME;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,INVALID_OHLC_OR_VOLUME,501,496,0,2024-08-21,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:SRC:ZA_TOP40:CCFFACA1ACD941D3,Standard Bank,South Africa,ZA_TOP40,XJSE,,SBK.JO,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:SUSPICIOUS_RETURN_NEEDS_REPAIR;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,SUSPICIOUS_RETURN_NEEDS_REPAIR,501,500,2,2024-08-21,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:SRC:ZA_TOP40:DE0F69D92EFF3FE9,Old Mutual,South Africa,ZA_TOP40,XJSE,,OMU.JO,QUARANTINE,INVALID_OHLC_OR_VOLUME,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,INVALID_OHLC_OR_VOLUME,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:INVALID_OHLC_OR_VOLUME;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,INVALID_OHLC_OR_VOLUME,501,498,0,2024-08-21,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
WS:SRC:ZA_TOP40:FBAF8D9D0C6FF09E,MTN Group,South Africa,ZA_TOP40,XJSE,,MTN.JO,QUARANTINE,INVALID_OHLC_OR_VOLUME,NOT_EVALUATED_NON_READY,NOT_VERIFIED,DATA_OR_FX_NOT_VERIFIED,,,NOT_VERIFIED,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,,,,FAIL,CACHE_NOT_READY:QUARANTINE,INVALID_OHLC_OR_VOLUME,DATA_HISTORY_REMEDIATION_CANDIDATE,CACHE:QUARANTINE:INVALID_OHLC_OR_VOLUME;LIQUIDITY:NOT_VERIFIED:DATA_OR_FX_NOT_VERIFIED;INSTRUMENT:NOT_VERIFIED:NO_REASON,QUARANTINE,INVALID_OHLC_OR_VOLUME,501,498,0,2024-08-21,2026-08-21,QA_V0_4_RESIDUAL_NON_READY,BOUNDED_CURRENT_HISTORY_RECHECK_OR_TARGETED_REFRESH_AFTER_REASON_REVIEW,False,FROZEN_REPOSITORY_EVIDENCE_ONLY_NO_PRICE_OR_FX_DOWNLOAD,STILL_REQUIRES_TARGETED_HISTORY_REPAIR_OR_REQUALIFICATION,False
