Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,Provider_Symbol,Evidence_Cohort,Market_AsOf_Date,Last_Completed_Session,Fetch_Timestamp,Market_Status,Price_Cache_Status,History_Row_Count,Valid_Completed_Bars,QA_Status,Blocking_Reason,Data_Source,Source_Run_Provenance
WSSEC:WS:XNYS:MTDR,WS:XNYS:MTDR,XNYS,MTDR,MTDR,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:MTG,WS:XNYS:MTG,XNYS,MTG,MTG,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:MTN,WS:XNYS:MTN,XNYS,MTN,MTN,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:MTZ,WS:XNYS:MTZ,XNYS,MTZ,MTZ,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:MUR,WS:XNYS:MUR,XNYS,MUR,MUR,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:MUSA,WS:XNYS:MUSA,XNYS,MUSA,MUSA,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:NEM,WS:XNYS:NEM,XNYS,NEM,NEM,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:NEU,WS:XNYS:NEU,XNYS,NEU,NEU,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:NFG,WS:XNYS:NFG,XNYS,NFG,NFG,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:NI,WS:XNYS:NI,XNYS,NI,NI,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:NJR,WS:XNYS:NJR,XNYS,NJR,NJR,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:NKE,WS:XNYS:NKE,XNYS,NKE,NKE,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:NOC,WS:XNYS:NOC,XNYS,NOC,NOC,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:NOV,WS:XNYS:NOV,XNYS,NOV,NOV,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:NOW,WS:XNYS:NOW,XNYS,NOW,NOW,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:NRG,WS:XNYS:NRG,XNYS,NRG,NRG,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:NSC,WS:XNYS:NSC,XNYS,NSC,NSC,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:NUE,WS:XNYS:NUE,XNYS,NUE,NUE,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:NVR,WS:XNYS:NVR,XNYS,NVR,NVR,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:NVST,WS:XNYS:NVST,XNYS,NVST,NVST,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:NVT,WS:XNYS:NVT,XNYS,NVT,NVT,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:NYT,WS:XNYS:NYT,XNYS,NYT,NYT,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:OC,WS:XNYS:OC,XNYS,OC,OC,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:OGE,WS:XNYS:OGE,XNYS,OGE,OGE,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:OGS,WS:XNYS:OGS,XNYS,OGS,OGS,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:OKE,WS:XNYS:OKE,XNYS,OKE,OKE,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:OLN,WS:XNYS:OLN,XNYS,OLN,OLN,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:OMC,WS:XNYS:OMC,XNYS,OMC,OMC,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:ONTO,WS:XNYS:ONTO,XNYS,ONTO,ONTO,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:ORA,WS:XNYS:ORA,XNYS,ORA,ORA,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:ORI,WS:XNYS:ORI,XNYS,ORI,ORI,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:OSK,WS:XNYS:OSK,XNYS,OSK,OSK,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:OTIS,WS:XNYS:OTIS,XNYS,OTIS,OTIS,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:OVV,WS:XNYS:OVV,XNYS,OVV,OVV,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:OXY,WS:XNYS:OXY,XNYS,OXY,OXY,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:P,WS:XNYS:P,XNYS,P,P,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:PAG,WS:XNYS:PAG,XNYS,PAG,PAG,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:PATH,WS:XNYS:PATH,XNYS,PATH,PATH,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:PB,WS:XNYS:PB,XNYS,PB,PB,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:PBF,WS:XNYS:PBF,XNYS,PBF,PBF,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:PCG,WS:XNYS:PCG,XNYS,PCG,PCG,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:PEG,WS:XNYS:PEG,XNYS,PEG,PEG,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:PEN,WS:XNYS:PEN,XNYS,PEN,PEN,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:PEP,WS:XNYS:PEP,XNYS,PEP,PEP,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:PFE,WS:XNYS:PFE,XNYS,PFE,PFE,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:PFGC,WS:XNYS:PFGC,XNYS,PFGC,PFGC,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:PG,WS:XNYS:PG,XNYS,PG,PG,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:PGR,WS:XNYS:PGR,XNYS,PGR,PGR,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:PH,WS:XNYS:PH,XNYS,PH,PH,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:PHM,WS:XNYS:PHM,XNYS,PHM,PHM,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:PII,WS:XNYS:PII,XNYS,PII,PII,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:PINS,WS:XNYS:PINS,XNYS,PINS,PINS,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:PKG,WS:XNYS:PKG,XNYS,PKG,PKG,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:PLNT,WS:XNYS:PLNT,XNYS,PLNT,PLNT,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:PLTR,WS:XNYS:PLTR,XNYS,PLTR,PLTR,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:PM,WS:XNYS:PM,XNYS,PM,PM,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:PNC,WS:XNYS:PNC,XNYS,PNC,PNC,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:PNFP,WS:XNYS:PNFP,XNYS,PNFP,PNFP,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:PNW,WS:XNYS:PNW,XNYS,PNW,PNW,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:POR,WS:XNYS:POR,XNYS,POR,POR,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:POST,WS:XNYS:POST,XNYS,POST,POST,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:PPG,WS:XNYS:PPG,XNYS,PPG,PPG,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:PPL,WS:XNYS:PPL,XNYS,PPL,PPL,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:PR,WS:XNYS:PR,XNYS,PR,PR,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:PRI,WS:XNYS:PRI,XNYS,PRI,PRI,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:PSN,WS:XNYS:PSN,XNYS,PSN,PSN,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:PSX,WS:XNYS:PSX,XNYS,PSX,PSX,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:PVH,WS:XNYS:PVH,XNYS,PVH,PVH,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:PWR,WS:XNYS:PWR,XNYS,PWR,PWR,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:R,WS:XNYS:R,XNYS,R,R,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:RBA,WS:XNYS:RBA,XNYS,RBA,RBA,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:RBC,WS:XNYS:RBC,XNYS,RBC,RBC,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:RF,WS:XNYS:RF,XNYS,RF,RF,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:RGA,WS:XNYS:RGA,XNYS,RGA,RGA,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:RH,WS:XNYS:RH,XNYS,RH,RH,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:RJF,WS:XNYS:RJF,XNYS,RJF,RJF,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:RL,WS:XNYS:RL,XNYS,RL,RL,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:RLI,WS:XNYS:RLI,XNYS,RLI,RLI,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:RMD,WS:XNYS:RMD,XNYS,RMD,RMD,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:RNR,WS:XNYS:RNR,XNYS,RNR,RNR,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:ROK,WS:XNYS:ROK,XNYS,ROK,ROK,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:ROL,WS:XNYS:ROL,XNYS,ROL,ROL,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:ROP,WS:XNYS:ROP,XNYS,ROP,ROP,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:RPM,WS:XNYS:RPM,XNYS,RPM,RPM,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:RRC,WS:XNYS:RRC,XNYS,RRC,RRC,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:RRX,WS:XNYS:RRX,XNYS,RRX,RRX,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:RS,WS:XNYS:RS,XNYS,RS,RS,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:RSG,WS:XNYS:RSG,XNYS,RSG,RSG,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:RTX,WS:XNYS:RTX,XNYS,RTX,RTX,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:RYAN,WS:XNYS:RYAN,XNYS,RYAN,RYAN,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:SAM,WS:XNYS:SAM,XNYS,SAM,SAM,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:SARO,WS:XNYS:SARO,XNYS,SARO,SARO,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,493,493,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:SCHW,WS:XNYS:SCHW,XNYS,SCHW,SCHW,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:SCI,WS:XNYS:SCI,XNYS,SCI,SCI,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:SF,WS:XNYS:SF,XNYS,SF,SF,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:SGI,WS:XNYS:SGI,XNYS,SGI,SGI,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:SHW,WS:XNYS:SHW,XNYS,SHW,SHW,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:SJM,WS:XNYS:SJM,XNYS,SJM,SJM,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:SLGN,WS:XNYS:SLGN,XNYS,SLGN,SLGN,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:SMG,WS:XNYS:SMG,XNYS,SMG,SMG,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:SN,WS:XNYS:SN,XNYS,SN,SN,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:SNA,WS:XNYS:SNA,XNYS,SNA,SNA,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:SNX,WS:XNYS:SNX,XNYS,SNX,SNX,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:SO,WS:XNYS:SO,XNYS,SO,SO,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:SOLV,WS:XNYS:SOLV,XNYS,SOLV,SOLV,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:SON,WS:XNYS:SON,XNYS,SON,SON,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:SPGI,WS:XNYS:SPGI,XNYS,SPGI,SPGI,US1,2026-09-24,2026-09-24,2026-09-25T13:00:29+00:00,CURRENT,READY,508,508,PASS,,YFINANCE_FREE_REFRESH_V0_45,36138138825
WSSEC:WS:XNYS:SPXC,WS:XNYS:SPXC,XNYS,SPXC,SPXC,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:SR,WS:XNYS:SR,XNYS,SR,SR,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
WSSEC:WS:XNYS:SSB,WS:XNYS:SSB,XNYS,SSB,SSB,US2,2026-09-22,2026-09-21,2026-09-23T18:56:29Z,CURRENT,READY,500,500,PASS,,YFINANCE_FREE_REUSED_MARKET_EVIDENCE_522,35905876433
