Segment_ID,Source_ID,Link_Label,Candidate_URL,Machine_Readable_Extension,PDF_Extension,Fetched_In_v0_29,Candidate_Only_Not_Authority
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Weightings Constituents Review IPC Comp May 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Shares Constituents Review  ChinaSX20 May 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Shares Constituents Review  BMV-Fibras May 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Shares Constituents Review IPC Comp May 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview Constituents Review  ChinaSX20 May 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview Constituents Review  BMV-Fibras May 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview Constituents Review IPC Comp May 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Constituents Review  Bursa Optimo - Official weightings April 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Constituents Review  Bursa Optimo_shares_ April 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Preview Constituents Review  Bursa Optimo April 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,"https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Official Weightings Constituents Review  AS, SE and SN  March 2016.pdf",False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,"https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Official Number of Shares Constituents Review  AS, SE and SN  March 2016.pdf",False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Constituents Review BMV Brasil 15 - Official weightings February 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Constituents Review IMeBz IMeBz México and IMeBz Brasil - Official weightings February 2016.pdf,False,True,False,True
MX_IPC,BMV_SPECIAL_INFORMATION,Download,https://www.bmv.com.mx/docs-pub/INDICES/CTEN_INCM/Constituents Review IPC Sustentable - Official weightings February 2016.pdf,False,True,False,True
