WS_ID,Yahoo_Symbol,Cache_Status,Cache_Reason,Unique_Daily_Bars,Valid_Completed_Bars,First_Valid_Bar,Last_Completed_Bar,Repaired_Rows,Suspicious_Returns,Zero_Volume_Share,History_Current_State,Global_EOD_Safe_Cutoff,Fetch_Timestamp_UTC
WS:XSHG:600030,600030.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600031,600031.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600036,600036.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600039,600039.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600048,600048.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600050,600050.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600061,600061.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600066,600066.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600085,600085.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600089,600089.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600104,600104.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600111,600111.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600115,600115.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600118,600118.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600150,600150.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.028985507246376812,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600160,600160.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600176,600176.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600183,600183.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600188,600188.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600196,600196.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600219,600219.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600221,600221.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600233,600233.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600276,600276.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600309,600309.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:47:48+00:00
WS:XSHG:600346,600346.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600362,600362.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600372,600372.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600406,600406.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600415,600415.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600426,600426.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600436,600436.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600438,600438.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.020703933747412008,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600460,600460.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600482,600482.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.020703933747412008,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600489,600489.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600515,600515.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600519,600519.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600522,600522.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600547,600547.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600549,600549.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600570,600570.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600584,600584.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600585,600585.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600588,600588.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600600,600600.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600660,600660.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600674,600674.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600690,600690.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600741,600741.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600760,600760.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600795,600795.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600803,600803.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.012422360248447204,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600809,600809.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600845,600845.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600875,600875.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600886,600886.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600887,600887.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600893,600893.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600900,600900.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600905,600905.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600918,600918.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600919,600919.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600926,600926.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600930,600930.SS,READY,,275,275,2025-07-16,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600938,600938.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600941,600941.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600958,600958.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.020703933747412008,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600989,600989.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:600999,600999.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601006,601006.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601009,601009.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601012,601012.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601018,601018.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601021,601021.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601058,601058.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601059,601059.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.041407867494824016,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601066,601066.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601077,601077.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601088,601088.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.020703933747412008,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601100,601100.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601111,601111.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601117,601117.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601127,601127.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601136,601136.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601138,601138.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601166,601166.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601169,601169.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601186,601186.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601211,601211.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.039337474120082816,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601225,601225.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601229,601229.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601238,601238.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601288,601288.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601318,601318.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601319,601319.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601328,601328.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601336,601336.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601360,601360.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601377,601377.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601390,601390.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601398,601398.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601456,601456.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601600,601600.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601601,601601.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601607,601607.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601618,601618.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601628,601628.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601633,601633.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601658,601658.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601668,601668.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601669,601669.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601688,601688.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601689,601689.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601698,601698.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601727,601727.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601728,601728.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601766,601766.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601788,601788.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601800,601800.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601816,601816.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601818,601818.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601825,601825.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601838,601838.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601857,601857.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:01+00:00
WS:XSHG:601868,601868.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:601872,601872.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:601877,601877.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:601878,601878.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:601881,601881.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:601888,601888.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:601898,601898.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:601899,601899.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:601901,601901.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:601916,601916.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:601919,601919.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:601939,601939.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:601985,601985.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:601988,601988.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:601995,601995.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.041407867494824016,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:601998,601998.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:603019,603019.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.020703933747412008,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:603259,603259.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:603260,603260.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:603288,603288.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:603296,603296.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:603369,603369.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:603392,603392.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:603501,603501.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:603799,603799.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:603893,603893.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:603986,603986.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:603993,603993.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:605117,605117.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:605499,605499.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:688008,688008.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:688009,688009.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.0,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
WS:XSHG:688012,688012.SS,READY,,483,483,2024-09-02,2026-08-31,0,0,0.018633540372670808,PASS_HISTORY_CURRENT,2026-08-31,2026-09-01T04:48:13+00:00
