Projection_Order,Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,Evidence_Cohort,Source_ID,Instrument_Type,History_State,History_Observation_Count,History_Valid_Observation_Count,Liquidity_State,Liquidity_Bucket,Usable20,MedianTurnover20_EUR,Eligibility_DryRun,Stage_U_Status
268,WSSEC:WS:XNAS:FAST,WS:XNAS:FAST,XNAS,FAST,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,267731079.96,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
269,WSSEC:WS:XNAS:FCFS,WS:XNAS:FCFS,XNAS,FCFS,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,77239948.586818,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
270,WSSEC:WS:XNAS:FFIN,WS:XNAS:FFIN,XNAS,FFIN,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,STANDARD,20,17501683.000565,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
271,WSSEC:WS:XNAS:FFIV,WS:XNAS:FFIV,XNAS,FFIV,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,158511457.56,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
272,WSSEC:WS:XNAS:FISV,WS:XNAS:FISV,XNAS,FISV,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,501,501,LIQUIDITY_OK,PREFERRED,20,258082421.25,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
273,WSSEC:WS:XNAS:FIVE,WS:XNAS:FIVE,XNAS,FIVE,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,243739954.858368,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
274,WSSEC:WS:XNAS:FSLR,WS:XNAS:FSLR,XNAS,FSLR,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,310282969.03,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
275,WSSEC:WS:XNAS:FTNT,WS:XNAS:FTNT,XNAS,FTNT,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,544840910.14,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
276,WSSEC:WS:XNAS:GEHC,WS:XNAS:GEHC,XNAS,GEHC,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,158692732.23,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
277,WSSEC:WS:XNAS:GILD,WS:XNAS:GILD,XNAS,GILD,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,656490424.87,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
278,WSSEC:WS:XNAS:GNTX,WS:XNAS:GNTX,XNAS,GNTX,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,44093219.483893,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
279,WSSEC:WS:XNAS:HALO,WS:XNAS:HALO,XNAS,HALO,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,151711659.229959,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
280,WSSEC:WS:XNAS:HAS,WS:XNAS:HAS,XNAS,HAS,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,110026338.17,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
281,WSSEC:WS:XNAS:HLNE,WS:XNAS:HLNE,XNAS,HLNE,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,46996000.077828,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
282,WSSEC:WS:XNAS:HOOD,WS:XNAS:HOOD,XNAS,HOOD,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,1466708893.91,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
283,WSSEC:WS:XNAS:HQY,WS:XNAS:HQY,XNAS,HQY,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,61973288.486629,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
284,WSSEC:WS:XNAS:HSIC,WS:XNAS:HSIC,XNAS,HSIC,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,67805240.71,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
285,WSSEC:WS:XNAS:HWC,WS:XNAS:HWC,XNAS,HWC,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,46180487.191960,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
286,WSSEC:WS:XNAS:IBKR,WS:XNAS:IBKR,XNAS,IBKR,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,284456131.58,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
287,WSSEC:WS:XNAS:IBOC,WS:XNAS:IBOC,XNAS,IBOC,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,STANDARD,20,19213412.578255,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
288,WSSEC:WS:XNAS:IDCC,WS:XNAS:IDCC,XNAS,IDCC,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,58422969.491645,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
289,WSSEC:WS:XNAS:IDXX,WS:XNAS:IDXX,XNAS,IDXX,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,241495372.01,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
290,WSSEC:WS:XNAS:IESC,WS:XNAS:IESC,XNAS,IESC,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,70314986.398414,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
291,WSSEC:WS:XNAS:ILMN,WS:XNAS:ILMN,XNAS,ILMN,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,369895123.969416,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
292,WSSEC:WS:XNAS:INCY,WS:XNAS:INCY,XNAS,INCY,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,127626691.85,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
293,WSSEC:WS:XNAS:INTC,WS:XNAS:INTC,XNAS,INTC,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,7581187159.14,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
294,WSSEC:WS:XNAS:INTU,WS:XNAS:INTU,XNAS,INTU,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,1021769429.17,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
295,WSSEC:WS:XNAS:IPGP,WS:XNAS:IPGP,XNAS,IPGP,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,26245238.168877,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
296,WSSEC:WS:XNAS:ISRG,WS:XNAS:ISRG,XNAS,ISRG,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,657580382.34,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
297,WSSEC:WS:XNAS:JAZZ,WS:XNAS:JAZZ,XNAS,JAZZ,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,136829349.950388,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
298,WSSEC:WS:XNAS:JBHT,WS:XNAS:JBHT,XNAS,JBHT,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,178125119.48,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
299,WSSEC:WS:XNAS:JKHY,WS:XNAS:JKHY,XNAS,JKHY,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,124598864.04,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
300,WSSEC:WS:XNAS:KHC,WS:XNAS:KHC,XNAS,KHC,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,301670579.15,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
301,WSSEC:WS:XNAS:KLAC,WS:XNAS:KLAC,XNAS,KLAC,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,1453783883.64,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
302,WSSEC:WS:XNAS:KRYS,WS:XNAS:KRYS,XNAS,KRYS,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,69149170.254143,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
303,WSSEC:WS:XNAS:KTOS,WS:XNAS:KTOS,XNAS,KTOS,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,149052548.679676,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
304,WSSEC:WS:XNAS:LECO,WS:XNAS:LECO,XNAS,LECO,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,90158804.643938,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
305,WSSEC:WS:XNAS:LFUS,WS:XNAS:LFUS,XNAS,LFUS,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,68343006.438801,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
306,WSSEC:WS:XNAS:LITE,WS:XNAS:LITE,XNAS,LITE,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,3180105491.4,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
307,WSSEC:WS:XNAS:LIVN,WS:XNAS:LIVN,XNAS,LIVN,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,40646994.644271,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
308,WSSEC:WS:XNAS:LNT,WS:XNAS:LNT,XNAS,LNT,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,120748085.14,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
309,WSSEC:WS:XNAS:LNTH,WS:XNAS:LNTH,XNAS,LNTH,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,82507170.982272,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
310,WSSEC:WS:XNAS:LOPE,WS:XNAS:LOPE,XNAS,LOPE,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,41020567.499400,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
311,WSSEC:WS:XNAS:LSCC,WS:XNAS:LSCC,XNAS,LSCC,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,125653996.267207,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
312,WSSEC:WS:XNAS:LSTR,WS:XNAS:LSTR,XNAS,LSTR,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,45724231.139313,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
313,WSSEC:WS:XNAS:LULU,WS:XNAS:LULU,XNAS,LULU,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,333638823.22,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
314,WSSEC:WS:XNAS:MANH,WS:XNAS:MANH,XNAS,MANH,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,112025608.072209,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
315,WSSEC:WS:XNAS:MAR,WS:XNAS:MAR,XNAS,MAR,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,410761323.98,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
316,WSSEC:WS:XNAS:MAT,WS:XNAS:MAT,XNAS,MAT,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,44120277.882027,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
317,WSSEC:WS:XNAS:MCHP,WS:XNAS:MCHP,XNAS,MCHP,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,495597757.92,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
318,WSSEC:WS:XNAS:MDLZ,WS:XNAS:MDLZ,XNAS,MDLZ,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,377038371.15,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
319,WSSEC:WS:XNAS:MEDP,WS:XNAS:MEDP,XNAS,MEDP,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,102778070.121767,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
320,WSSEC:WS:XNAS:META,WS:XNAS:META,XNAS,META,US1,US1_SP500_COMMON_EVIDENCE_GATE,COMMON_STOCK,HISTORY_OK,502,502,LIQUIDITY_OK,PREFERRED,20,7785856567.99,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
321,WSSEC:WS:XNAS:MIDD,WS:XNAS:MIDD,XNAS,MIDD,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,51286539.761655,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
322,WSSEC:WS:XNAS:MKSI,WS:XNAS:MKSI,XNAS,MKSI,US2,US2_SP400_COMMON_ADMISSION,COMMON_STOCK,HISTORY_OK,500,500,LIQUIDITY_OK,PREFERRED,20,272697475.595543,PASS_STRICT_CANDIDATE,ELIGIBLE_INPUT
