WS_ID,Name,Country,Primary_Universe_Index,Primary_Ticker,Primary_MIC,ISIN,Universe_Status,Yahoo_Symbol_Before,Yahoo_Symbol_After,Yahoo_Mapping_Status,Yahoo_Mapping_Confidence,Resolved_Exchange_Ticker_Candidate,Prior_Run_Status,Prior_Reason_Code,Search_Attempted,Search_Query,Search_Result_Name,Search_Result_Exchange,Search_Score,Search_Margin,Search_Reason,Identity_Issues,Needs_Review
WS:SRC:ZA_TOP40:119B9827CB58256B,Valterra Platinum,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,VAL.JO,SEARCH_HIGH_CONFIDENCE,0.9,VAL,,,True,Valterra Platinum,Valterra Platinum Limited,JNB,0.9,0.25,SEARCH_HIGH_CONFIDENCE,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:13F6B84E5B9DFB4E,Investec PLC,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,INP.JO,SEARCH_HIGH_CONFIDENCE,0.9,INP,,,True,Investec PLC,Investec Group,JNB,0.9,0.25,SEARCH_HIGH_CONFIDENCE,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:SRC:ZA_TOP40:1A236465C92C27FB,Bidvest Group,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,BVT.JO,SEARCH_HIGH_CONFIDENCE,0.9,BVT,,,True,Bidvest Group,The Bidvest Group Limited,JNB,0.9,0.25,SEARCH_HIGH_CONFIDENCE,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:1A460F7B08BC8A81,Anglogold Ashanti,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,ANG.JO,SEARCH_HIGH_CONFIDENCE,0.9,ANG,,,True,Anglogold Ashanti,AngloGold Ashanti plc,JNB,0.9,0.25,SEARCH_HIGH_CONFIDENCE,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:1EFE66E75F1BEAE6,NEPI Rockcastle,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,NRP.JO,SEARCH_HIGH_CONFIDENCE,0.835294,NRP,,,True,NEPI Rockcastle,NEPI Rockcastle N.V.,JNB,0.835294,0.185294,SEARCH_HIGH_CONFIDENCE,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:226ACE3524DC99B3,Investec Ltd,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.9,,,,True,Investec Ltd,Investec Group,JNB,0.9,0.0,SEARCH_AMBIGUOUS,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:SRC:ZA_TOP40:269DEF2006BCDC3A,Implats,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_NO_QUOTES,0.0,,,,True,Implats,,,,,SEARCH_NO_QUOTES,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:2DF0FDC7A9EB6AF3,AB InBev,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.32,,,,True,AB InBev,Anheuser-Busch InBev SA/NV,BRU,0.32,0.0,SEARCH_AMBIGUOUS,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:302AA746912AD383,Prosus,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.7625,,,,True,Prosus,Prosus N.V.,JNB,0.7625,0.1125,SEARCH_AMBIGUOUS,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:SRC:ZA_TOP40:3372028E3DD353C9,Absa Group,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.65,,,,True,Absa Group,Absa Group Limited,PNK,0.65,0.0,SEARCH_AMBIGUOUS,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:3598A879F2EA6E99,Sanlam,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.65,,,,True,Sanlam,Sanlam Limited,FRA,0.65,0.542973,SEARCH_AMBIGUOUS,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:3A0242B9DA294CBC,Nedbank,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,NED.JO,SEARCH_HIGH_CONFIDENCE,0.9,NED,,,True,Nedbank,Nedbank Group Limited,JNB,0.9,0.25,SEARCH_HIGH_CONFIDENCE,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:3CA42D3A25639D8E,Sasol,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,SOLBE1.JO,SEARCH_HIGH_CONFIDENCE,0.9,SOLBE1,,,True,Sasol,Sasol Limited,JNB,0.9,0.25,SEARCH_HIGH_CONFIDENCE,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:5F247CB49B9B155E,Vodacom,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,VOD.JO,SEARCH_HIGH_CONFIDENCE,0.9,VOD,,,True,Vodacom,Vodacom Group Limited,JNB,0.9,0.25,SEARCH_HIGH_CONFIDENCE,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:670585B513E60D68,Woolworths Holdings,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,WHL.JO,SEARCH_HIGH_CONFIDENCE,0.9,WHL,,,True,Woolworths Holdings,Woolworths Holdings Limited,JNB,0.9,0.25,SEARCH_HIGH_CONFIDENCE,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:SRC:ZA_TOP40:72B40FB15EDACCA3,Clicks,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,CLS.JO,SEARCH_HIGH_CONFIDENCE,0.9,CLS,,,True,Clicks,Clicks Group Limited,JNB,0.9,0.25,SEARCH_HIGH_CONFIDENCE,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:8096AB44770BB485,MultiChoice,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_NO_QUOTES,0.0,,,,True,MultiChoice,,,,,SEARCH_NO_QUOTES,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:826AEDDC44AC58D6,RMH,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.716667,,,,True,RMH,RMB Holdings Limited,JNB,0.716667,0.502874,SEARCH_AMBIGUOUS,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:856ED7B9E6CBDE42,Glencore,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,GLN.JO,SEARCH_HIGH_CONFIDENCE,0.9,GLN,,,True,Glencore,Glencore plc,JNB,0.9,0.25,SEARCH_HIGH_CONFIDENCE,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:SRC:ZA_TOP40:8D915874D6D1F74D,Growthpoint Properties,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.65,,,,True,Growthpoint Properties,Growthpoint Properties Limited,PNK,0.65,0.0,SEARCH_AMBIGUOUS,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:92DB8C1EE0FA61A7,Exxaro,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.65,,,,True,Exxaro,Exxaro Resources Limited,JNB,0.65,0.183333,SEARCH_AMBIGUOUS,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:9CADEA732F4AE055,Remgro,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,REM.JO,SEARCH_HIGH_CONFIDENCE,0.9,REM,,,True,Remgro,Remgro Limited,JNB,0.9,0.25,SEARCH_HIGH_CONFIDENCE,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:A5EBFF44983C436F,Bidcorp,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_NO_QUOTES,0.0,,,,True,Bidcorp,,,,,SEARCH_NO_QUOTES,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:A707BAE04D25DE84,Gold Fields,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.65,,,,True,Gold Fields,Gold Fields Limited,NYQ,0.65,0.0,SEARCH_AMBIGUOUS,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:B9672938BA6AA893,FirstRand,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.9,,,,True,FirstRand,FirstRand Limited,JNB,0.9,0.119565,SEARCH_AMBIGUOUS,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:C3D446CB310D4D8C,Capitec,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.9,,,,True,Capitec,Capitec Limited,JNB,0.9,0.0,SEARCH_AMBIGUOUS,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:C46C9A1E2438665A,Anglo American,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,AGL.JO,SEARCH_HIGH_CONFIDENCE,0.9,AGL,,,True,Anglo American,Anglo American plc,JNB,0.9,0.25,SEARCH_HIGH_CONFIDENCE,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:SRC:ZA_TOP40:C4F89DB729DA585F,BHP,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.65,,,,True,BHP,BHP Group Limited,NYQ,0.65,0.0,SEARCH_AMBIGUOUS,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:SRC:ZA_TOP40:CA5BCEC12F716F44,BAT,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.30625,,,,True,BAT,Battalion Oil Corporation,ASE,0.30625,0.05625,SEARCH_AMBIGUOUS,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:CBBAA587AD49B821,Shoprite,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,SHP.JO,SEARCH_HIGH_CONFIDENCE,0.9,SHP,,,True,Shoprite,Shoprite Holdings Ltd,JNB,0.9,0.25,SEARCH_HIGH_CONFIDENCE,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:CCFFACA1ACD941D3,Standard Bank,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.9,,,,True,Standard Bank,Standard Bank Group Limited,JNB,0.9,0.0,SEARCH_AMBIGUOUS,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:D7462C43096E07C0,Reinet Investments,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,RNI.JO,SEARCH_HIGH_CONFIDENCE,0.821429,RNI,,,True,Reinet Investments,Reinet Investments S.C.A.,JNB,0.821429,0.226429,SEARCH_HIGH_CONFIDENCE,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:DE0F69D92EFF3FE9,Old Mutual,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,OMU.JO,SEARCH_HIGH_CONFIDENCE,0.9,OMU,,,True,Old Mutual,Old Mutual Limited,JNB,0.9,0.25,SEARCH_HIGH_CONFIDENCE,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:DFFDE2958F9E4E6C,Mondi,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.65,,,,True,Mondi,Mondi plc,PNK,0.65,0.0,SEARCH_AMBIGUOUS,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED;POSSIBLE_DUPLICATE,True
WS:SRC:ZA_TOP40:E375AA9FC9B15D90,Mr Price Group,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,MRP.JO,SEARCH_HIGH_CONFIDENCE,0.9,MRP,,,True,Mr Price Group,Mr Price Group Limited,JNB,0.9,0.25,SEARCH_HIGH_CONFIDENCE,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:E73C0A06AFFB5795,Northam Platinum,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,NPH.JO,SEARCH_HIGH_CONFIDENCE,0.9,NPH,,,True,Northam Platinum,Northam Platinum Holdings Limited,JNB,0.9,0.25,SEARCH_HIGH_CONFIDENCE,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:EAB90E933A288100,Naspers,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,NPN.JO,SEARCH_HIGH_CONFIDENCE,0.9,NPN,,,True,Naspers,Naspers Limited,JNB,0.9,0.25,SEARCH_HIGH_CONFIDENCE,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:EEEF37437472AD5D,Aspen Pharmacare,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.65,,,,True,Aspen Pharmacare,Aspen Pharmacare Holdings Limited,PNK,0.65,0.0,SEARCH_AMBIGUOUS,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:FA44132B238E6795,Discovery,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,,SEARCH_AMBIGUOUS,0.496,,,,True,Discovery,Discovery Mining Ltd.,OQX,0.496,0.0,SEARCH_AMBIGUOUS,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
WS:SRC:ZA_TOP40:FBAF8D9D0C6FF09E,MTN Group,South Africa,ZA_TOP40,,XJSE,,ACTIVE_SOURCE_CAPTURED,,MTN.JO,SEARCH_HIGH_CONFIDENCE,0.9,MTN,,,True,MTN Group,MTN Group Limited,JNB,0.9,0.25,SEARCH_HIGH_CONFIDENCE,MISSING_PRIMARY_TICKER;TEMPORARY_SOURCE_ID;ISIN_NOT_VERIFIED,True
