WS_ID,Primary_Universe_Index,Name,Yahoo_Symbol,Country,Lineage_Class_v0_22,In_Active_Source_v0_22,In_Full_Eligibility_v0_14,In_Strict_v0_14,In_Unresolved_Queue_v0_15,In_Research_Partial_v0_16
WS:US:FOX,US_SP1500,Fox Corporation (Class B),FOX,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:FOXA,US_SP1500,Fox Corporation (Class A),FOXA,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:FOXF,US_SP1500,Fox Factory,FOXF,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:FR,US_SP1500,First Industrial Realty Trust,FR,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:FRPT,US_SP1500,Freshpet,FRPT,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:FRT,US_SP1500,Federal Realty Investment Trust,FRT,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:FSLR,US_SP1500,First Solar,FSLR,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:FSS,US_SP1500,Federal Signal Corporation,FSS,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:FTDR,US_SP1500,"Frontdoor, Inc.",FTDR,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:FTI,US_SP1500,TechnipFMC,FTI,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:FTNT,US_SP1500,Fortinet,FTNT,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:FTRE,US_SP1500,Fortrea,FTRE,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:FTV,US_SP1500,Fortive,FTV,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:FUL,US_SP1500,H.B. Fuller Company,FUL,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:FULT,US_SP1500,Fulton Financial Corporation,FULT,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:FUN,US_SP1500,Six Flags,FUN,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:G,US_SP1500,Genpact,G,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GAP,US_SP1500,Gap Inc.,GAP,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GATX,US_SP1500,GATX,GATX,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GBCI,US_SP1500,Glacier Bancorp,GBCI,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GBX,US_SP1500,"The Greenbrier Companies, Inc.",GBX,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:GD,US_SP1500,General Dynamics,GD,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GDDY,US_SP1500,GoDaddy,GDDY,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GE,US_SP1500,GE Aerospace,GE,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GEF,US_SP1500,"Greif, Inc.",GEF,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GEHC,US_SP1500,GE HealthCare,GEHC,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GEN,US_SP1500,Gen Digital,GEN,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GEO,US_SP1500,"GEO Group, Inc.",GEO,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GEV,US_SP1500,GE Vernova,GEV,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GFF,US_SP1500,Griffon Corporation,GFF,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GGG,US_SP1500,Graco Inc.,GGG,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GHC,US_SP1500,Graham Holdings,GHC,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GIII,US_SP1500,"G-III Apparel Group, Ltd.",GIII,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:GILD,US_SP1500,Gilead Sciences,GILD,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GIS,US_SP1500,General Mills,GIS,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GKOS,US_SP1500,Glaukos Corp.,GKOS,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GL,US_SP1500,Globe Life,GL,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GLPI,US_SP1500,Gaming and Leisure Properties,GLPI,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GLW,US_SP1500,Corning Inc.,GLW,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GM,US_SP1500,General Motors,GM,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GME,US_SP1500,GameStop,GME,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GMED,US_SP1500,Globus Medical,GMED,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GNL,US_SP1500,"Global Net Lease, Inc.",GNL,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GNRC,US_SP1500,Generac,GNRC,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GNTX,US_SP1500,Gentex,GNTX,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GNW,US_SP1500,"Genworth Financial, Inc.",GNW,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GO,US_SP1500,Grocery Outlet,GO,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GOLF,US_SP1500,Acushnet Company,GOLF,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GOOG,US_SP1500,Alphabet Inc. (Class C),GOOG,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GOOGL,US_SP1500,Alphabet Inc. (Class A),GOOGL,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GPC,US_SP1500,Genuine Parts Company,GPC,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GPI,US_SP1500,"Group 1 Automotive, Inc.",GPI,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GPK,US_SP1500,Graphic Packaging,GPK,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GPN,US_SP1500,Global Payments,GPN,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GPOR,US_SP1500,Gulfport Energy Corporation,GPOR,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GRBK,US_SP1500,"Green Brick Partners, Inc.",GRBK,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:GRMN,US_SP1500,Garmin,GRMN,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GS,US_SP1500,Goldman Sachs,GS,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GSHD,US_SP1500,"Goosehead Insurance, Inc.",GSHD,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GT,US_SP1500,Goodyear Tire and Rubber Company,GT,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GTES,US_SP1500,Gates Corporation,GTES,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GTM,US_SP1500,ZoomInfo,GTM,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GTY,US_SP1500,Getty Realty Corp.,GTY,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:GVA,US_SP1500,"Granite Construction, Inc.",GVA,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GWRE,US_SP1500,Guidewire Software,GWRE,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GWW,US_SP1500,W. W. Grainger,GWW,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:GXO,US_SP1500,GXO Logistics,GXO,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:H,US_SP1500,Hyatt,H,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HAE,US_SP1500,Haemonetics,HAE,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HAFC,US_SP1500,Hanmi Financial Corporation,HAFC,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:HAL,US_SP1500,Halliburton,HAL,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HALO,US_SP1500,Halozyme,HALO,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HAS,US_SP1500,Hasbro,HAS,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HASI,US_SP1500,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",HASI,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HAYW,US_SP1500,"Hayward Holdings, Inc.",HAYW,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HBAN,US_SP1500,Huntington Bancshares,HBAN,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HCA,US_SP1500,HCA Healthcare,HCA,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HCC,US_SP1500,"Warrior Met Coal, Inc.",HCC,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HCI,US_SP1500,"HCI Group, Inc.",HCI,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HCSG,US_SP1500,"Healthcare Services Group, Inc.",HCSG,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:HD,US_SP1500,Home Depot (The),HD,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HE,US_SP1500,"Hawaiian Electric Industries, Inc.",HE,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HFWA,US_SP1500,Heritage Financial Corporation,HFWA,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:HGV,US_SP1500,Hilton Grand Vacations,HGV,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HIG,US_SP1500,Hartford (The),HIG,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HII,US_SP1500,Huntington Ingalls Industries,HII,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HIMS,US_SP1500,Hims & Hers Health,HIMS,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HIW,US_SP1500,Highwoods Properties,HIW,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HL,US_SP1500,Hecla Mining,HL,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HLI,US_SP1500,Houlihan Lokey,HLI,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HLIT,US_SP1500,Harmonic Inc.,HLIT,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:HLNE,US_SP1500,Hamilton Lane,HLNE,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HLT,US_SP1500,Hilton Worldwide,HLT,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HLX,US_SP1500,"Helix Energy Solutions Group, Inc.",HLX,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:HMN,US_SP1500,Horace Mann Educators Corporation,HMN,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:HNI,US_SP1500,HNI Corporation,HNI,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HOG,US_SP1500,Harley-Davidson,HOG,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HOMB,US_SP1500,Home BancShares,HOMB,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HON,US_SP1500,Honeywell Technologies,HON,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HONA,US_SP1500,Honeywell Aerospace,HONA,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:HOOD,US_SP1500,Robinhood Markets,HOOD,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HOPE,US_SP1500,"Hope Bancorp, Inc.",HOPE,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:HP,US_SP1500,"Helmerich & Payne, Inc.",HP,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HPE,US_SP1500,Hewlett Packard Enterprise,HPE,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HPQ,US_SP1500,HP Inc.,HPQ,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HQY,US_SP1500,HealthEquity,HQY,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HR,US_SP1500,Healthcare Realty Trust,HR,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HRB,US_SP1500,H&R Block,HRB,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HRL,US_SP1500,Hormel Foods,HRL,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HRMY,US_SP1500,"Harmony Biosciences Holdings, Inc.",HRMY,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HSIC,US_SP1500,Henry Schein,HSIC,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HST,US_SP1500,Host Hotels & Resorts,HST,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HSTM,US_SP1500,"HealthStream, Inc.",HSTM,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:HSY,US_SP1500,Hershey Company (The),HSY,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HTH,US_SP1500,Hilltop Holdings Inc.,HTH,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:HTLD,US_SP1500,"Heartland Express, Inc.",HTLD,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:HTO,US_SP1500,H2O America,HTO,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HUBB,US_SP1500,Hubbell Incorporated,HUBB,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HUBG,US_SP1500,"Hub Group, Inc.",HUBG,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HUM,US_SP1500,Humana,HUM,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HWC,US_SP1500,Hancock Whitney,HWC,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HWKN,US_SP1500,"Hawkins, Inc.",HWKN,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HWM,US_SP1500,Howmet Aerospace,HWM,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HXL,US_SP1500,Hexcel,HXL,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:HZO,US_SP1500,"MarineMax, Inc.",HZO,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:IART,US_SP1500,Integra Lifesciences Holdings,IART,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:IBKR,US_SP1500,Interactive Brokers,IBKR,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:IBM,US_SP1500,IBM,IBM,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:IBOC,US_SP1500,Intl Bancshares Corp,IBOC,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:IBP,US_SP1500,"Installed Building Products, Inc.",IBP,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:ICE,US_SP1500,Intercontinental Exchange,ICE,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:ICHR,US_SP1500,"Ichor Holdings, Ltd.",ICHR,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:ICUI,US_SP1500,ICU Medical,ICUI,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:IDA,US_SP1500,Idacorp,IDA,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:IDCC,US_SP1500,InterDigital,IDCC,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:IDXX,US_SP1500,Idexx Laboratories,IDXX,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:IESC,US_SP1500,IES Holdings,IESC,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:IEX,US_SP1500,IDEX Corporation,IEX,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:IFF,US_SP1500,International Flavors & Fragrances,IFF,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:IIPR,US_SP1500,"Innovative Industrial Properties, Inc.",IIPR,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:ILMN,US_SP1500,"Illumina, Inc.",ILMN,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:INCY,US_SP1500,Incyte,INCY,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:INDB,US_SP1500,Independent Bank Corp.,INDB,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:INDV,US_SP1500,Indivior,INDV,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:INGR,US_SP1500,Ingredion,INGR,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:INSP,US_SP1500,"Inspire Medical Systems, Inc.",INSP,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:INSW,US_SP1500,"International Seaways, Inc.",INSW,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:INTC,US_SP1500,Intel,INTC,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:INTU,US_SP1500,Intuit,INTU,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:INVA,US_SP1500,"Innoviva, Inc.",INVA,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:INVH,US_SP1500,Invitation Homes,INVH,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:INVX,US_SP1500,"Innovex International, Inc.",INVX,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:IOSP,US_SP1500,"Innospec, Inc.",IOSP,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:IP,US_SP1500,International Paper,IP,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:IPAR,US_SP1500,"Inter Parfums, Inc.",IPAR,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:IPGP,US_SP1500,IPG Photonics,IPGP,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:IQV,US_SP1500,IQVIA,IQV,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:IR,US_SP1500,Ingersoll Rand,IR,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:IRDM,US_SP1500,Iridium Communications,IRDM,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:IRM,US_SP1500,Iron Mountain,IRM,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:IRT,US_SP1500,Independence Realty Trust,IRT,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:ISRG,US_SP1500,Intuitive Surgical,ISRG,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:IT,US_SP1500,Gartner,IT,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:ITGR,US_SP1500,Integer Holdings Corporation,ITGR,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:ITRI,US_SP1500,"Itron, Inc.",ITRI,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:ITT,US_SP1500,ITT Inc.,ITT,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:ITW,US_SP1500,Illinois Tool Works,ITW,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:IVT,US_SP1500,InvenTrust Properties,IVT,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:IVZ,US_SP1500,Invesco,IVZ,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:J,US_SP1500,Jacobs Solutions,J,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:JAZZ,US_SP1500,Jazz Pharmaceuticals,JAZZ,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:JBGS,US_SP1500,JBG Smith,JBGS,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:JBHT,US_SP1500,J.B. Hunt,JBHT,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:JBL,US_SP1500,Jabil,JBL,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:JBLU,US_SP1500,JetBlue,JBLU,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:JBSS,US_SP1500,"John B. Sanfilippo & Son, Inc.",JBSS,,EXCLUDED_OTHER_NON_STRICT_REASON_NOT_CLASSIFIED_V0_22,True,True,False,False,False
WS:US:JBTM,US_SP1500,JBT Marel Corporation,JBTM,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:JCI,US_SP1500,Johnson Controls,JCI,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:JEF,US_SP1500,Jefferies,JEF,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:JJSF,US_SP1500,J&J Snack Foods Corp.,JJSF,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:JKHY,US_SP1500,Jack Henry & Associates,JKHY,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:JLL,US_SP1500,Jones Lang LaSalle,JLL,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
WS:US:JNJ,US_SP1500,Johnson & Johnson,JNJ,,INCLUDED_RESEARCH_PARTIAL_VERIFIED_STRICT,True,True,True,False,True
