WS_ID,Name,Country,Primary_Universe_Index,Primary_MIC,Primary_Ticker,Yahoo_Symbol,Primary_Currency,Currency_Normalized,Quote_Scale_To_Major_Currency,Instrument_Type,Instrument_Gate,Instrument_Gate_Reason,Scalable_Tradeability_Status,Cache_Status,Cache_Reason,Unique_Bars,Valid_Bars,FreeFloatMarketCap_EUR,FreeFloatMarketCap_Status,Usable20,Usable60,MedianTurnover20_EUR,MedianTurnover60_EUR,FX_Coverage20,FX_Coverage60,Liquidity_Data_Status,Liquidity_Last_Session,Liquidity_Gate,Liquidity_Bucket,Scalable_Gate,Strict_Eligibility,Blocking_Reasons,Instrument_Decision_v0_6,Instrument_Type_Resolved_v0_6,Instrument_Resolution_Method_v0_6,Instrument_Resolution_Reason_v0_6,Instrument_Evidence_URL_v0_6,Instrument_Evidence_Note_v0_6,Strict_Eligibility_v0_6,Instrument_Decision_v0_7,Instrument_Type_Resolved_v0_7,Instrument_Resolution_Method_v0_7,Instrument_Resolution_Reason_v0_7,Instrument_Evidence_URL_v0_7,Instrument_Evidence_Note_v0_7,Strict_Eligibility_v0_7,TMX_Target_Symbol,TMX_Suffix_Pattern
WS:XTSE:CSU,Constellation Software Inc.,Canada,CA_TSX,XTSE,CSU,CSU.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,107370599.78695607,102773009.94718084,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,CSU,NO_DOT_SUFFIX
WS:XTSE:CTC.A,Canadian Tire Corporation Limited Class A Non-Voting Shares,Canada,CA_TSX,XTSE,CTC.A,CTC-A.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,26043605.82743664,22799421.930151477,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,CTC.A,DOT_CLASS_LIKE
WS:XTSE:CU,Canadian Utilities Limited Class A Non-Voting Shares,Canada,CA_TSX,XTSE,CU,CU.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,21124453.885820687,17331592.481782075,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,CU,NO_DOT_SUFFIX
WS:XTSE:CVE,Cenovus Energy Inc.,Canada,CA_TSX,XTSE,CVE,CVE.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,120374638.99681692,120152102.45554748,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,CVE,NO_DOT_SUFFIX
WS:XTSE:DOL,Dollarama Inc.,Canada,CA_TSX,XTSE,DOL,DOL.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,61423819.255750105,70732905.86612162,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,DOL,NO_DOT_SUFFIX
WS:XTSE:DPM,DPM Metals Inc.,Canada,CA_TSX,XTSE,DPM,DPM.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,27166376.20342237,23791408.03773723,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,DPM,NO_DOT_SUFFIX
WS:XTSE:DSG,Descartes Systems Group Inc. (The),Canada,CA_TSX,XTSE,DSG,DSG.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,19914597.853169076,18168002.44032785,20,60,OK,2026-08-21,PASS,STANDARD_15_TO_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,DSG,NO_DOT_SUFFIX
WS:XTSE:DSV,Discovery Mining Ltd.,Canada,CA_TSX,XTSE,DSV,DSV.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,16382737.947863996,13589673.001473479,20,60,OK,2026-08-21,PASS,STANDARD_15_TO_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,DSV,NO_DOT_SUFFIX
WS:XTSE:EFX,Enerflex Ltd.,Canada,CA_TSX,XTSE,EFX,EFX.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,15969372.274271954,12484878.999469124,20,60,OK,2026-08-21,PASS,STANDARD_15_TO_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,EFX,NO_DOT_SUFFIX
WS:XTSE:ELD,Eldorado Gold Corporation,Canada,CA_TSX,XTSE,ELD,ELD.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,25107692.420216583,19241927.489149332,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,ELD,NO_DOT_SUFFIX
WS:XTSE:EMA,Emera Incorporated,Canada,CA_TSX,XTSE,EMA,EMA.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,59884671.2159213,46515044.566199616,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,EMA,NO_DOT_SUFFIX
WS:XTSE:ENB,Enbridge Inc.,Canada,CA_TSX,XTSE,ENB,ENB.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,567080356.0396025,331143793.7155508,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,ENB,NO_DOT_SUFFIX
WS:XTSE:EQX,Equinox Gold Corp.,Canada,CA_TSX,XTSE,EQX,EQX.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,43849650.57091005,35950633.322288826,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,EQX,NO_DOT_SUFFIX
WS:XTSE:FFH,Fairfax Financial Holdings Limited Subordinate Voting Shares,Canada,CA_TSX,XTSE,FFH,FFH.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,82887168.11638457,72506908.89763108,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,FFH,NO_DOT_SUFFIX
WS:XTSE:FM,First Quantum Minerals Ltd.,Canada,CA_TSX,XTSE,FM,FM.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,64540342.805934384,70711569.50757545,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,FM,NO_DOT_SUFFIX
WS:XTSE:FNV,Franco-Nevada Corporation,Canada,CA_TSX,XTSE,FNV,FNV.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,74961547.19538307,73788232.81983075,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,FNV,NO_DOT_SUFFIX
WS:XTSE:FSV,FirstService Corporation,Canada,CA_TSX,XTSE,FSV,FSV.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,19599517.912469804,16268505.182214549,20,60,OK,2026-08-21,PASS,STANDARD_15_TO_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,FSV,NO_DOT_SUFFIX
WS:XTSE:FTS,Fortis Inc.,Canada,CA_TSX,XTSE,FTS,FTS.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,72650057.96834712,69095488.34139222,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,FTS,NO_DOT_SUFFIX
WS:XTSE:FTT,Finning International Inc.,Canada,CA_TSX,XTSE,FTT,FTT.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,25800518.528316557,27988392.421441298,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,FTT,NO_DOT_SUFFIX
WS:XTSE:GFL,GFL Environmental Inc. subordinate voting shares,Canada,CA_TSX,XTSE,GFL,GFL.TO,CAD,CAD,1.0,UNKNOWN,NOT_VERIFIED,INSTRUMENT_TYPE_NOT_STRICTLY_VERIFIED,NOT_VERIFIED,READY,,503,503,,NOT_COLLECTED_BULK_RELIABLY_QA_ONLY,20,60,20993715.427167095,20039129.143141337,20,60,OK,2026-08-21,PASS,PREFERRED_GE_20M,PASS_OR_NOT_VERIFIED,NOT_VERIFIED,INSTRUMENT_NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,NOT_VERIFIED,UNKNOWN,TARGETED_REVIEW_REQUIRED,COMPOSITE_INCLUDES_COMMON_STOCKS_AND_INCOME_TRUST_UNITS,https://www.spglobal.com/spdji/en/methodology/article/sp-tsx-canadian-indices-methodology/,Official methodology explicitly states that the S&P/TSX Composite includes common stocks and income trust units. No group-wide PASS.,NOT_VERIFIED,GFL,NO_DOT_SUFFIX
