WS_ID,Gap_Family,Diagnostic_Classification,Provider_Symbol,Request_Mode,Repair_Pass,Primary_MIC,Primary_Ticker,Primary_Currency,Name,Country,Primary_Universe_Index,Yahoo_Mapping_Status,Pre_Status,Pre_Reason,Pre_Price_Rows,Post_Status,Post_Reason,Post_Price_Rows,Post_Unique_Bars,Post_Valid_Bars,Post_Repaired_Rows,Post_Suspicious_Returns,Post_First_Day,Post_Last_Day,Provider_Data_Returned,Controlled_Result,Eligibility_Promoted,Universe_Mutated,Mapping_Override_Created
WS:XPAR:RENA.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,RENA.PA,NORMAL_FIXED_WINDOW,False,XPAR,RENA.PA,EUR,RENAULT,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:RUBF.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,RUBF.PA,NORMAL_FIXED_WINDOW,False,XPAR,RUBF.PA,EUR,RUBIS,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:SASY.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,SASY.PA,NORMAL_FIXED_WINDOW,False,XPAR,SASY.PA,EUR,SANOFI,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:SCHN.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,SCHN.PA,NORMAL_FIXED_WINDOW,False,XPAR,SCHN.PA,EUR,SCHNEIDER ELECTRIC,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:SCOR.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,SCOR.PA,NORMAL_FIXED_WINDOW,False,XPAR,SCOR.PA,EUR,SCOR,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:SGEF.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,SGEF.PA,NORMAL_FIXED_WINDOW,False,XPAR,SGEF.PA,EUR,VINCI,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:SGOB.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,SGOB.PA,NORMAL_FIXED_WINDOW,False,XPAR,SGOB.PA,EUR,SAINT GOBAIN,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:SOGN.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,SOGN.PA,NORMAL_FIXED_WINDOW,False,XPAR,SOGN.PA,EUR,GRP SOCIETE GENERALE,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:SOIT.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,SOIT.PA,NORMAL_FIXED_WINDOW,False,XPAR,SOIT.PA,EUR,SOITEC,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:SOPR.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,SOPR.PA,NORMAL_FIXED_WINDOW,False,XPAR,SOPR.PA,EUR,SOPRA STERIA GROUP,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:STDM.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,STDM.PA,NORMAL_FIXED_WINDOW,False,XPAR,STDM.PA,EUR,SARTORIUS STEDIM BIOTECH,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:TCFP.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,TCFP.PA,NORMAL_FIXED_WINDOW,False,XPAR,TCFP.PA,EUR,THALES,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:TEPRF.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,TEPRF.PA,NORMAL_FIXED_WINDOW,False,XPAR,TEPRF.PA,EUR,TELEPERFORMANCE,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:TTEF.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,TTEF.PA,NORMAL_FIXED_WINDOW,False,XPAR,TTEF.PA,EUR,TOTALENERGIES,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:VLLP.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,VLLP.PA,NORMAL_FIXED_WINDOW,False,XPAR,VLLP.PA,EUR,VALLOUREC,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XPAR:VLOF.PA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,VLOF.PA,NORMAL_FIXED_WINDOW,False,XPAR,VLOF.PA,EUR,VALEO,FR,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XSTO:AVANZ.ST,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,AVANZ.ST,NORMAL_FIXED_WINDOW,False,XSTO,AVANZ.ST,SEK,AVANZA BANK HLDG,SE,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XSTO:EVOG.ST,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,EVOG.ST,NORMAL_FIXED_WINDOW,False,XSTO,EVOG.ST,SEK,EVOLUTION,SE,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XSTO:SOBIV.ST,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,SOBIV.ST,NORMAL_FIXED_WINDOW,False,XSTO,SOBIV.ST,SEK,SWEDISH ORPHAN BIOVITRUM,SE,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XWAR:ACPP.WA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,ACPP.WA,NORMAL_FIXED_WINDOW,False,XWAR,ACPP.WA,PLN,ASSECO POLAND,PL,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XWAR:ALEP.WA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,ALEP.WA,NORMAL_FIXED_WINDOW,False,XWAR,ALEP.WA,PLN,ALLEGRO.EU,PL,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XWAR:LPPP.WA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,LPPP.WA,NORMAL_FIXED_WINDOW,False,XWAR,LPPP.WA,PLN,LPP,PL,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XWAR:MILP.WA,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,MILP.WA,NORMAL_FIXED_WINDOW,False,XWAR,MILP.WA,PLN,BANK MILLENNIUM,PL,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XWBO:ATSV.VI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,ATSV.VI,NORMAL_FIXED_WINDOW,False,XWBO,ATSV.VI,EUR,AT&S AUSTRIA TECH.&SYSTEMTECH,AT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XWBO:BAWG.VI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,BAWG.VI,NORMAL_FIXED_WINDOW,False,XWBO,BAWG.VI,EUR,BAWAG GROUP AG,AT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XWBO:ERST.VI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,ERST.VI,NORMAL_FIXED_WINDOW,False,XWBO,ERST.VI,EUR,ERSTE GROUP BANK,AT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XWBO:OMVV.VI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,OMVV.VI,NORMAL_FIXED_WINDOW,False,XWBO,OMVV.VI,EUR,OMV,AT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XWBO:RBIV.VI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,RBIV.VI,NORMAL_FIXED_WINDOW,False,XWBO,RBIV.VI,EUR,RAIFFEISEN BANK INTERNATIONAL,AT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XWBO:VERB.VI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,VERB.VI,NORMAL_FIXED_WINDOW,False,XWBO,VERB.VI,EUR,VERBUND,AT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XWBO:VOES.VI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,VOES.VI,NORMAL_FIXED_WINDOW,False,XWBO,VOES.VI,EUR,VOESTALPINE,AT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
WS:XWBO:WBSV.VI,MAPPING,EXACT_PROVIDER_SYMBOL_NO_DATA,WBSV.VI,NORMAL_FIXED_WINDOW,False,XWBO,WBSV.VI,EUR,WIENERBERGER,AT,EU_STOXX600,FROZEN_V0_39_EXACT_RETRY,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,DOWNLOAD_FAILED,NO_DATA_IN_BATCH,0,0,0,0,0,,,False,RESIDUAL_NO_DATA,False,False,False
