JSE_ISIN,JSE_Issuer_Name,JSE_Issue_Description,JSE_Number_of_Securities,JSE_Nominal_Value,JSE_Currency_Code,JSE_Instrument_Type,JSE_Alpha_Code,JSE_Instrument_Version,JSE_Legacy_Field,JSE_Issuer_Registration_Number,JSE_Issuer_Income_Tax_Number,JSE_Trailing
ZAE000293726,Prescient Management Company (Rf) Ltd,Riscura Low Equity Prescient FoF B3,000000000000000,0000000000000,ZAC,UT,RILEB3,000,,2002/022560/06,,   
ZAE000284436,Prescient Management Company (Rf) Ltd,36OneQHFSNCL2AlphaCTLead,000000000000000,0000000000000,ZAC,UT,LEADA2,000,,2002/022560/06,,   
ZAE000284444,Prescient Management Company (Rf) Ltd,36OneSNQHFCL2AlphEq-Lead,000000000000000,0000000000000,ZAC,UT,LEADA3,000,,2002/022560/06,,   
ZAE000284451,Prescient Management Company (Rf) Ltd,36OneSNNQHFCL2 Lead,000000000000000,0000000000000,ZAC,UT,LEADA4,000,,2002/022560/06,,   
ZAE000284469,Prescient Management Company (Rf) Ltd,36OneSNNQHFCL3 Lead,000000000000000,0000000000000,ZAC,UT,LEADA5,000,,2002/022560/06,,   
ZAE000289583,Prescient Management Company (Rf) Ltd,Abax SA Absolute Prescient Fund B3,000000000000000,0000000000000,ZAC,UT,ASAPB3,000,,2002/022560/06,,   
ZAE000289849,Prescient Management Company (Rf) Ltd,PMK Income Prescient Fund of Funds A3,000000000000000,0000000000000,ZAC,UT,PMKFA3,000,,2002/022560/06,,   
ZAE000284295,Prescient Management Company (Rf) Ltd,Prescient Income Plus Fund A2,000000000000000,0000000000000,ZAC,UT,PLUSA2,000,,2002/022560/06,,   
ZAE000284303,Prescient Management Company (Rf) Ltd,Prescient Income Plus Fund B3,000000000000000,0000000000000,ZAC,UT,PLUSB3,000,,2002/022560/06,,   
ZAE000284311,Prescient Management Company (Rf) Ltd,ABAX SA Income Fund A1,000000000000000,0000000000000,ZAC,UT,ABAXA1,000,,2002/022560/06,,   
ZAE000284329,Prescient Management Company (Rf) Ltd,ABAX SA Income Fund B1,000000000000000,0000000000000,ZAC,UT,ABAXB1,000,,2002/022560/06,,   
ZAE000284337,Prescient Management Company (Rf) Ltd,ABAX SA Income Fund B2,000000000000000,0000000000000,ZAC,UT,ABAXB2,000,,2002/022560/06,,   
ZAE000284428,Prescient Management Company (Rf) Ltd,36OneQHFCL2 27FLSEQLead,000000000000000,0000000000000,ZAC,UT,LEADA1,000,,2002/022560/06,,   
ZAE000283297,Prescient Management Company (Rf) Ltd,ClucasGray Global Flexible Prescient Fund B1,000000000000000,0000000000000,ZAC,UT,CLUGB1,000,,2002/022560/06,,   
ZAE000283305,Prescient Management Company (Rf) Ltd,ClucasGray Global Flexible Prescient Fund B2,000000000000000,0000000000000,ZAC,UT,CLUGB2,000,,2002/022560/06,,   
ZAE000283313,Prescient Management Company (Rf) Ltd,ClucasGray Global Flexible Prescient Fund B3,000000000000000,0000000000000,ZAC,UT,CLUGB3,000,,2002/022560/06,,   
ZAE000283479,Prescient Management Company (Rf) Ltd,Dalebrook Multi Asset Income Prescient Fund B3,000000000000000,0000000000000,ZAC,UT,DALMB3,000,,2002/022560/06,,   
ZAE000284170,Prescient Management Company (Rf) Ltd,Prescient Global Balanced Feeder Fund A2,000000000000000,0000000000000,ZAC,UT,PRGFA2,000,,2002/022560/06,,   
ZAE000284188,Prescient Management Company (Rf) Ltd,Prescient Global Balanced Feeder Fund B3,000000000000000,0000000000000,ZAC,UT,PRGFB3,000,,2002/022560/06,,   
ZAE000279808,Prescient Management Company (Rf) Ltd,Nedbank ITF Diff Neural SA Eq Pres Fd B1,000000000000000,0000000000000,ZAC,UT,DNEPB1,000,,2002/022560/06,,   
ZAE000279816,Prescient Management Company (Rf) Ltd,Nedbank ITF Dif Ne SA Eq Pres Fd B3,000000000000000,0000000000000,ZAC,UT,DNEPB3,000,,2002/022560/06,,   
ZAE000280624,Prescient Management Company (Rf) Ltd,Constellation Protective Growth Pres Fd B2,000000000000000,0000000000000,ZAC,UT,COPFB2,000,,2002/022560/06,,   
ZAE000280632,Prescient Management Company (Rf) Ltd,Afena Money Market Prescient Fund B2,000000000000000,0000000000000,ZAC,UT,AMMB2,000,,2002/022560/06,,   
ZAE000283180,Prescient Management Company (Rf) Ltd,Hangala Capital Income Provider Fund B4,000000000000000,0000000000000,ZAC,UT,HPPFB4,000,,2002/022560/06,,   
ZAE000283289,Prescient Management Company (Rf) Ltd,ClucasGray Global Flexible Prescient Fund A1,000000000000000,0000000000000,ZAC,UT,CLUGA1,000,,2002/022560/06,,   
ZAE000279121,Prescient Management Company (Rf) Ltd,Metope Property Income Prescient Fund E,000000000000000,0000000000000,ZAC,UT,MPIPFE,000,,2002/022560/06,,   
ZAE000279139,Prescient Management Company (Rf) Ltd,Metope Property Income Prescient Fund F,000000000000000,0000000000000,ZAC,UT,MPIPFF,000,,2002/022560/06,,   
ZAE000279147,Prescient Management Company (Rf) Ltd,Metope Property Income Prescient Fund G,000000000000000,0000000000000,ZAC,UT,MPIPFG,000,,2002/022560/06,,   
ZAE000279568,Prescient Management Company (Rf) Ltd,Laurium Long Short Prescient RI Class B1,000000000000000,0000000000000,ZAC,UT,LAURB1,000,,2002/022560/06,,   
ZAE000279774,Prescient Management Company (Rf) Ltd,Fairtree Equity Prescient Fund B5,000000000000000,0000000000000,ZAC,UT,FEPFB5,000,,2002/022560/06,,   
ZAE000279790,Prescient Management Company (Rf) Ltd,Nedb ITF Differential Neul SA Eq Prescient Fund A1,000000000000000,0000000000000,ZAC,UT,DNEPA1,000,,2002/022560/06,,   
ZAE000278750,Prescient Management Company (Rf) Ltd,BENGUELA GLOBAL EQUITY ACI FEEDER FUND CLASS C1,000000000000000,0000000000000,ZAC,UT,BGEFC1,000,,2002/022560/06,,   
ZAE000278982,Prescient Management Company (Rf) Ltd,Seed Global Prescient Feeder Fund A1,000000000000000,0000000000000,ZAC,UT,SPFFA1,000,,2002/022560/06,,   
ZAE000279089,Prescient Management Company (Rf) Ltd,Metope Property Income Prescient Fund A,000000000000000,0000000000000,ZAC,UT,MPIPFA,000,,2002/022560/06,,   
ZAE000279097,Prescient Management Company (Rf) Ltd,Metope Property Income Prescient Fund B,000000000000000,0000000000000,ZAC,UT,MPIPFB,000,,2002/022560/06,,   
ZAE000279105,Prescient Management Company (Rf) Ltd,Metope Property Income Prescient Fund C,000000000000000,0000000000000,ZAC,UT,MPIPFC,000,,2002/022560/06,,   
ZAE000279113,Prescient Management Company (Rf) Ltd,Metope Property Income Prescient Fund D,000000000000000,0000000000000,ZAC,UT,MPIPFD,000,,2002/022560/06,,   
ZAE000272175,Prescient Management Company (Rf) Ltd,27four Shariah Balanced Prescient FdOFds B4,000000000000000,0000000000000,ZAC,UT,FSBFB4,000,,2002/022560/06,,   
ZAE000275483,Prescient Management Company (Rf) Ltd,Senqu LS RI HF H Series Lead,000000000000000,0000000000000,ZAC,UT,SLRSH,000,,2002/022560/06,,   
ZAE000275541,Prescient Management Company (Rf) Ltd,Catalyst Cash Enhanced Fund- Hangala Capital A4,000000000000000,0000000000000,ZAC,UT,CEHA4,000,,2002/022560/06,,   
ZAE000276739,Prescient Management Company (Rf) Ltd,Cat  Alpha Presc QI Hedge Fd B Srs Ld,000000000000000,0000000000000,ZAC,UT,CATHF1,000,,2002/022560/06,,   
ZAE000278735,Prescient Management Company (Rf) Ltd,BENGUELA GLOBAL EQUITY ACI FEEDER FUND CLASS A1,000000000000000,0000000000000,ZAC,UT,BGEFA1,000,,2002/022560/06,,   
ZAE000278743,Prescient Management Company (Rf) Ltd,BENGUELA GLOBAL EQUITY ACI FEEDER FUND CLASS B1,000000000000000,0000000000000,ZAC,UT,BGEFB1,000,,2002/022560/06,,   
ZAE000270476,Prescient Management Company (Rf) Ltd,Hangala Capital Income Provider Fund B1,000000000000000,0000000000000,ZAC,UT,HPIB1,000,,2002/022560/06,,   
ZAE000270484,Prescient Management Company (Rf) Ltd,Hangala Capital Income Provider Fund B2,000000000000000,0000000000000,ZAC,UT,HPIB2,000,,2002/022560/06,,   
ZAE000270880,Prescient Management Company (Rf) Ltd,Pinnacle Wealth Balanced Presc Fd of Fds  B1,000000000000000,0000000000000,ZAC,UT,PWMBB1,000,,2002/022560/06,,   
ZAE000271060,Prescient Management Company (Rf) Ltd,Prescient Wealth MN QI Hedge Fund Class C,000000000000000,0000000000000,ZAC,UT,PWHFC,000,,2002/022560/06,,   
ZAE000271342,Prescient Management Company (Rf) Ltd,Steyn Capital Equity Prescient Fund B5,000000000000000,0000000000000,ZAC,UT,STAYB5,000,,2002/022560/06,,   
ZAE000271862,Prescient Management Company (Rf) Ltd,AEON Active Equity Prescient Fund B2,000000000000000,0000000000000,ZAC,UT,AAEPB2,000,,2002/022560/06,,   
ZAE000269676,Prescient Management Company (Rf) Ltd,Pinnacle Wealth Balanced Presc Fd of Fds B3,000000000000000,0000000000000,ZAC,UT,PWFBB3,000,,2002/022560/06,,   
ZAE000269692,Prescient Management Company (Rf) Ltd,Prescient Core Global Equity Feed Fund B2,000000000000000,0000000000000,ZAC,UT,PRCFB2,000,,2002/022560/06,,   
ZAE000269775,Prescient Management Company (Rf) Ltd,36ONE SNN QI Fd,000000000000000,0000000000000,ZAC,UT,ONQJ19,000,,2002/022560/06,,   
ZAE000269783,Prescient Management Company (Rf) Ltd,36ONE SN N QI Fd,000000000000000,0000000000000,ZAC,UT,ONNJ19,000,,2002/022560/06,,   
ZAE000269916,Prescient Management Company (Rf) Ltd,Catalyst SA Property Equity Prescient Fund N,000000000000000,0000000000000,ZAC,UT,CSPFN,000,,2002/022560/06,,   
ZAE000270153,Prescient Management Company (Rf) Ltd,Cogito Alpha LS Prescient RI Hedge Fund Class C,000000000000000,0000000000000,ZAC,UT,COHFSL,000,,2002/022560/06,,   
ZAE000269478,Prescient Management Company (Rf) Ltd,Prescient Core Global Equity Feed Fund B1,000000000000000,0000000000000,ZAC,UT,PRCFB1,000,,2002/022560/06,,   
ZAE000269486,Prescient Management Company (Rf) Ltd,Prescient Core Global Equity Feed Fund B3,000000000000000,0000000000000,ZAC,UT,PRCGB3,000,,2002/022560/06,,   
ZAE000269494,Prescient Management Company (Rf) Ltd,36ONE SNN QI Fund,000000000000000,0000000000000,ZAC,UT,ONJN19,000,,2002/022560/06,,   
ZAE000269619,Prescient Management Company (Rf) Ltd,Fairtree Flexible Income Plus Prescient Fund B2,000000000000000,0000000000000,ZAC,UT,FFIPB2,000,,2002/022560/06,,   
ZAE000269635,Prescient Management Company (Rf) Ltd,Senqu LS RI HF - F Series Lead,000000000000000,0000000000000,ZAC,UT,SENSF,000,,2002/022560/06,,   
ZAE000269643,Prescient Management Company (Rf) Ltd,Senqu LS RI HF - G Series Lead,000000000000000,0000000000000,ZAC,UT,SENSG,000,,2002/022560/06,,   
ZAE000269411,Prescient Management Company (Rf) Ltd,PMK Managed Prescient Fund of Fund A3,000000000000000,0000000000000,ZAC,UT,PMMFA3,000,,2002/022560/06,,   
ZAE000269429,Prescient Management Company (Rf) Ltd,PMK Managed Prescient Fund of Fund B1,000000000000000,0000000000000,ZAC,UT,PMMFB1,000,,2002/022560/06,,   
ZAE000269437,Prescient Management Company (Rf) Ltd,PMK Managed Prescient Fund of Fund B2,000000000000000,0000000000000,ZAC,UT,PMMFB2,000,,2002/022560/06,,   
ZAE000269445,Prescient Management Company (Rf) Ltd,PMK Managed Prescient Fund of Fund B3,000000000000000,0000000000000,ZAC,UT,PMMFB3,000,,2002/022560/06,,   
ZAE000269452,Prescient Management Company (Rf) Ltd,PMK Managed Prescient Fund of Fund B4,000000000000000,0000000000000,ZAC,UT,PMMFB4,000,,2002/022560/06,,   
ZAE000269460,Prescient Management Company (Rf) Ltd,Prescient Core Global Equity Feed Fd A2,000000000000000,0000000000000,ZAC,UT,PREFA2,000,,2002/022560/06,,   
ZAE000268637,Prescient Management Company (Rf) Ltd,Fairtree Money Market Prescient Fund A1,000000000000000,0000000000000,ZAC,UT,FTMFA1,000,,2002/022560/06,,   
ZAE000268645,Prescient Management Company (Rf) Ltd,Fairtree Money Market Prescient Fund B1,000000000000000,0000000000000,ZAC,UT,FTMMB1,000,,2002/022560/06,,   
ZAE000268652,Prescient Management Company (Rf) Ltd,Fairtree Money Market Prescient Fund B2,000000000000000,0000000000000,ZAC,UT,FTMPB2,000,,2002/022560/06,,   
ZAE000269387,Prescient Management Company (Rf) Ltd,Meago Enhanced Global Property Prescient Fund B2,000000000000000,0000000000000,ZAC,UT,MEGPP4,000,,2002/022560/06,,   
ZAE000269395,Prescient Management Company (Rf) Ltd,PMK Managed Prescient Fund of Fund A1,000000000000000,0000000000000,ZAC,UT,PMMFA1,000,,2002/022560/06,,   
ZAE000269403,Prescient Management Company (Rf) Ltd,PMK Managed Prescient Fund of Fund A2,000000000000000,0000000000000,ZAC,UT,PMMFA2,000,,2002/022560/06,,   
ZAE000268207,Prescient Management Company (Rf) Ltd,Prescient Core Capped Equity Fund B5,000000000000000,0000000000000,ZAC,UT,PCCFB5,000,,2002/022560/06,,   
ZAE000268215,Prescient Management Company (Rf) Ltd,Laurium Balanced Prescient Fund B5,000000000000000,0000000000000,ZAC,UT,LBPFB5,000,,2002/022560/06,,   
ZAE000268421,Prescient Management Company (Rf) Ltd,Fairtree Select Equity Prescient Fund B5,000000000000000,0000000000000,ZAC,UT,FASPB5,000,,2002/022560/06,,   
ZAE000268579,Prescient Management Company (Rf) Ltd,36ONEQIHFCL4JAN18,000000000000000,0000000000000,ZAC,UT,NEQN18,000,,2002/022560/06,,   
ZAE000268587,Prescient Management Company (Rf) Ltd,36ONEQIHFCL4JUL18,000000000000000,0000000000000,ZAC,UT,NEJL18,000,,2002/022560/06,,   
ZAE000268595,Prescient Management Company (Rf) Ltd,36ONEQIHFCL4OCT18,000000000000000,0000000000000,ZAC,UT,NEOC18,000,,2002/022560/06,,   
ZAE000267944,Prescient Management Company (Rf) Ltd,PMK Worldwide Growth Prescient Fund of Fund A3,000000000000000,0000000000000,ZAC,UT,PMKWA3,000,,2002/022560/06,,   
ZAE000268157,Prescient Management Company (Rf) Ltd,Prescient Core Capped Equity Fund A2,000000000000000,0000000000000,ZAC,UT,PCCFA2,000,,2002/022560/06,,   
ZAE000268165,Prescient Management Company (Rf) Ltd,Prescient Core Capped Equity Fund B1,000000000000000,0000000000000,ZAC,UT,PCCFB1,000,,2002/022560/06,,   
ZAE000268173,Prescient Management Company (Rf) Ltd,Prescient Core Capped Equity Fund B2,000000000000000,0000000000000,ZAC,UT,PCCFB2,000,,2002/022560/06,,   
ZAE000268181,Prescient Management Company (Rf) Ltd,Prescient Core Capped Equity Fund B3,000000000000000,0000000000000,ZAC,UT,PCCFB3,000,,2002/022560/06,,   
ZAE000268199,Prescient Management Company (Rf) Ltd,Prescient Core Capped Equity Fund B4,000000000000000,0000000000000,ZAC,UT,PCCFB4,000,,2002/022560/06,,   
ZAE000266870,Prescient Management Company (Rf) Ltd,AEON Active Equity Prescient Fund B1,000000000000000,0000000000000,ZAC,UT,AAEPB1,000,,2002/022560/06,,   
ZAE000266888,Prescient Management Company (Rf) Ltd,AEON Active Equity Prescient Fund B3,000000000000000,0000000000000,ZAC,UT,AAEPB3,000,,2002/022560/06,,   
ZAE000267902,Prescient Management Company (Rf) Ltd,PMK Income Prescient Fund of Fund B4,000000000000000,0000000000000,ZAC,UT,PMKIB4,000,,2002/022560/06,,   
ZAE000267910,Prescient Management Company (Rf) Ltd,PMK Stable Prescient Fund of Fund A3,000000000000000,0000000000000,ZAC,UT,PMKSA3,000,,2002/022560/06,,   
ZAE000267928,Prescient Management Company (Rf) Ltd,PMK Balanced Prescient Fund of Fund A3,000000000000000,0000000000000,ZAC,UT,PMKBA3,000,,2002/022560/06,,   
ZAE000267936,Prescient Management Company (Rf) Ltd,PMK Global Flexible Prescient Fund of Fund A3,000000000000000,0000000000000,ZAC,UT,PMKGA3,000,,2002/022560/06,,   
ZAE000266664,Prescient Management Company (Rf) Ltd,Fairtree Select Equity Prescient Fund A1,000000000000000,0000000000000,ZAC,UT,FSEA1,000,,2002/022560/06,,   
ZAE000266672,Prescient Management Company (Rf) Ltd,Fairtree Select Equity Prescient Fund B1,000000000000000,0000000000000,ZAC,UT,FSEB1,000,,2002/022560/06,,   
ZAE000266680,Prescient Management Company (Rf) Ltd,Fairtree Select Equity Prescient Fund B2,000000000000000,0000000000000,ZAC,UT,FSEB2,000,,2002/022560/06,,   
ZAE000266698,Prescient Management Company (Rf) Ltd,Fairtree Select Equity Prescient Fund B4,000000000000000,0000000000000,ZAC,UT,FSEB4,000,,2002/022560/06,,   
ZAE000266839,Prescient Management Company (Rf) Ltd,Senqu LS RI HF E Series Lead,000000000000000,0000000000000,ZAC,UT,SLSES,000,,2002/022560/06,,   
ZAE000266862,Prescient Management Company (Rf) Ltd,AEON Active Equity Prescient Fund A1,000000000000000,0000000000000,ZAC,UT,AAEA1,000,,2002/022560/06,,   
ZAE000266490,Prescient Management Company (Rf) Ltd,Laurium Income Prescient Fund A1,000000000000000,0000000000000,ZAC,UT,LIPFA1,000,,2002/022560/06,,   
ZAE000266508,Prescient Management Company (Rf) Ltd,Laurium Income Prescient Fund A2,000000000000000,0000000000000,ZAC,UT,LIPFA2,000,,2002/022560/06,,   
ZAE000266524,Prescient Management Company (Rf) Ltd,Laurium Income Prescient Fund A3,000000000000000,0000000000000,ZAC,UT,LIPFA3,000,,2002/022560/06,,   
ZAE000266532,Prescient Management Company (Rf) Ltd,Laurium Income Prescient Fund A4,000000000000000,0000000000000,ZAC,UT,LIPFA4,000,,2002/022560/06,,   
ZAE000266540,Prescient Management Company (Rf) Ltd,Laurium Income Prescient Fund A5,000000000000000,0000000000000,ZAC,UT,LIPFA5,000,,2002/022560/06,,   
ZAE000266557,Prescient Management Company (Rf) Ltd,Laurium Income Prescient Fund B3,000000000000000,0000000000000,ZAC,UT,LIPFB3,000,,2002/022560/06,,   
ZAE000265856,Prescient Management Company (Rf) Ltd,Meth FR Eq Pres Fd B1,000000000000000,0000000000000,ZAC,UT,MTDFB1,000,,2002/022560/06,,   
ZAE000265864,Prescient Management Company (Rf) Ltd,Meth FR Eq Pres Fd B2,000000000000000,0000000000000,ZAC,UT,MTEQB2,000,,2002/022560/06,,   
ZAE000265914,Prescient Management Company (Rf) Ltd,Constellation Protected Growth Prescient Fund A1,000000000000000,0000000000000,ZAC,UT,CPWA1,000,,2002/022560/06,,   
ZAE000266425,Prescient Management Company (Rf) Ltd,Hangala Capital Corporate Fund A1,000000000000000,0000000000000,ZAC,UT,HPCA1,000,,2002/022560/06,,   
ZAE000266433,Prescient Management Company (Rf) Ltd,Hangala Capital Corporate Fund A2,000000000000000,0000000000000,ZAC,UT,HPCA2,000,,2002/022560/06,,   
ZAE000266441,Prescient Management Company (Rf) Ltd,36ONEQIHFCLNFPJUN18,000000000000000,0000000000000,ZAC,UT,NQJN18,000,,2002/022560/06,,   
ZAE000265740,Prescient Management Company (Rf) Ltd,Laurium Stable Prescient Fund A1,000000000000000,0000000000000,ZAC,UT,LUSPA1,000,,2002/022560/06,,   
ZAE000265757,Prescient Management Company (Rf) Ltd,Laurium Stable Prescient Fund A2,000000000000000,0000000000000,ZAC,UT,LUSFA2,000,,2002/022560/06,,   
ZAE000265765,Prescient Management Company (Rf) Ltd,Laurium Stable Prescient Fund B3,000000000000000,0000000000000,ZAC,UT,LSBPB3,000,,2002/022560/06,,   
ZAE000265773,Prescient Management Company (Rf) Ltd,Laurium Stable Prescient Fund A3,000000000000000,0000000000000,ZAC,UT,LUSFA3,000,,2002/022560/06,,   
ZAE000265781,Prescient Management Company (Rf) Ltd,Laurium Long Short Prescient RI Class D,000000000000000,0000000000000,ZAC,UT,LLSCD,000,,2002/022560/06,,   
ZAE000265799,Prescient Management Company (Rf) Ltd,Laurium Market Neutral Prescient RI Class D,000000000000000,0000000000000,ZAC,UT,LMNCD,000,,2002/022560/06,,   
ZAE000265328,Prescient Management Company (Rf) Ltd,PMK Income Prescient Fund of Funds B3,000000000000000,0000000000000,ZAC,UT,PCPFB3,000,,2002/022560/06,,   
ZAE000265336,Prescient Management Company (Rf) Ltd,PMK Balanced Prescient Fund of Funds A1,000000000000000,0000000000000,ZAC,UT,PBFFA1,000,,2002/022560/06,,   
ZAE000265344,Prescient Management Company (Rf) Ltd,PMK Balanced Prescient Fund of Funds A2,000000000000000,0000000000000,ZAC,UT,PBFFA2,000,,2002/022560/06,,   
ZAE000265351,Prescient Management Company (Rf) Ltd,PMK Balanced Prescient Fund of Funds B1,000000000000000,0000000000000,ZAC,UT,PBFFB1,000,,2002/022560/06,,   
ZAE000265369,Prescient Management Company (Rf) Ltd,PMK Balanced Prescient Fund of Funds B2,000000000000000,0000000000000,ZAC,UT,PBFFB2,000,,2002/022560/06,,   
ZAE000265377,Prescient Management Company (Rf) Ltd,PMK Balanced Prescient Fund of Funds B3,000000000000000,0000000000000,ZAC,UT,PBFFB3,000,,2002/022560/06,,   
ZAE000265260,Prescient Management Company (Rf) Ltd,TRG Stable Prescient Fund of Funds A1,000000000000000,0000000000000,ZAC,UT,TRGSA1,000,,2002/022560/06,,   
ZAE000265278,Prescient Management Company (Rf) Ltd,TRG Stable Prescient Fund of Funds B1,000000000000000,0000000000000,ZAC,UT,TRGSB1,000,,2002/022560/06,,   
ZAE000265286,Prescient Management Company (Rf) Ltd,TRG Stable Prescient Fund of Funds B3,000000000000000,0000000000000,ZAC,UT,TRGSB3,000,,2002/022560/06,,   
ZAE000265294,Prescient Management Company (Rf) Ltd,PMK Income Prescient Fund of Funds A2,000000000000000,0000000000000,ZAC,UT,PIFFA2,000,,2002/022560/06,,   
ZAE000265302,Prescient Management Company (Rf) Ltd,PMK Income Prescient Fund of Funds B1,000000000000000,0000000000000,ZAC,UT,PMFFB1,000,,2002/022560/06,,   
ZAE000265310,Prescient Management Company (Rf) Ltd,PMK Income Prescient Fund of Funds B2,000000000000000,0000000000000,ZAC,UT,PKIFB2,000,,2002/022560/06,,   
ZAE000265203,Prescient Management Company (Rf) Ltd,PMK Global Flexible Prescient Fund of Funds B1,000000000000000,0000000000000,ZAC,UT,PLXFB1,000,,2002/022560/06,,   
ZAE000265211,Prescient Management Company (Rf) Ltd,TRG Income Prescient Fund of Funds B1,000000000000000,0000000000000,ZAC,UT,TRGIB1,000,,2002/022560/06,,   
ZAE000265229,Prescient Management Company (Rf) Ltd,PMK Global Flexible Prescient Fund of Funds B2,000000000000000,0000000000000,ZAC,UT,PXOFB2,000,,2002/022560/06,,   
ZAE000265237,Prescient Management Company (Rf) Ltd,TRG Income Prescient Fund of Funds B3,000000000000000,0000000000000,ZAC,UT,TRGIB3,000,,2002/022560/06,,   
ZAE000265245,Prescient Management Company (Rf) Ltd,PMK Global Flexible Prescient Fund of Funds B3,000000000000000,0000000000000,ZAC,UT,PGFXB3,000,,2002/022560/06,,   
ZAE000265252,Prescient Management Company (Rf) Ltd,PMK Income Prescient Fund of Funds A1,000000000000000,0000000000000,ZAC,UT,PMINA1,000,,2002/022560/06,,   
ZAE000265138,Prescient Management Company (Rf) Ltd,TRG Moderate Prescient Fund of Funds A1,000000000000000,0000000000000,ZAC,UT,TRGMA1,000,,2002/022560/06,,   
ZAE000265146,Prescient Management Company (Rf) Ltd,TRG Moderate Prescient Fund of Funds B1,000000000000000,0000000000000,ZAC,UT,TRGMB1,000,,2002/022560/06,,   
ZAE000265153,Prescient Management Company (Rf) Ltd,PMK Global Flexible Prescient Fund of Funds A1,000000000000000,0000000000000,ZAC,UT,PGFFA1,000,,2002/022560/06,,   
ZAE000265161,Prescient Management Company (Rf) Ltd,TRG Moderate Prescient Fund of Funds B3,000000000000000,0000000000000,ZAC,UT,TRGMB3,000,,2002/022560/06,,   
ZAE000265187,Prescient Management Company (Rf) Ltd,PMK Global Flexible Prescient Fund of Funds A2,000000000000000,0000000000000,ZAC,UT,PMPFA2,000,,2002/022560/06,,   
ZAE000265195,Prescient Management Company (Rf) Ltd,TRG Income Prescient Fund of Funds A1,000000000000000,0000000000000,ZAC,UT,TRGIA1,000,,2002/022560/06,,   
ZAE000265070,Prescient Management Company (Rf) Ltd,PMK Stable Prescient Fund of Funds A2,000000000000000,0000000000000,ZAC,UT,PMKSA2,000,,2002/022560/06,,   
ZAE000265088,Prescient Management Company (Rf) Ltd,TRG Balanced Prescient Fund of Funds B1,000000000000000,0000000000000,ZAC,UT,TRGBB1,000,,2002/022560/06,,   
ZAE000265096,Prescient Management Company (Rf) Ltd,PMK Stable Prescient Fund of Funds B1,000000000000000,0000000000000,ZAC,UT,PSPFB1,000,,2002/022560/06,,   
ZAE000265104,Prescient Management Company (Rf) Ltd,TRG Balanced Prescient Fund of Funds B3,000000000000000,0000000000000,ZAC,UT,TRGBB3,000,,2002/022560/06,,   
ZAE000265112,Prescient Management Company (Rf) Ltd,PMK Stable Prescient Fund of Funds B2,000000000000000,0000000000000,ZAC,UT,PSBPB2,000,,2002/022560/06,,   
ZAE000265120,Prescient Management Company (Rf) Ltd,PMK Stable Prescient Fund of Funds B3,000000000000000,0000000000000,ZAC,UT,PSTPB3,000,,2002/022560/06,,   
ZAE000265005,Prescient Management Company (Rf) Ltd,TRG Flexible Prescient Fund of Funds B3,000000000000000,0000000000000,ZAC,UT,TRGB3,000,,2002/022560/06,,   
ZAE000265013,Prescient Management Company (Rf) Ltd,PMK Growth Prescient Fund of Funds B3,000000000000000,0000000000000,ZAC,UT,PKGOB3,000,,2002/022560/06,,   
ZAE000265021,Prescient Management Company (Rf) Ltd,TRG Flexible Prescient Fund of Funds B1,000000000000000,0000000000000,ZAC,UT,TRGB1,000,,2002/022560/06,,   
ZAE000265039,Prescient Management Company (Rf) Ltd,TRG Flexible Prescient Fund of Funds A1,000000000000000,0000000000000,ZAC,UT,TRGA1,000,,2002/022560/06,,   
ZAE000265054,Prescient Management Company (Rf) Ltd,PMK Stable Prescient Fund of Funds A1,000000000000000,0000000000000,ZAC,UT,PMSBA1,000,,2002/022560/06,,   
ZAE000265062,Prescient Management Company (Rf) Ltd,TRG Balanced Prescient Fund of Funds A1,000000000000000,0000000000000,ZAC,UT,TRGBA1,000,,2002/022560/06,,   
ZAE000264636,Prescient Management Company (Rf) Ltd,27four Fosfate Accel Pres RI Fd of Hedge Fds Cl B,000000000000000,0000000000000,ZAC,UT,FFACB,000,,2002/022560/06,,   
ZAE000264818,Prescient Management Company (Rf) Ltd,Prescient Money Market Fund B2,000000000000000,0000000000000,ZAC,UT,PTMMB2,000,,2002/022560/06,,   
ZAE000264966,Prescient Management Company (Rf) Ltd,PMK Growth Prescient Fund of Funds A1,000000000000000,0000000000000,ZAC,UT,PMKFA1,000,,2002/022560/06,,   
ZAE000264974,Prescient Management Company (Rf) Ltd,PMK Growth Prescient Fund of Funds A2,000000000000000,0000000000000,ZAC,UT,PMGPA2,000,,2002/022560/06,,   
ZAE000264982,Prescient Management Company (Rf) Ltd,PMK Growth Prescient Fund of Funds B1,000000000000000,0000000000000,ZAC,UT,PMPSB1,000,,2002/022560/06,,   
ZAE000264990,Prescient Management Company (Rf) Ltd,PMK Growth Prescient Fund of Funds B2,000000000000000,0000000000000,ZAC,UT,PKPFB2,000,,2002/022560/06,,   
ZAE000264412,Prescient Management Company (Rf) Ltd,Nedbank ITF Rexsolom WW Flex Prescient Fd B1,000000000000000,0000000000000,ZAC,UT,NRFB1,000,,2002/022560/06,,   
ZAE000264446,Prescient Management Company (Rf) Ltd,Prescient Pinebridge Glob Foc Eqt Feeder Fd B1,000000000000000,0000000000000,ZAC,UT,PGFEB1,000,,2002/022560/06,,   
