Security_Key,Source_WS_ID,R1_Materialized,R1_Independent,R1_Exact,TrueRange_Current_Materialized,TrueRange_Current_Independent,TrueRange_Current_Exact
WSSEC:WS:XNYS:CRL,WS:XNYS:CRL,0.06169551327866296,0.06169551327866296,True,21.449981689453125,21.449981689453125,True
WSSEC:WS:XNYS:CRM,WS:XNYS:CRM,0.002693826857125492,0.002693826857125492,True,5.089996337890625,5.089996337890625,True
WSSEC:WS:XNYS:CRS,WS:XNYS:CRS,-0.012790358921778044,-0.012790358921778044,True,10.05999755859375,10.05999755859375,True
WSSEC:WS:XNYS:CSL,WS:XNYS:CSL,0.010009513105490697,0.010009513105490697,True,11.40997314453125,11.40997314453125,True
WSSEC:WS:XNYS:CTVA,WS:XNYS:CTVA,-0.012061691653677431,-0.012061691653677431,True,2.470001220703125,2.470001220703125,True
WSSEC:WS:XNYS:CVNA,WS:XNYS:CVNA,0.003596552611295989,0.003596552611295989,True,2.0849990844726562,2.0849990844726562,True
WSSEC:WS:XNYS:CVS,WS:XNYS:CVS,-0.00943393376235424,-0.00943393376235424,True,1.5100021362304688,1.5100021362304688,True
WSSEC:WS:XNYS:CVX,WS:XNYS:CVX,0.0006812291051070396,0.0006812291051070396,True,3.230010986328125,3.230010986328125,True
WSSEC:WS:XNYS:CW,WS:XNYS:CW,-0.0004399317074763598,-0.0004399317074763598,True,8.510009765625,8.510009765625,True
WSSEC:WS:XNYS:CXT,WS:XNYS:CXT,0.0035079992385660397,0.0035079992385660397,True,1.3600006103515625,1.3600006103515625,True
WSSEC:WS:XNYS:D,WS:XNYS:D,-0.012587815368896305,-0.012587815368896305,True,1.0399971008300781,1.0399971008300781,True
WSSEC:WS:XNYS:DAL,WS:XNYS:DAL,0.012354766192421707,0.012354766192421707,True,2.8799972534179688,2.8799972534179688,True
WSSEC:WS:XNYS:DAR,WS:XNYS:DAR,-0.03212977768065939,-0.03212977768065939,True,2.900005340576172,2.900005340576172,True
WSSEC:WS:XNYS:DCI,WS:XNYS:DCI,-0.00428045738236571,-0.00428045738236571,True,1.1299972534179688,1.1299972534179688,True
WSSEC:WS:XNYS:DE,WS:XNYS:DE,-0.020493852437861948,-0.020493852437861948,True,18.47998046875,18.47998046875,True
WSSEC:WS:XNYS:DG,WS:XNYS:DG,0.016003319482544853,0.016003319482544853,True,4.3899993896484375,4.3899993896484375,True
WSSEC:WS:XNYS:DHI,WS:XNYS:DHI,0.0012842115782389918,0.0012842115782389918,True,2.1199951171875,2.1199951171875,True
WSSEC:WS:XNYS:DHR,WS:XNYS:DHR,0.009974755092162946,0.009974755092162946,True,7.649993896484375,7.649993896484375,True
WSSEC:WS:XNYS:DINO,WS:XNYS:DINO,-0.05703192858781492,-0.05703192858781492,True,9.729995727539062,9.729995727539062,True
WSSEC:WS:XNYS:DIS,WS:XNYS:DIS,0.02029768502517082,0.02029768502517082,True,2.2900009155273438,2.2900009155273438,True
WSSEC:WS:XNYS:DKS,WS:XNYS:DKS,0.020470455603001536,0.020470455603001536,True,3.9099960327148438,3.9099960327148438,True
WSSEC:WS:XNYS:DLB,WS:XNYS:DLB,-0.0055507317667732314,-0.0055507317667732314,True,1.470001220703125,1.470001220703125,True
WSSEC:WS:XNYS:DOCN,WS:XNYS:DOCN,0.12309823534343112,0.12309823534343112,True,19.009994506835938,19.009994506835938,True
WSSEC:WS:XNYS:DOCS,WS:XNYS:DOCS,0.027958618352039055,0.027958618352039055,True,0.75,0.75,True
WSSEC:WS:XNYS:DOV,WS:XNYS:DOV,-0.006030785573772568,-0.006030785573772568,True,2.279998779296875,2.279998779296875,True
WSSEC:WS:XNYS:DPZ,WS:XNYS:DPZ,-0.01146980393513386,-0.01146980393513386,True,6.290008544921875,6.290008544921875,True
WSSEC:WS:XNYS:DRI,WS:XNYS:DRI,-0.030183896647250852,-0.030183896647250852,True,7.470001220703125,7.470001220703125,True
WSSEC:WS:XNYS:DT,WS:XNYS:DT,0.022850963913267908,0.022850963913267908,True,1.5100021362304688,1.5100021362304688,True
WSSEC:WS:XNYS:DTM,WS:XNYS:DTM,-0.006435702802047527,-0.006435702802047527,True,2.1699981689453125,2.1699981689453125,True
WSSEC:WS:XNYS:DUK,WS:XNYS:DUK,-0.008233290944094973,-0.008233290944094973,True,1.8699951171875,1.8699951171875,True
WSSEC:WS:XNYS:DVA,WS:XNYS:DVA,-0.046248778251234746,-0.046248778251234746,True,9.459991455078125,9.459991455078125,True
WSSEC:WS:XNYS:DVN,WS:XNYS:DVN,0.01790176090678619,0.01790176090678619,True,1.6699981689453125,1.6699981689453125,True
WSSEC:WS:XNYS:DY,WS:XNYS:DY,-0.0008567512352926077,-0.0008567512352926077,True,8.44000244140625,8.44000244140625,True
WSSEC:WS:XNYS:ECL,WS:XNYS:ECL,-0.0048785996587175084,-0.0048785996587175084,True,4.3900146484375,4.3900146484375,True
WSSEC:WS:XNYS:ED,WS:XNYS:ED,0.0009745490062009754,0.0009745490062009754,True,1.279998779296875,1.279998779296875,True
WSSEC:WS:XNYS:EFX,WS:XNYS:EFX,-0.04197787770413197,-0.04197787770413197,True,9.089996337890625,9.089996337890625,True
WSSEC:WS:XNYS:EHC,WS:XNYS:EHC,-0.0015605950012833603,-0.0015605950012833603,True,3.5999984741210938,3.5999984741210938,True
WSSEC:WS:XNYS:EIX,WS:XNYS:EIX,-0.01812740490435627,-0.01812740490435627,True,1.5999984741210938,1.5999984741210938,True
WSSEC:WS:XNYS:EL,WS:XNYS:EL,-0.03500960255355823,-0.03500960255355823,True,3.6500015258789062,3.6500015258789062,True
WSSEC:WS:XNYS:ELAN,WS:XNYS:ELAN,0.0004460405373687415,0.0004460405373687415,True,0.4099998474121094,0.4099998474121094,True
WSSEC:WS:XNYS:ELF,WS:XNYS:ELF,0.013998324760944536,0.013998324760944536,True,3.850006103515625,3.850006103515625,True
WSSEC:WS:XNYS:ELV,WS:XNYS:ELV,-0.0007777939594858507,-0.0007777939594858507,True,6.660003662109375,6.660003662109375,True
WSSEC:WS:XNYS:EME,WS:XNYS:EME,0.0002128680264512628,0.0002128680264512628,True,25.489990234375,25.489990234375,True
WSSEC:WS:XNYS:EMR,WS:XNYS:EMR,0.010026541745753903,0.010026541745753903,True,3.7899932861328125,3.7899932861328125,True
WSSEC:WS:XNYS:ENS,WS:XNYS:ENS,0.002582566396122754,0.002582566396122754,True,4.399993896484375,4.399993896484375,True
WSSEC:WS:XNYS:EOG,WS:XNYS:EOG,0.007191231660998332,0.007191231660998332,True,2.6999969482421875,2.6999969482421875,True
WSSEC:WS:XNYS:EQH,WS:XNYS:EQH,-0.001482888413778194,-0.001482888413778194,True,1.1650009155273438,1.1650009155273438,True
WSSEC:WS:XNYS:EQT,WS:XNYS:EQT,0.01586364153561215,0.01586364153561215,True,1.3799972534179688,1.3799972534179688,True
WSSEC:WS:XNYS:ES,WS:XNYS:ES,-0.01710066803919752,-0.01710066803919752,True,1.4899978637695312,1.4899978637695312,True
