Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,feature_as_of_date,latest_eligible_valid_date,eligible_rows_after_asof,Result
WSSEC:WS:XNYS:KMI,WS:XNYS:KMI,XNYS,KMI,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:KNF,WS:XNYS:KNF,XNYS,KNF,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:KNSL,WS:XNYS:KNSL,XNYS,KNSL,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:KNX,WS:XNYS:KNX,XNYS,KNX,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:KO,WS:XNYS:KO,XNYS,KO,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:KR,WS:XNYS:KR,XNYS,KR,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:KVUE,WS:XNYS:KVUE,XNYS,KVUE,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:L,WS:XNYS:L,XNYS,L,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:LAD,WS:XNYS:LAD,XNYS,LAD,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:LDOS,WS:XNYS:LDOS,XNYS,LDOS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:LEA,WS:XNYS:LEA,XNYS,LEA,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:LEN,WS:XNYS:LEN,XNYS,LEN,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:LHX,WS:XNYS:LHX,XNYS,LHX,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:LII,WS:XNYS:LII,XNYS,LII,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:LLY,WS:XNYS:LLY,XNYS,LLY,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:LMT,WS:XNYS:LMT,XNYS,LMT,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:LOW,WS:XNYS:LOW,XNYS,LOW,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:LPX,WS:XNYS:LPX,XNYS,LPX,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:LUV,WS:XNYS:LUV,XNYS,LUV,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:LVS,WS:XNYS:LVS,XNYS,LVS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:LYV,WS:XNYS:LYV,XNYS,LYV,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:M,WS:XNYS:M,XNYS,M,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:MA,WS:XNYS:MA,XNYS,MA,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:MAS,WS:XNYS:MAS,XNYS,MAS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:MCD,WS:XNYS:MCD,XNYS,MCD,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:MCK,WS:XNYS:MCK,XNYS,MCK,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:MCO,WS:XNYS:MCO,XNYS,MCO,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:MET,WS:XNYS:MET,XNYS,MET,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:MGM,WS:XNYS:MGM,XNYS,MGM,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:MKC,WS:XNYS:MKC,XNYS,MKC,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:MLI,WS:XNYS:MLI,XNYS,MLI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:MLM,WS:XNYS:MLM,XNYS,MLM,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:MMM,WS:XNYS:MMM,XNYS,MMM,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:MMS,WS:XNYS:MMS,XNYS,MMS,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:MO,WS:XNYS:MO,XNYS,MO,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:MOGA,WS:XNYS:MOGA,XNYS,MOGA,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:MOH,WS:XNYS:MOH,XNYS,MOH,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:MOS,WS:XNYS:MOS,XNYS,MOS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:MP,WS:XNYS:MP,XNYS,MP,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:MPC,WS:XNYS:MPC,XNYS,MPC,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:MRK,WS:XNYS:MRK,XNYS,MRK,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:MS,WS:XNYS:MS,XNYS,MS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:MSA,WS:XNYS:MSA,XNYS,MSA,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:MSCI,WS:XNYS:MSCI,XNYS,MSCI,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:MSI,WS:XNYS:MSI,XNYS,MSI,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:MSM,WS:XNYS:MSM,XNYS,MSM,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:MTB,WS:XNYS:MTB,XNYS,MTB,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:MTD,WS:XNYS:MTD,XNYS,MTD,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:MTDR,WS:XNYS:MTDR,XNYS,MTDR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:MTG,WS:XNYS:MTG,XNYS,MTG,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:MTN,WS:XNYS:MTN,XNYS,MTN,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:MTZ,WS:XNYS:MTZ,XNYS,MTZ,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:MUR,WS:XNYS:MUR,XNYS,MUR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:MUSA,WS:XNYS:MUSA,XNYS,MUSA,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:NEM,WS:XNYS:NEM,XNYS,NEM,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:NEU,WS:XNYS:NEU,XNYS,NEU,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:NFG,WS:XNYS:NFG,XNYS,NFG,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:NI,WS:XNYS:NI,XNYS,NI,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:NJR,WS:XNYS:NJR,XNYS,NJR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:NKE,WS:XNYS:NKE,XNYS,NKE,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:NOC,WS:XNYS:NOC,XNYS,NOC,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:NOV,WS:XNYS:NOV,XNYS,NOV,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:NOW,WS:XNYS:NOW,XNYS,NOW,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:NRG,WS:XNYS:NRG,XNYS,NRG,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:NSC,WS:XNYS:NSC,XNYS,NSC,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:NUE,WS:XNYS:NUE,XNYS,NUE,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:NVR,WS:XNYS:NVR,XNYS,NVR,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:NVST,WS:XNYS:NVST,XNYS,NVST,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:NVT,WS:XNYS:NVT,XNYS,NVT,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:NYT,WS:XNYS:NYT,XNYS,NYT,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:OC,WS:XNYS:OC,XNYS,OC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:OGE,WS:XNYS:OGE,XNYS,OGE,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:OGS,WS:XNYS:OGS,XNYS,OGS,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:OKE,WS:XNYS:OKE,XNYS,OKE,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:OLN,WS:XNYS:OLN,XNYS,OLN,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:OMC,WS:XNYS:OMC,XNYS,OMC,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:ONTO,WS:XNYS:ONTO,XNYS,ONTO,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ORA,WS:XNYS:ORA,XNYS,ORA,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ORI,WS:XNYS:ORI,XNYS,ORI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:OSK,WS:XNYS:OSK,XNYS,OSK,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:OTIS,WS:XNYS:OTIS,XNYS,OTIS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:OVV,WS:XNYS:OVV,XNYS,OVV,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:OXY,WS:XNYS:OXY,XNYS,OXY,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:P,WS:XNYS:P,XNYS,P,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:PAG,WS:XNYS:PAG,XNYS,PAG,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:PATH,WS:XNYS:PATH,XNYS,PATH,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:PB,WS:XNYS:PB,XNYS,PB,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:PBF,WS:XNYS:PBF,XNYS,PBF,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:PCG,WS:XNYS:PCG,XNYS,PCG,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:PEG,WS:XNYS:PEG,XNYS,PEG,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:PEN,WS:XNYS:PEN,XNYS,PEN,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:PEP,WS:XNYS:PEP,XNYS,PEP,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:PFE,WS:XNYS:PFE,XNYS,PFE,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:PFGC,WS:XNYS:PFGC,XNYS,PFGC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:PG,WS:XNYS:PG,XNYS,PG,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:PGR,WS:XNYS:PGR,XNYS,PGR,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:PH,WS:XNYS:PH,XNYS,PH,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:PHM,WS:XNYS:PHM,XNYS,PHM,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:PII,WS:XNYS:PII,XNYS,PII,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:PINS,WS:XNYS:PINS,XNYS,PINS,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:PKG,WS:XNYS:PKG,XNYS,PKG,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:PLNT,WS:XNYS:PLNT,XNYS,PLNT,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:PLTR,WS:XNYS:PLTR,XNYS,PLTR,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:PM,WS:XNYS:PM,XNYS,PM,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:PNC,WS:XNYS:PNC,XNYS,PNC,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:PNFP,WS:XNYS:PNFP,XNYS,PNFP,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:PNW,WS:XNYS:PNW,XNYS,PNW,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:POR,WS:XNYS:POR,XNYS,POR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:POST,WS:XNYS:POST,XNYS,POST,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:PPG,WS:XNYS:PPG,XNYS,PPG,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:PPL,WS:XNYS:PPL,XNYS,PPL,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:PR,WS:XNYS:PR,XNYS,PR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:PRI,WS:XNYS:PRI,XNYS,PRI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:PSN,WS:XNYS:PSN,XNYS,PSN,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:PSX,WS:XNYS:PSX,XNYS,PSX,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:PVH,WS:XNYS:PVH,XNYS,PVH,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:PWR,WS:XNYS:PWR,XNYS,PWR,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:R,WS:XNYS:R,XNYS,R,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:RBA,WS:XNYS:RBA,XNYS,RBA,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:RBC,WS:XNYS:RBC,XNYS,RBC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:RF,WS:XNYS:RF,XNYS,RF,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:RGA,WS:XNYS:RGA,XNYS,RGA,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:RH,WS:XNYS:RH,XNYS,RH,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:RJF,WS:XNYS:RJF,XNYS,RJF,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:RL,WS:XNYS:RL,XNYS,RL,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:RLI,WS:XNYS:RLI,XNYS,RLI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:RMD,WS:XNYS:RMD,XNYS,RMD,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:RNR,WS:XNYS:RNR,XNYS,RNR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ROK,WS:XNYS:ROK,XNYS,ROK,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:ROL,WS:XNYS:ROL,XNYS,ROL,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:ROP,WS:XNYS:ROP,XNYS,ROP,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:RPM,WS:XNYS:RPM,XNYS,RPM,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:RRC,WS:XNYS:RRC,XNYS,RRC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:RRX,WS:XNYS:RRX,XNYS,RRX,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:RS,WS:XNYS:RS,XNYS,RS,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:RSG,WS:XNYS:RSG,XNYS,RSG,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:RTX,WS:XNYS:RTX,XNYS,RTX,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:RYAN,WS:XNYS:RYAN,XNYS,RYAN,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:SAM,WS:XNYS:SAM,XNYS,SAM,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:SARO,WS:XNYS:SARO,XNYS,SARO,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:SCHW,WS:XNYS:SCHW,XNYS,SCHW,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:SCI,WS:XNYS:SCI,XNYS,SCI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:SF,WS:XNYS:SF,XNYS,SF,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:SGI,WS:XNYS:SGI,XNYS,SGI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:SHW,WS:XNYS:SHW,XNYS,SHW,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:SJM,WS:XNYS:SJM,XNYS,SJM,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:SLGN,WS:XNYS:SLGN,XNYS,SLGN,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:SMG,WS:XNYS:SMG,XNYS,SMG,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:SN,WS:XNYS:SN,XNYS,SN,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:SNA,WS:XNYS:SNA,XNYS,SNA,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:SNX,WS:XNYS:SNX,XNYS,SNX,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:SO,WS:XNYS:SO,XNYS,SO,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:SOLV,WS:XNYS:SOLV,XNYS,SOLV,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:SON,WS:XNYS:SON,XNYS,SON,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:SPGI,WS:XNYS:SPGI,XNYS,SPGI,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:SPXC,WS:XNYS:SPXC,XNYS,SPXC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:SR,WS:XNYS:SR,XNYS,SR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:SSB,WS:XNYS:SSB,XNYS,SSB,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:SSD,WS:XNYS:SSD,XNYS,SSD,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:ST,WS:XNYS:ST,XNYS,ST,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:STT,WS:XNYS:STT,XNYS,STT,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:STZ,WS:XNYS:STZ,XNYS,STZ,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:SWK,WS:XNYS:SWK,XNYS,SWK,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:SWX,WS:XNYS:SWX,XNYS,SWX,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:SYF,WS:XNYS:SYF,XNYS,SYF,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:SYK,WS:XNYS:SYK,XNYS,SYK,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:SYY,WS:XNYS:SYY,XNYS,SYY,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:T,WS:XNYS:T,XNYS,T,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:TAP,WS:XNYS:TAP,XNYS,TAP,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:TDG,WS:XNYS:TDG,XNYS,TDG,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:TDY,WS:XNYS:TDY,XNYS,TDY,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:TEX,WS:XNYS:TEX,XNYS,TEX,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:TFC,WS:XNYS:TFC,XNYS,TFC,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:TGT,WS:XNYS:TGT,XNYS,TGT,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:THC,WS:XNYS:THC,XNYS,THC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:THG,WS:XNYS:THG,XNYS,THG,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:THO,WS:XNYS:THO,XNYS,THO,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:TJX,WS:XNYS:TJX,XNYS,TJX,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:TKO,WS:XNYS:TKO,XNYS,TKO,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:TKR,WS:XNYS:TKR,XNYS,TKR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:TMO,WS:XNYS:TMO,XNYS,TMO,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:TNL,WS:XNYS:TNL,XNYS,TNL,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:TOL,WS:XNYS:TOL,XNYS,TOL,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:TOST,WS:XNYS:TOST,XNYS,TOST,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:TPL,WS:XNYS:TPL,XNYS,TPL,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:TPR,WS:XNYS:TPR,XNYS,TPR,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:TREX,WS:XNYS:TREX,XNYS,TREX,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:TRGP,WS:XNYS:TRGP,XNYS,TRGP,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:TRU,WS:XNYS:TRU,XNYS,TRU,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:TRV,WS:XNYS:TRV,XNYS,TRV,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:TSN,WS:XNYS:TSN,XNYS,TSN,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:TTC,WS:XNYS:TTC,XNYS,TTC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:TWLO,WS:XNYS:TWLO,XNYS,TWLO,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:TXNM,WS:XNYS:TXNM,XNYS,TXNM,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:TXT,WS:XNYS:TXT,XNYS,TXT,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:TYL,WS:XNYS:TYL,XNYS,TYL,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:UBER,WS:XNYS:UBER,XNYS,UBER,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:UGI,WS:XNYS:UGI,XNYS,UGI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:UHS,WS:XNYS:UHS,XNYS,UHS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:ULS,WS:XNYS:ULS,XNYS,ULS,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:UNH,WS:XNYS:UNH,XNYS,UNH,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:UNM,WS:XNYS:UNM,XNYS,UNM,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:UNP,WS:XNYS:UNP,XNYS,UNP,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:UPS,WS:XNYS:UPS,XNYS,UPS,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:URI,WS:XNYS:URI,XNYS,URI,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:USB,WS:XNYS:USB,XNYS,USB,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:USFD,WS:XNYS:USFD,XNYS,USFD,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:V,WS:XNYS:V,XNYS,V,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:VAL,WS:XNYS:VAL,XNYS,VAL,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:VEEV,WS:XNYS:VEEV,XNYS,VEEV,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:VFC,WS:XNYS:VFC,XNYS,VFC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:VLO,WS:XNYS:VLO,XNYS,VLO,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:VLTO,WS:XNYS:VLTO,XNYS,VLTO,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:VMC,WS:XNYS:VMC,XNYS,VMC,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:VMI,WS:XNYS:VMI,XNYS,VMI,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:VNT,WS:XNYS:VNT,XNYS,VNT,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:VOYA,WS:XNYS:VOYA,XNYS,VOYA,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:VRT,WS:XNYS:VRT,XNYS,VRT,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:VST,WS:XNYS:VST,XNYS,VST,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:VVV,WS:XNYS:VVV,XNYS,VVV,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:WAB,WS:XNYS:WAB,XNYS,WAB,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:WAL,WS:XNYS:WAL,XNYS,WAL,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:WAT,WS:XNYS:WAT,XNYS,WAT,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:WCC,WS:XNYS:WCC,XNYS,WCC,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:WEC,WS:XNYS:WEC,XNYS,WEC,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:WEX,WS:XNYS:WEX,XNYS,WEX,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:WFC,WS:XNYS:WFC,XNYS,WFC,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:WH,WS:XNYS:WH,XNYS,WH,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:WHR,WS:XNYS:WHR,XNYS,WHR,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:WLK,WS:XNYS:WLK,XNYS,WLK,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:WM,WS:XNYS:WM,XNYS,WM,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:WMB,WS:XNYS:WMB,XNYS,WMB,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:WMS,WS:XNYS:WMS,XNYS,WMS,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:WRB,WS:XNYS:WRB,XNYS,WRB,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:WSM,WS:XNYS:WSM,XNYS,WSM,2026-09-24,2026-09-24,0,PASS
WSSEC:WS:XNYS:WSO,WS:XNYS:WSO,XNYS,WSO,2026-09-21,2026-09-21,0,PASS
WSSEC:WS:XNYS:WST,WS:XNYS:WST,XNYS,WST,2026-09-24,2026-09-24,0,PASS
