Issuer_Key,Primary_MIC,Canonical_WS_ID,Canonical_Ticker,ISIN,Group_N,Eligibility_DryRun,Note
Q22058448,XNAS,US1:US6098391054:XNAS,MPWR,US6098391054,1,ELIGIBLE,unapplied to 1633
Q1945295,XNAS,US1:US6117401017:XNAS,MNST,US6117401017,1,ELIGIBLE,unapplied to 1633
Q675585,XNYS,US1:US6153691059:XNYS,MCO,US6153691059,1,ELIGIBLE,unapplied to 1633
Q334204,XNYS,US1:US6174464486:XNYS,MS,US6174464486,1,ELIGIBLE,unapplied to 1633
Q7752327,XNYS,US1:US61945C1036:XNYS,MOS,US61945C1036,1,ELIGIBLE,unapplied to 1633
Q634815,XNYS,US1:US6200763075:XNYS,MSI,US6200763075,1,ELIGIBLE,unapplied to 1633
Q768773,XNYS,US1:US55354G1004:XNYS,MSCI,US55354G1004,1,ELIGIBLE,unapplied to 1633
Q1472929,XNAS,US1:US6311031081:XNAS,NDAQ,US6311031081,1,ELIGIBLE,unapplied to 1633
Q727883,XNAS,US1:US64120L1044:XNAS,NTAP,US64120L1044,1,ELIGIBLE,unapplied to 1633
Q116452644,XNAS,US1:US64110L1061:XNAS,NFLX,US64110L1061,1,ELIGIBLE,unapplied to 1633
Q1785405,XNYS,US1:US6516391066:XNYS,NEM,US6516391066,1,ELIGIBLE,unapplied to 1633
Q967868,XNYS,US1:US3025711041:XNYS,NEE,US3025711041,1,ELIGIBLE,unapplied to 1633
Q483915,XNYS,US1:US6541061031:XNYS,NKE,US6541061031,1,ELIGIBLE,unapplied to 1633
Q1984481,XNYS,US1:US65473P1057:XNYS,NI,US65473P1057,1,ELIGIBLE,unapplied to 1633
Q1998662,XNAS,US1:US6556631025:XNAS,NDSN,US6556631025,1,ELIGIBLE,unapplied to 1633
Q1321054,XNYS,US1:US6558441084:XNYS,NSC,US6558441084,1,ELIGIBLE,unapplied to 1633
Q970695,XNAS,US1:US6658591044:XNAS,NTRS,US6658591044,1,ELIGIBLE,unapplied to 1633
Q329953,XNYS,US1:US6668071029:XNYS,NOC,US6668071029,1,ELIGIBLE,unapplied to 1633
Q1412968,XNYS,US1:US6293775085:XNYS,NRG,US6293775085,1,ELIGIBLE,unapplied to 1633
Q1645081,XNYS,US1:US6703461052:XNYS,NUE,US6703461052,1,ELIGIBLE,unapplied to 1633
Q182477,XNAS,US1:US67066G1040:XNAS,NVDA,US67066G1040,1,ELIGIBLE,unapplied to 1633
Q6955706,XNYS,US1:US62944T1051:XNYS,NVR,US62944T1051,1,ELIGIBLE,unapplied to 1633
Q7071951,XNAS,US1:US67103H1077:XNAS,ORLY,US67103H1077,1,ELIGIBLE,unapplied to 1633
Q2013357,XNYS,US1:US6745991058:XNYS,OXY,US6745991058,1,ELIGIBLE,unapplied to 1633
Q7083862,XNAS,US1:US6795801009:XNAS,ODFL,US6795801009,1,ELIGIBLE,unapplied to 1633
Q1519267,XNYS,US1:US6819191064:XNYS,OMC,US6819191064,1,ELIGIBLE,unapplied to 1633
Q1671509,XNAS,US1:US6821891057:XNAS,ON,US6821891057,1,ELIGIBLE,unapplied to 1633
Q11074156,XNYS,US1:US6826801036:XNYS,OKE,US6826801036,1,ELIGIBLE,unapplied to 1633
Q1134069,XNYS,US1:US68902V1070:XNYS,OTIS,US68902V1070,1,ELIGIBLE,unapplied to 1633
Q1477661,XNAS,US1:US6937181088:XNAS,PCAR,US6937181088,1,ELIGIBLE,unapplied to 1633
Q16983334,XNYS,US1:US6951561090:XNYS,PKG,US6951561090,1,ELIGIBLE,unapplied to 1633
Q2047336,XNYS,US1:US69608A1088:XNYS,PLTR,US69608A1088,1,ELIGIBLE,unapplied to 1633
Q7128508,XNAS,US1:US6974351057:XNAS,PANW,US6974351057,1,ELIGIBLE,unapplied to 1633
Q1470619,XNYS,US1:US7010941042:XNYS,PH,US7010941042,1,ELIGIBLE,unapplied to 1633
Q946080,XNAS,US1:US7043261079:XNAS,PAYX,US7043261079,1,ELIGIBLE,unapplied to 1633
Q135683211,XNAS,US1:US70450Y1038:XNAS,PYPL,US70450Y1038,1,ELIGIBLE,unapplied to 1633
Q334800,XNYS,US1:US7134481081:XNYS,PEP,US7134481081,1,ELIGIBLE,unapplied to 1633
Q206921,XNYS,US1:US7170811035:XNYS,PFE,US7170811035,1,ELIGIBLE,unapplied to 1633
Q1815011,XNYS,US1:US69331C1080:XNYS,PCG,US69331C1080,1,ELIGIBLE,unapplied to 1633
Q139353793,XNYS,US1:US7181721090:XNYS,PM,US7181721090,1,ELIGIBLE,unapplied to 1633
Q1656230,XNYS,US1:US7185461040:XNYS,PSX,US7185461040,1,ELIGIBLE,unapplied to 1633
Q7122705,XNYS,US1:US7234841010:XNYS,PNW,US7234841010,1,ELIGIBLE,unapplied to 1633
Q38928,XNYS,US1:US6934751057:XNYS,PNC,US6934751057,1,ELIGIBLE,unapplied to 1633
Q48754,XNYS,US1:US6935061076:XNYS,PPG,US6935061076,1,ELIGIBLE,unapplied to 1633
Q2044512,XNYS,US1:US69351T1060:XNYS,PPL,US69351T1060,1,ELIGIBLE,unapplied to 1633
Q139354113,XNYS,US1:US7427181091:XNYS,PG,US7427181091,1,ELIGIBLE,unapplied to 1633
Q7248721,XNYS,US1:US7433151039:XNYS,PGR,US7433151039,1,ELIGIBLE,unapplied to 1633
Q930919,XNYS,US1:US7445731067:XNYS,PEG,US7445731067,1,ELIGIBLE,unapplied to 1633
Q139355663,XNAS,US1:US69370C1009:XNAS,PTC,US69370C1009,1,ELIGIBLE,unapplied to 1633
Q7259716,XNYS,US1:US7458671010:XNYS,PHM,US7458671010,1,ELIGIBLE,unapplied to 1633
Q7268886,XNYS,US1:US74762E1029:XNYS,PWR,US74762E1029,1,ELIGIBLE,unapplied to 1633
Q544847,XNAS,US1:US7475251036:XNAS,QCOM,US7475251036,1,ELIGIBLE,unapplied to 1633
Q1641437,XNYS,US1:US7512121010:XNYS,RL,US7512121010,1,ELIGIBLE,unapplied to 1633
Q7298901,XNYS,US1:US7547301090:XNYS,RJF,US7547301090,1,ELIGIBLE,unapplied to 1633
Q89368734,XNYS,US1:US75513E1010:XNYS,RTX,US75513E1010,1,ELIGIBLE,unapplied to 1633
Q7308054,XNAS,US1:US75886F1075:XNAS,REGN,US75886F1075,1,ELIGIBLE,unapplied to 1633
Q917131,XNYS,US1:US7591EP1005:XNYS,RF,US7591EP1005,1,ELIGIBLE,unapplied to 1633
Q7314415,XNYS,US1:US7607591002:XNYS,RSG,US7607591002,1,ELIGIBLE,unapplied to 1633
Q7314903,XNYS,US1:US7611521078:XNYS,RMD,US7611521078,1,ELIGIBLE,unapplied to 1633
Q18155123,XNAS,US1:US7707001027:XNAS,HOOD,US7707001027,1,ELIGIBLE,unapplied to 1633
Q1348664,XNYS,US1:US7739031091:XNYS,ROK,US7739031091,1,ELIGIBLE,unapplied to 1633
Q7361273,XNYS,US1:US7757111049:XNYS,ROL,US7757111049,1,ELIGIBLE,unapplied to 1633
Q16932392,XNYS,US1:US7766961061:XNYS,ROP,US7766961061,1,ELIGIBLE,unapplied to 1633
Q3442791,XNAS,US1:US7782961038:XNAS,ROST,US7782961038,1,ELIGIBLE,unapplied to 1633
Q868587,XNYS,US1:US78409V1044:XNYS,SPGI,US78409V1044,1,ELIGIBLE,unapplied to 1633
Q941127,XNYS,US1:US79466L3024:XNYS,CRM,US79466L3024,1,ELIGIBLE,unapplied to 1633
Q260833,XNAS,US1:US80004C2008:XNAS,SNDK,US80004C2008,1,ELIGIBLE,unapplied to 1633
Q7455653,XNYS,US1:US81762P1021:XNYS,NOW,US81762P1021,1,ELIGIBLE,unapplied to 1633
Q48881,XNYS,US1:US8243481061:XNYS,SHW,US8243481061,1,ELIGIBLE,unapplied to 1633
Q7538146,XNAS,US1:US83088M1027:XNAS,SWKS,US83088M1027,1,ELIGIBLE,unapplied to 1633
Q7742790,XNYS,US1:US8326964058:XNYS,SJM,US8326964058,1,ELIGIBLE,unapplied to 1633
Q1631922,XNYS,US1:US8330341012:XNYS,SNA,US8330341012,1,ELIGIBLE,unapplied to 1633
Q124795355,XNYS,US1:US83444M1018:XNYS,SOLV,US83444M1018,1,ELIGIBLE,unapplied to 1633
Q139355840,XNYS,US1:US8425871071:XNYS,SO,US8425871071,1,ELIGIBLE,unapplied to 1633
Q503308,XNYS,US1:US8447411088:XNYS,LUV,US8447411088,1,ELIGIBLE,unapplied to 1633
Q706094,XNYS,US1:US8545021011:XNYS,SWK,US8545021011,1,ELIGIBLE,unapplied to 1633
Q37158,XNAS,US1:US8552441094:XNAS,SBUX,US8552441094,1,ELIGIBLE,unapplied to 1633
Q2037125,XNYS,US1:US8574771031:XNYS,STT,US8574771031,1,ELIGIBLE,unapplied to 1633
Q7605667,XNAS,US1:US8581191009:XNAS,STLD,US8581191009,1,ELIGIBLE,unapplied to 1633
Q80947821,XNYS,US1:US8591521005:XNYS,STE,US8591521005,1,ELIGIBLE,unapplied to 1633
Q2357515,XNYS,US1:US8636671013:XNYS,SYK,US8636671013,1,ELIGIBLE,unapplied to 1633
Q1817174,XNAS,US1:US86800U1043:XNAS,SMCI,US86800U1043,1,ELIGIBLE,unapplied to 1633
Q18387139,XNYS,US1:US87165B1035:XNYS,SYF,US87165B1035,1,ELIGIBLE,unapplied to 1633
Q2303478,XNAS,US1:US8716071076:XNAS,SNPS,US8716071076,1,ELIGIBLE,unapplied to 1633
Q2376711,XNYS,US1:US8718291078:XNYS,SYY,US8718291078,1,ELIGIBLE,unapplied to 1633
Q3511885,XNAS,US1:US8725901040:XNAS,TMUS,US8725901040,1,ELIGIBLE,unapplied to 1633
Q3511946,XNAS,US1:US74144T1088:XNAS,TROW,US74144T1088,1,ELIGIBLE,unapplied to 1633
Q94933,XNAS,US1:US8740541094:XNAS,TTWO,US8740541094,1,ELIGIBLE,unapplied to 1633
Q56273715,XNYS,US1:US8760301072:XNYS,TPR,US8760301072,1,ELIGIBLE,unapplied to 1633
Q7685824,XNYS,US1:US87612G1013:XNYS,TRGP,US87612G1013,1,ELIGIBLE,unapplied to 1633
Q539352,XNYS,US1:US87612E1064:XNYS,TGT,US87612E1064,1,ELIGIBLE,unapplied to 1633
Q7696127,XNYS,US1:US8793601050:XNYS,TDY,US8793601050,1,ELIGIBLE,unapplied to 1633
Q478214,XNAS,US1:US88160R1014:XNAS,TSLA,US88160R1014,1,ELIGIBLE,unapplied to 1633
Q193412,XNAS,US1:US8825081040:XNAS,TXN,US8825081040,1,ELIGIBLE,unapplied to 1633
Q7707900,XNYS,US1:US88262P1021:XNYS,TPL,US88262P1021,1,ELIGIBLE,unapplied to 1633
Q2140315,XNYS,US1:US8832031012:XNYS,TXT,US8832031012,1,ELIGIBLE,unapplied to 1633
Q643674,XNYS,US1:US8835561023:XNYS,TMO,US8835561023,1,ELIGIBLE,unapplied to 1633
Q1285819,XNYS,US1:US8725401090:XNYS,TJX,US8725401090,1,ELIGIBLE,unapplied to 1633
Q35339,XNYS,US1:US87256C1018:XNYS,TKO,US87256C1018,1,ELIGIBLE,unapplied to 1633
Q60744565,XNAS,US1:US88339J1051:XNAS,TTD,US88339J1051,1,ELIGIBLE,unapplied to 1633
Q487494,XNAS,US1:US8923561067:XNAS,TSCO,US8923561067,1,ELIGIBLE,unapplied to 1633
Q1663044,XNYS,US1:US45687V1061:XNYS,TT,US45687V1061,1,ELIGIBLE,unapplied to 1633
Q7833612,XNYS,US1:US8936411003:XNYS,TDG,US8936411003,1,ELIGIBLE,unapplied to 1633
Q942471,XNYS,US1:US89417E1091:XNYS,TRV,US89417E1091,1,ELIGIBLE,unapplied to 1633
Q795486,XNYS,US1:US89832Q1094:XNYS,TFC,US89832Q1094,1,ELIGIBLE,unapplied to 1633
Q48802335,XNYS,US1:US9022521051:XNYS,TYL,US9022521051,1,ELIGIBLE,unapplied to 1633
Q1325987,XNYS,US1:US9024941034:XNYS,TSN,US9024941034,1,ELIGIBLE,unapplied to 1633
Q739084,XNYS,US1:US9029733048:XNYS,USB,US9029733048,1,ELIGIBLE,unapplied to 1633
Q780442,XNYS,US1:US90353T1007:XNYS,UBER,US90353T1007,1,ELIGIBLE,unapplied to 1633
Q7880076,XNAS,US1:US90384S3031:XNAS,ULTA,US90384S3031,1,ELIGIBLE,unapplied to 1633
Q20183163,XNYS,US1:US9078181081:XNYS,UNP,US9078181081,1,ELIGIBLE,unapplied to 1633
Q155026,XNYS,US1:US9113121068:XNYS,UPS,US9113121068,1,ELIGIBLE,unapplied to 1633
Q7889101,XNYS,US1:US9113631090:XNYS,URI,US9113631090,1,ELIGIBLE,unapplied to 1633
Q2103926,XNYS,US1:US91324P1021:XNYS,UNH,US91324P1021,1,ELIGIBLE,unapplied to 1633
Q7893967,XNYS,US1:US9139031002:XNYS,UHS,US9139031002,1,ELIGIBLE,unapplied to 1633
Q1283291,XNYS,US1:US91913Y1001:XNYS,VLO,US91913Y1001,1,ELIGIBLE,unapplied to 1633
Q24204493,XNYS,US1:US9224751084:XNYS,VEEV,US9224751084,1,ELIGIBLE,unapplied to 1633
Q124721239,XNYS,US1:US92338C1036:XNYS,VLTO,US92338C1036,1,ELIGIBLE,unapplied to 1633
Q734338,XNAS,US1:US92343E1029:XNAS,VRSN,US92343E1029,1,ELIGIBLE,unapplied to 1633
Q7921370,XNAS,US1:US92345Y1064:XNAS,VRSK,US92345Y1064,1,ELIGIBLE,unapplied to 1633
Q2744099,XNAS,US1:US92532F1003:XNAS,VRTX,US92532F1003,1,ELIGIBLE,unapplied to 1633
Q5370909,XNYS,US1:US92537N1081:XNYS,VRT,US92537N1081,1,ELIGIBLE,unapplied to 1633
Q101983981,XNAS,US1:US92556V1061:XNAS,VTRS,US92556V1061,1,ELIGIBLE,unapplied to 1633
Q328840,XNYS,US1:US92826C8394:XNYS,V,US92826C8394,1,ELIGIBLE,unapplied to 1633
Q104158381,XNYS,US1:US92840M1027:XNYS,VST,US92840M1027,1,ELIGIBLE,unapplied to 1633
Q1685287,XNYS,US1:US9291601097:XNYS,VMC,US9291601097,1,ELIGIBLE,unapplied to 1633
Q1369955,XNYS,US1:US0844231029:XNYS,WRB,US0844231029,1,ELIGIBLE,unapplied to 1633
Q1627894,XNYS,US1:US3848021040:XNYS,GWW,US3848021040,1,ELIGIBLE,unapplied to 1633
Q741707,XNYS,US1:US9297401088:XNYS,WAB,US9297401088,1,ELIGIBLE,unapplied to 1633
Q483551,XNAS,US1:US9311421039:XNAS,WMT,US9311421039,1,ELIGIBLE,unapplied to 1633
Q7414,XNYS,US1:US2546871060:XNYS,DIS,US2546871060,1,ELIGIBLE,unapplied to 1633
Q21693482,XNAS,US1:US9344231041:XNAS,WBD,US9344231041,1,ELIGIBLE,unapplied to 1633
Q2552219,XNYS,US1:US94106L1098:XNYS,WM,US94106L1098,1,ELIGIBLE,unapplied to 1633
Q1322011,XNYS,US1:US9418481035:XNYS,WAT,US9418481035,1,ELIGIBLE,unapplied to 1633
Q8027166,XNYS,US1:US92939U1060:XNYS,WEC,US92939U1060,1,ELIGIBLE,unapplied to 1633
Q744149,XNYS,US1:US9497461015:XNYS,WFC,US9497461015,1,ELIGIBLE,unapplied to 1633
Q30338243,XNYS,US1:US9553061055:XNYS,WST,US9553061055,1,ELIGIBLE,unapplied to 1633
Q738770,XNAS,US1:US9581021055:XNAS,WDC,US9581021055,1,ELIGIBLE,unapplied to 1633
Q2581220,XNYS,US1:US9699041011:XNYS,WSM,US9699041011,1,ELIGIBLE,unapplied to 1633
Q930639,XNYS,US1:US9694571004:XNYS,WMB,US9694571004,1,ELIGIBLE,unapplied to 1633
Q2274089,XNAS,US1:US9831341071:XNAS,WYNN,US9831341071,1,ELIGIBLE,unapplied to 1633
Q3146975,XNYS,US1:US98419M1009:XNYS,XYL,US98419M1009,1,ELIGIBLE,unapplied to 1633
Q668737,XNYS,US1:US9884981013:XNYS,YUM,US9884981013,1,ELIGIBLE,unapplied to 1633
Q2443609,XNAS,US1:US9892071054:XNAS,ZBRA,US9892071054,1,ELIGIBLE,unapplied to 1633
Q203552,XNYS,US1:US98956P1021:XNYS,ZBH,US98956P1021,1,ELIGIBLE,unapplied to 1633
Q8073337,XNYS,US1:US98978V1035:XNYS,ZTS,US98978V1035,1,ELIGIBLE,unapplied to 1633
