Security_Key,Source_WS_ID,EMA20_materialized,EMA20_independent,EMA20_exact_match,EMA50_materialized,EMA50_independent,EMA50_exact_match,ATR14_materialized,ATR14_independent,ATR14_exact_match,semantics
WSSEC:WS:XNYS:NOV,WS:XNYS:NOV,20.726500902407704,20.726500902407704,True,20.459960902007474,20.459960902007474,True,0.644486419455426,0.644486419455426,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:NOW,WS:XNYS:NOW,136.10327870478295,136.10327870478295,True,127.75097015311209,127.75097015311209,True,5.994795240240956,5.994795240240956,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:NRG,WS:XNYS:NRG,108.42283623564923,108.42283623564923,True,117.01041407616498,117.01041407616498,True,4.258685141169166,4.258685141169166,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:NSC,WS:XNYS:NSC,322.74565755104857,322.74565755104857,True,327.3645673406721,327.3645673406721,True,5.710813667195511,5.710813667195511,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:NUE,WS:XNYS:NUE,253.29463989955826,253.29463989955826,True,251.86396138467916,251.86396138467916,True,7.975772298044893,7.975772298044893,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:NVR,WS:XNYS:NVR,6253.906458362051,6253.906458362051,True,6305.510927934571,6305.510927934571,True,141.31846547481166,141.31846547481166,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:NVST,WS:XNYS:NVST,25.712832309867185,25.712832309867185,True,26.334674826260024,26.334674826260024,True,0.8494705201444961,0.8494705201444961,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:NVT,WS:XNYS:NVT,154.7461792041207,154.7461792041207,True,156.18484972517862,156.18484972517862,True,7.056047796007324,7.056047796007324,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:NYT,WS:XNYS:NYT,68.94417802877615,68.94417802877615,True,69.62692899345691,69.62692899345691,True,1.9314509957157977,1.9314509957157977,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:OC,WS:XNYS:OC,132.5603816149965,132.5603816149965,True,136.82734696918374,136.82734696918374,True,4.681415356592055,4.681415356592055,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:OGE,WS:XNYS:OGE,46.26462143543322,46.26462143543322,True,46.84834071050612,46.84834071050612,True,0.7709551644392258,0.7709551644392258,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:OGS,WS:XNYS:OGS,77.8794095130873,77.8794095130873,True,78.92549489671715,78.92549489671715,True,1.5586534733082853,1.5586534733082853,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:OKE,WS:XNYS:OKE,93.33083146482006,93.33083146482006,True,92.71515044742739,92.71515044742739,True,2.432372835018038,2.432372835018038,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:OLN,WS:XNYS:OLN,17.430637467173973,17.430637467173973,True,18.910510128891325,18.910510128891325,True,0.6542367036670436,0.6542367036670436,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:OMC,WS:XNYS:OMC,79.51976864432119,79.51976864432119,True,80.91741599002277,80.91741599002277,True,2.2718634857892126,2.2718634857892126,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:ONTO,WS:XNYS:ONTO,269.36072726816616,269.36072726816616,True,279.4431053484479,279.4431053484479,True,17.28759261205058,17.28759261205058,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:ORA,WS:XNYS:ORA,99.73051060675287,99.73051060675287,True,104.88607653252481,104.88607653252481,True,3.567906037049136,3.567906037049136,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:ORI,WS:XNYS:ORI,41.1131908764149,41.1131908764149,True,41.435174429749196,41.435174429749196,True,0.7574898672620505,0.7574898672620505,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:OSK,WS:XNYS:OSK,148.72947547433276,148.72947547433276,True,148.96932310736855,148.96932310736855,True,4.698035948854512,4.698035948854512,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:OTIS,WS:XNYS:OTIS,69.21426840451402,69.21426840451402,True,70.76960001931158,70.76960001931158,True,1.5029427148109034,1.5029427148109034,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:OVV,WS:XNYS:OVV,63.78411413785993,63.78411413785993,True,62.398282306411126,62.398282306411126,True,1.9795747515643116,1.9795747515643116,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:OXY,WS:XNYS:OXY,59.15293824950853,59.15293824950853,True,58.33839166529675,58.33839166529675,True,1.5625172703193606,1.5625172703193606,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:P,WS:XNYS:P,100.20172482920476,100.20172482920476,True,94.32057128456582,94.32057128456582,True,5.969116846464015,5.969116846464015,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:PAG,WS:XNYS:PAG,215.68123337969251,215.68123337969251,True,210.24401120991962,210.24401120991962,True,3.130748182247806,3.130748182247806,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:PATH,WS:XNYS:PATH,14.78164593867431,14.78164593867431,True,14.355927298484938,14.355927298484938,True,0.8704065579260141,0.8704065579260141,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:PB,WS:XNYS:PB,71.48153433876955,71.48153433876955,True,72.05322102217677,72.05322102217677,True,1.176760737086261,1.176760737086261,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:PBF,WS:XNYS:PBF,73.86083853860723,73.86083853860723,True,68.04142244794654,68.04142244794654,True,4.426408019923929,4.426408019923929,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:PCG,WS:XNYS:PCG,13.965624551572152,13.965624551572152,True,15.356680954339673,15.356680954339673,True,0.6323717261726132,0.6323717261726132,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:PEG,WS:XNYS:PEG,71.03410547737933,71.03410547737933,True,73.8219286515535,73.8219286515535,True,1.1750196333055545,1.1750196333055545,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:PEN,WS:XNYS:PEN,320.20455601752195,320.20455601752195,True,321.1837851828776,321.1837851828776,True,2.0433871500475784,2.0433871500475784,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
WSSEC:WS:XNYS:PEP,WS:XNYS:PEP,134.59646905127002,134.59646905127002,True,137.8124136279269,137.8124136279269,True,2.318408019202314,2.318408019202314,True,DETERMINISTICALLY_COMPUTED_FROM_FILTERED_VALID_SERIES
