Projection_Order,Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,feature_as_of_date,valid_bar_count,excluded_bar_count,source_data_defect,excluded_dates,filtered_policy_version,Close_Tech,EMA20,EMA50,SMA200,ATR14_Wilder_DEV,ATR14_Pct_DEV,R5,R20,R60,High20,High60,High252,Low20,Low60,Dist_EMA20,Dist_EMA50,Dist_SMA200,Dist_High252,Range20_Pct,MedianVolume20_Tech,MedianTurnover20_Native
11,WSSEC:WS:BVMF:CXSE3,WS:BVMF:CXSE3,BVMF,CXSE3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,20.399999618530273,20.045034561571097,19.785688397200531,18.451850090026856,0.46838528614595182,0.022960063475711813,-0.0068160316824151801,0.06194693340821078,0.027190281550004025,20.829999923706055,22.540000915527344,22.540000915527344,19.090000152587891,17.729999542236328,0.017708378395100866,0.031048261197556437,0.10558017320747615,-0.094942378441647102,0.085294108022317849,5477750,108203074.71551895
12,WSSEC:WS:BVMF:CYRE3,WS:BVMF:CYRE3,BVMF,CYRE3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,26.510000228881836,25.629830028405728,24.215360067081711,25.560950002670289,1.059119958174439,0.039951714410796577,0.032320868919100798,0.10045662353530438,0.1606830145260798,27.950000762939453,27.950000762939453,39.060001373291016,22.450000762939453,20.069999694824219,0.034341632367464348,0.094759696136810678,0.037128910549584448,-0.3213005812383507,0.20746887787680657,8339550,221764224.81880188
13,WSSEC:WS:BVMF:EGIE3,WS:BVMF:EGIE3,BVMF,EGIE3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,29,29.984397812247554,30.208347686883009,32.131650028228762,0.71896808702356407,0.024792003000812555,-0.060880803492869284,0.0055478448878494291,-0.11287851886583178,31.180000305175781,33.810001373291016,39.360000610351562,28.399999618530273,27.299999237060547,-0.0328303345763864,-0.04000045614569292,-0.09746309403586495,-0.26321139353912792,0.095862092642948551,3032600,91189085.49118042
14,WSSEC:WS:BVMF:EMBJ3,WS:BVMF:EMBJ3,BVMF,EMBJ3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,99.099998474121094,96.435896480625374,93.035436743998204,86.407049865722655,2.744592822161914,0.027695185312022332,0.036502435325700411,0.019232696211299194,0.21045554109570852,99.529998779296875,102.79000091552734,105.5,91.839996337890625,80.760002136230469,0.027625625837687462,0.065185502883277735,0.14689714124163933,-0.060663521572311918,0.077598411299818662,4907100,465650092.21801758
15,WSSEC:WS:BVMF:ENEV3,WS:BVMF:ENEV3,BVMF,ENEV3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,27.200000762939453,27.118059038786846,26.525360531301004,24.200149993896485,0.73396938042672688,0.026984167641155909,-0.013062362481095158,0.03108421638588954,0.036190505254836358,28.149999618530273,28.149999618530273,28.149999618530273,26,23.649999618530273,0.0030216662643667291,0.025433781789406584,0.1239600072643996,-0.033747739554691347,0.079044101405309194,10246900,274858698.0255127
16,WSSEC:WS:BVMF:EQTL3,WS:BVMF:EQTL3,BVMF,EQTL3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,39.630001068115234,39.051569984523574,38.51849434607302,39.65910007476807,0.98141073547486857,0.024764337850711634,0.011743755952856372,0.076024955141316797,0.022973653874236444,40.860000610351562,41.090000152587891,46.319999694824219,36.200000762939453,33.610000610351562,0.014811980256386637,0.028856442623529821,-0.00073372836493956761,-0.14443002311713149,0.11758767907683366,8394150,332478524.30839539
17,WSSEC:WS:BVMF:LREN3,WS:BVMF:LREN3,BVMF,LREN3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,10.970000267028809,11.324365877707237,11.958746778165573,13.95230004310608,0.4038265554059039,0.036811900234828263,-0.015260329538126283,0.015740747527003274,-0.26177654640123027,11.859999656677246,15.220000267028809,16.729999542236328,10.520000457763672,10.479999542236328,-0.031292313804168082,-0.082679776524913873,-0.21374968764027147,-0.3442916576695596,0.12215124578811966,16096100,183069927.21710205
18,WSSEC:WS:BVMF:MBRF3,WS:BVMF:MBRF3,BVMF,MBRF3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,16.809999465942383,17.218683387904633,17.126636528828133,17.946550059318543,0.61338010347813998,0.036489001961057074,0.008398283683725305,-0.094288795816575899,-0.066111140780978683,18.930000305175781,19.610000610351562,26.829999923706055,16.25,14.489999771118164,-0.023734911244685075,-0.018487988715868209,-0.063329753608327599,-0.37346256005429013,0.15942893458179763,4194900,71254925.064754486
19,WSSEC:WS:BVMF:MGLU3,WS:BVMF:MGLU3,BVMF,MGLU3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,6.3000001907348633,5.6063781026915827,5.2956051766245018,7.2222492623896821,0.35084302122030975,0.055689366761651746,0.088082941665273529,0.3375796474968682,0.42212199432466879,6.3000001907348633,6.3000001907348633,11.159999847412109,4.5,3.7599999904632568,0.12372017643802469,0.18966576634978249,-0.12769554721096221,-0.43548384615831615,0.285714307339553,28661250,156229572.88620472
20,WSSEC:WS:BVMF:MOTV3,WS:BVMF:MOTV3,BVMF,MOTV3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,16.450000762939453,16.074315964805855,15.476580926235167,15.421750016212464,0.42707796989451341,0.025962185415619322,0.021739153613471895,0.089403996514225703,0.14077674590187894,16.819999694824219,16.819999694824219,17.809999465942383,14.770000457763672,13.520000457763672,0.023371744026691177,0.062896310324859428,0.06667536081482428,-0.076361524075484688,0.12462000863118697,13367200,220360577.96316147
21,WSSEC:WS:BVMF:MULT3,WS:BVMF:MULT3,BVMF,MULT3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,31.159999847412109,30.006087445526099,29.252506714730028,30.137850036621092,0.81851846533826178,0.026268243560541644,0.051991862408690137,0.13639678193697713,0.078947394491024836,32.009998321533203,32.009998321533203,35.959999084472656,27.110000610351562,26.129999160766602,0.038455943447504026,0.065207852143541745,0.033915817138547855,-0.13348162845569045,0.15725281563467639,4516100,134704426.04551315
22,WSSEC:WS:BVMF:PETR3,WS:BVMF:PETR3,BVMF,PETR3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,54.119998931884766,52.69596672311269,50.321161307595801,45.319699983596799,1.4662687981547868,0.027092919938897772,0.002222202442310417,0.17831479582607512,0.30190039281196146,56.650001525878906,56.650001525878906,56.650001525878906,45.290000915527344,41.400001525878906,0.027023552224680669,0.075491851252557307,0.19418263914971168,-0.044660238761659699,0.20990393264141077,10253100,555329403.95393372
23,WSSEC:WS:BVMF:PRIO3,WS:BVMF:PRIO3,BVMF,PRIO3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,60.709999084472656,61.975829342048414,61.082872051554638,57.162199974060059,1.9669761735156304,0.032399542137675791,-0.040764762106706209,-0.00082289727520989953,0.15858773504977242,66.080001831054688,66.080001831054688,72.980003356933594,59.5,51.619998931884766,-0.020424579566165391,-0.0061043784379894994,0.0620654752970069,-0.16812830512558763,0.10838415302723346,8101900,499574134.00783539
24,WSSEC:WS:BVMF:RADL3,WS:BVMF:RADL3,BVMF,RADL3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,18.450000762939453,19.614505248473218,19.234210505684565,21.274556761535941,0.79812933137482212,0.04325904056210262,-0.092920323277773886,-0.044536443645155743,0.10479041437432679,20.729999542236328,20.840000152587891,27.420000076293945,17.75,16.629999160766602,-0.059369556906076371,-0.040771610694046556,-0.13276685527489995,-0.32713345326025489,0.16151758368608082,7652000,153663380.75389862
25,WSSEC:WS:BVMF:RAIL3,WS:BVMF:RAIL3,BVMF,RAIL3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,15.869999885559082,14.985623149548198,14.531752864181719,14.886350016593934,0.46834470635435671,0.02951132386462884,0.062249018159070246,0.087731303604143829,0.20501137385148138,16.209999084472656,16.209999084472656,17.450000762939453,14.300000190734863,12.890000343322754,0.059015012401239186,0.092091231793234751,0.066077303561226541,-0.090544458928391469,0.12035279820485682,10182700,152324065.67325592
26,WSSEC:WS:BVMF:RDOR3,WS:BVMF:RDOR3,BVMF,RDOR3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,37.650001525878906,36.991941603583612,36.008896946373866,37.987499961853025,1.081566991319701,0.028726877755271295,0.014004859757739574,0.066572304238215141,0.075099972408257942,38.810001373291016,38.810001373291016,48.409999847412109,34.830001831054688,32.270000457763672,0.017789277712082718,0.045574975038781274,-0.0088844603175527448,-0.22226809244884571,0.10571047492523092,6269700,230052660.57777405
27,WSSEC:WS:BVMF:RENT3,WS:BVMF:RENT3,BVMF,RENT3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,38.709999084472656,36.636565485256362,37.031320929078156,43.10685001373291,1.4500645162453123,0.037459688724894899,0.054768345497228088,0.093502751862143407,-0.057692371980139767,39.229999542236328,42.029998779296875,53.349998474121094,34.169998168945312,31.739999771118164,0.056594649955676202,0.045331306398966431,-0.10199889177380184,-0.27441424195635133,0.13071561593812286,8671200,318655964.15309906
28,WSSEC:WS:BVMF:SBSP3,WS:BVMF:SBSP3,BVMF,SBSP3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,26.899999618530273,26.709743886926024,26.466398319980893,17.333878807850393,0.73349252811666343,0.027267380614064821,-0.004809510351935109,0.073423790574637771,-0.098827494982906439,28.079999923706055,31.180000305175781,33.889999389648438,24.760000228881836,23.170000076293945,0.0071230833365414359,0.016383086708932071,0.55187421792446423,-0.206255529566437,0.12342006475484153,18291750,501692614.48135376
29,WSSEC:WS:BVMF:SMFT3,WS:BVMF:SMFT3,BVMF,SMFT3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,17.319999694824219,17.357930627460128,17.896998196667191,19.742913827896118,0.56696464924864587,0.032734680094600316,0.023035994247986302,0.0011560958754741613,-0.12789530903656809,18.680000305175781,21.450000762939453,27.520000457763672,16.510000228881836,16.450000762939453,-0.0021852220434561698,-0.032239959768807558,-0.12272322891104337,-0.37063955644164714,0.12528869021530134,7626650,132674132.00111389
30,WSSEC:WS:BVMF:SUZB3,WS:BVMF:SUZB3,BVMF,SUZB3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,45.580001831054688,46.652533062265327,45.162760906101362,47.17570007324219,1.1904576566345788,0.026117981764175645,-0.03839661679822004,-0.012351022231377073,0.12293672480187579,48.689998626708984,48.689998626708984,59.650001525878906,45.220001220703125,40.080001831054688,-0.022989774848434785,0.0092386053594202266,-0.033824580021284634,-0.23587593185089872,0.076129821557876107,6173350,290892527.53543854
31,WSSEC:WS:BVMF:TIMS3,WS:BVMF:TIMS3,BVMF,TIMS3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,18.770000457763672,19.156795996315047,19.678222547127483,23.11590000152588,0.45421630839282856,0.024199056862833215,-0.036447592461860356,0.0016008904488753473,-0.15183004204355044,19.770000457763672,23.170000076293945,28.739999771118164,18.079999923706055,17.850000381469727,-0.020191035005320268,-0.046153664904881819,-0.18800477348817635,-0.34690324957391594,0.090037319810431699,6621150,121299831.16950989
32,WSSEC:WS:BVMF:TOTS3,WS:BVMF:TOTS3,BVMF,TOTS3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,35.130001068115234,34.174737109245534,32.852430230065309,35.239999990463254,1.2085378050254647,0.034401872140059804,0.013852800031706636,0.077607445166064437,0.21221537691592118,36.340000152587891,36.340000152587891,48.400001525878906,32.029998779296875,26.760000228881836,0.02795234256860657,0.069327316795138483,-0.0031214223149201858,-0.27417355453322367,0.12268719733125394,4568300,155468590.675354
33,WSSEC:WS:BVMF:UGPA3,WS:BVMF:UGPA3,BVMF,UGPA3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,38.799999237060547,37.627023799394159,34.912329615509577,28.286900033950804,1.0665386072284222,0.027488108974231571,-0.0020576602072239769,0.15959355345786475,0.49001527929765043,40.220001220703125,40.220001220703125,40.220001220703125,33.009998321533203,26.200000762939453,0.031173750119595445,0.11135520500539431,0.37165964423431341,-0.035305866249244033,0.18582482064286104,9079650,347714681.14433289
34,WSSEC:WS:BVMF:VALE3,WS:BVMF:VALE3,BVMF,VALE3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,70.660003662109375,74.719224315014955,75.768848864590581,79.126250152587886,1.8885922065678644,0.026727881526853084,-0.051670894695210801,-0.099298834788639989,-0.093753975171835036,81.989997863769531,81.989997863769531,91.620002746582031,70.510002136230469,70.510002136230469,-0.054326322176364905,-0.067426723238351194,-0.10699668534970519,-0.22877099384560529,0.16246808848801517,18368050,1403790958.8623047
35,WSSEC:WS:BVMF:VBBR3,WS:BVMF:VBBR3,BVMF,VBBR3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,39.150001525878906,37.891407062381511,35.882514797109486,31.361199922561646,1.0916542609040305,0.027883888080628194,-0.0071011609720966762,0.16483191951567755,0.32801906831064431,40.479999542236328,40.479999542236328,40.479999542236328,33.049999237060547,29.409999847412109,0.033215828101219369,0.091060694804830922,0.24835789518735529,-0.032855682593813218,0.18978288673282445,10863350,397201404.66823578
36,WSSEC:WS:BVMF:VIVT3,WS:BVMF:VIVT3,BVMF,VIVT3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,30.409999847412109,30.479835579166437,31.294004533247726,35.546500110626219,0.61248416803678796,0.020140880339034606,-0.01585759796658115,0.01164339280399096,-0.099763145460803671,31.290000915527344,36.5,43.470001220703125,29.229999542236328,28.989999771118164,-0.002291210908042518,-0.028248372140945444,-0.14450087201914463,-0.30043710620074771,0.067740920211360064,4421550,133341627.70853043
37,WSSEC:WS:BVMF:WEGE3,WS:BVMF:WEGE3,BVMF,WEGE3,2026-09-24,505,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,50.740001678466797,50.833499345701455,49.313451723282732,47.728800086975099,1.1903181373735281,0.023459166298740567,-0.0066562282772116843,0.0063467576585232166,0.096844001718180639,52.990001678466797,52.990001678466797,54.529998779296875,49.529998779296875,42.459999084472656,-0.001839292365036882,0.028928211377070134,0.063089823880014828,-0.069502974246700489,0.0681908313897098,7639750,390491698.6207962
38,WSSEC:WS:ISIN:INE002A01018,WS:ISIN:INE002A01018,XNSE,RELIANCE,2026-09-24,507,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,1219.199951171875,1261.8809410200734,1284.7255857277714,1368.844501953125,19.781933936759643,0.016225340164872523,-0.019856960171555915,-0.049134302292260013,-0.064672074283179892,1333,1345.9000244140625,1611.800048828125,1219.199951171875,1219.199951171875,-0.033823309680623304,-0.051003603636318506,-0.10932180431577943,-0.24357866097701997,0.093339938800639108,10117259.5,12971154648.847656
39,WSSEC:WS:ISIN:INE009A01021,WS:ISIN:INE009A01021,XNSE,INFY,2026-09-24,507,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,1014.5,1065.0304604970274,1095.0919464089839,1270.2010006713867,25.240663997186953,0.024879905369331646,-0.041658772532587762,-0.086694314543576012,-0.025362689782742032,1156,1195,1728,1005.2000122070312,1005.2000122070312,-0.047445084785129876,-0.073593771439247946,-0.20130751002103731,-0.41290509259259256,0.14864464050563703,7280119.5,7665575861.75
40,WSSEC:WS:ISIN:INE018A01030,WS:ISIN:INE018A01030,XNSE,LT,2026-09-24,507,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,3858.39990234375,3922.6364134190021,3958.6757976506551,3975.4319982910156,60.887149183850411,0.015780414349187876,0.0057869640410932455,-0.041867419333560973,-0.049514707798054114,4060,4125.2998046875,4440,3799.89990234375,3720,-0.016375851418577669,-0.025330666220864995,-0.029438837338325974,-0.13099101298564186,0.067411389238905634,1313068.5,5132514609.7877197
41,WSSEC:WS:ISIN:INE019A01038,WS:ISIN:INE019A01038,XNSE,JSWSTEEL,2026-09-24,507,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,1273.199951171875,1281.1165341592643,1281.1668026941347,1234.9970037841797,24.341697979230279,0.019118519409952666,0.01579697333025698,-0.048074802862149491,0.04036599147961617,1344,1351,1351,1227,1212.199951171875,-0.0061794401807362398,-0.0062184342472084708,0.030933635685460592,-0.05758700875508882,0.091894442732511267,1318240,1691457167.0987549
42,WSSEC:WS:ISIN:INE021A01026,WS:ISIN:INE021A01026,XNSE,ASIANPAINT,2026-09-24,507,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,2392.699951171875,2490.7160598589471,2567.3061609160513,2569.8724987792971,43.072140846214786,0.01800148022116994,-0.024979644999235995,-0.090573944822548436,-0.12818365779855168,2653.60009765625,2864,2985.699951171875,2391,2391,-0.039352582282150217,-0.068011448109435602,-0.068942154792340893,-0.19861339374281395,0.10975053413096619,484275.5,1225537812.75
43,WSSEC:WS:ISIN:INE027H01010,WS:ISIN:INE027H01010,XNSE,MAXHEALTH,2026-09-24,507,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,1046,1036.1024809308365,1039.3713262116987,1035.3324984741212,22.317363391686122,0.021335911464327076,0.0086788813886209404,0.036669970267591667,-0.072201545725855465,1072.5999755859375,1167.9000244140625,1221.9000244140625,974,974,0.0095526448892118143,0.0063775800054648446,0.010303454727443206,-0.14395615099395043,0.094263838992292071,1748131,1796371998.4210205
44,WSSEC:WS:ISIN:INE030A01027,WS:ISIN:INE030A01027,XNSE,HINDUNILVR,2026-09-24,507,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,1933.5,1961.7205321920271,2018.719247441559,2193.4195019531248,28.274091456093629,0.014623269436821117,-0.0044794312586743379,-0.037580886012941739,-0.12535062219079807,2018,2239.300048828125,2667.199951171875,1925.5,1925.5,-0.014385602703813061,-0.042214511775009012,-0.11849967674750783,-0.27508247023231713,0.047840703387638996,1201947,2334483090.1921387
45,WSSEC:WS:ISIN:INE038A01020,WS:ISIN:INE038A01020,XNSE,HINDALCO,2026-09-24,507,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,982,995.86002179354534,1003.6533378852117,979.46175292968746,22.223804711921428,0.022631165694421005,0.0015298317185110655,-0.041015625,0.034555401781658057,1037.4000244140625,1087.949951171875,1176,956.4000244140625,935.0999755859375,-0.013917640521991625,-0.021574518878039406,0.0025914713491572705,-0.16496598639455784,0.082484725050916502,3174968,3184002009.5
46,WSSEC:WS:ISIN:INE040A01034,WS:ISIN:INE040A01034,XNSE,HDFCBANK,2026-09-24,507,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,728.9000244140625,722.29358888810702,732.96529970751942,818.7670004272461,12.712706625644252,0.017440946906077493,0.022300174493776304,0.025175843057753111,-0.084181427245620499,749.29998779296875,843,1020.5,681.9000244140625,681.9000244140625,0.0091464684549191766,-0.0055463407272883236,-0.10975891305620467,-0.28574225927088437,0.092468049281637418,28672917.5,20690987001.575317
47,WSSEC:WS:ISIN:INE044A01036,WS:ISIN:INE044A01036,XNSE,SUNPHARMA,2026-09-24,507,0,False,,v0.53/POLICY_F_CANONICAL_FILTERED_INVALID_BAR_SOURCE_DEFECT,1849.9000244140625,1872.3220831145654,1888.8291668668166,1807.9885028076171,31.483135162917765,0.017018830611070311,-0.0093182798474098494,-0.033136477706617096,-0.011277378720436881,1984.800048828125,2046.9000244140625,2046.9000244140625,1828,1828,-0.011975535033590168,-0.020610197648170403,0.023181298742420697,-0.096243098173000585,0.084761363727096473,1387201,2588644202.7824707
